k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.304361271152324, 149.83124671491905, -99.83960499920886, 1.3441710905748574, 2.5860279787137284]|85526.3203125000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[47.648243249262734, 149.14891229777282, -99.11831562065593, 0.8576608360346583, 2.39963526060438]|80141.1934533737658057|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[47.648243249262734, 149.14891229777282, -99.11831562065593, 0.8576608360346583, 2.39963526060438]|80141.1934533737658057|      2.00000000|[23, 7, 1, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[46.08025053213375, 149.71406465352604, -98.17960653318545, 0.2753253145014278, 2.3582559991556695]|76497.7578125000000000|      4.00000000|[29, 9, 1, 10]                                                             |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[46.08025053213375, 149.71406465352604, -98.17960653318545, 0.2753253145014278, 2.3582559991556695]|76497.7578125000000000|      2.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[46.08025053213375, 149.71406465352604, -98.17960653318545, 0.2753253145014278, 2.3582559991556695]|76497.7578125000000000|      1.00000000|[47, 15, 1, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[46.08025053213375, 149.71406465352604, -98.17960653318545, 0.2753253145014278, 2.3582559991556695]|76497.7578125000000000|      0.50000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[46.08025053213375, 149.71406465352604, -98.17960653318545, 0.2753253145014278, 2.3582559991556695]|76497.7578125000000000|      0.25000000|[65, 21, 2, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[45.98793567845448, 149.51168963826626, -98.12045870527399, 0.371377014753426, 2.375516541465725]|75522.2890625000000000|      0.50000000|[75, 24, 2, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      10|[45.98793567845448, 149.51168963826626, -98.12045870527399, 0.371377014753426, 2.375516541465725]|75522.2890625000000000|      0.25000000|[84, 27, 2, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[46.01336849202298, 149.5608005337668, -98.1475467344947, 0.6132984623338895, 2.3620427220133307]|75284.5390625000000000|      0.50000000|[90, 29, 2, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[45.561003657194725, 149.42290302204518, -98.13303558059422, 0.4805064395597238, 2.4542709041043342]|73948.3359375000000000|      1.00000000|[96, 31, 2, 33]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[45.561003657194725, 149.42290302204518, -98.13303558059422, 0.4805064395597238, 2.4542709041043342]|73948.3359375000000000|      0.50000000|[105, 34, 2, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[45.25410527595012, 149.03788074021065, -98.08159780868927, 0.4127645421657216, 2.4726125790356894]|73056.8437500000000000|      1.00000000|[114, 37, 2, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      15|[44.87405656303099, 148.5135336542476, -98.10731096317933, 1.142754839489732, 2.6895828736604095]|71577.1796875000000000|      2.00000000|[120, 39, 2, 41]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[43.52455471863527, 147.76941193907788, -97.19037103892069, 1.1887848222051502, 1.8051451647304946]|67592.7578125000000000|      4.00000000|[126, 41, 2, 43]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[43.52455471863527, 147.76941193907788, -97.19037103892069, 1.1887848222051502, 1.8051451647304946]|67592.7578125000000000|      2.00000000|[135, 44, 2, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[43.52455471863527, 147.76941193907788, -97.19037103892069, 1.1887848222051502, 1.8051451647304946]|67592.7578125000000000|      1.00000000|[144, 47, 2, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[42.78433250474311, 147.6565228458549, -97.72193188281094, 0.8007427037474304, 1.7264463068136089]|65325.6054687500000000|      2.00000000|[150, 49, 2, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
