k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9620197640663078, 0.844129317934895, 1.2159098041742695, 1.0731095919745837, 1.1106424782620954, 1.0090849935133526, 1.1821353221184911, 1.1292610391986841, 0.9741661439345848, 0.987251696910071, 0.9330197215975654, 0.9476376677112719, 1.7374374158072783, 1.2639993172537192, 0.9759053204850286, 1.1792900738380256, 0.8948184106169618, 0.7425524601118887, 1.1380688490847242, 1.1638566605424099, 0.9935452443255833, 0.9570487202989235, 1.254222534577963, 0.8756436985919474, 0.9762057455190616]|  7.3454467834159614|      2.00000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate success | actual_k=2
       2|[0.9620197640663078, 0.844129317934895, 1.2159098041742695, 1.0731095919745837, 1.1106424782620954, 1.0090849935133526, 1.1821353221184911, 1.1292610391986841, 0.9741661439345848, 0.987251696910071, 0.9330197215975654, 0.9476376677112719, 1.7374374158072783, 1.2639993172537192, 0.9759053204850286, 1.1792900738380256, 0.8948184106169618, 0.7425524601118887, 1.1380688490847242, 1.1638566605424099, 0.9935452443255833, 0.9570487202989235, 1.254222534577963, 0.8756436985919474, 0.9762057455190616]|  7.3454467834159614|      1.00000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[0.9620197640663078, 0.844129317934895, 1.2159098041742695, 1.0731095919745837, 1.1106424782620954, 1.0090849935133526, 1.1821353221184911, 1.1292610391986841, 0.9741661439345848, 0.987251696910071, 0.9330197215975654, 0.9476376677112719, 1.7374374158072783, 1.2639993172537192, 0.9759053204850286, 1.1792900738380256, 0.8948184106169618, 0.7425524601118887, 1.1380688490847242, 1.1638566605424099, 0.9935452443255833, 0.9570487202989235, 1.254222534577963, 0.8756436985919474, 0.9762057455190616]|  7.3454467834159614|      0.50000000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=2
       4|[1.0102963549299955, 0.8294220893611091, 1.0386326830959454, 0.9722320542273462, 1.0484007652013254, 1.0566983103493135, 1.1298511990088476, 1.0369405675424581, 1.1256315969419288, 0.962496099473321, 0.8803679770362263, 0.9048143285372349, 1.8941493284783253, 1.0033229782719544, 1.1014589863558313, 1.2525134447912536, 0.9009738885309037, 0.7920327188719679, 1.1534919334039235, 1.147593532577339, 1.0452302638694957, 0.8378682197858888, 1.2072394106924482, 0.9637639653826202, 0.8465193928828388]|  4.9900738513121903|      1.00000000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
       5|[1.0102963549299955, 0.8294220893611091, 1.0386326830959454, 0.9722320542273462, 1.0484007652013254, 1.0566983103493135, 1.1298511990088476, 1.0369405675424581, 1.1256315969419288, 0.962496099473321, 0.8803679770362263, 0.9048143285372349, 1.8941493284783253, 1.0033229782719544, 1.1014589863558313, 1.2525134447912536, 0.9009738885309037, 0.7920327188719679, 1.1534919334039235, 1.147593532577339, 1.0452302638694957, 0.8378682197858888, 1.2072394106924482, 0.9637639653826202, 0.8465193928828388]|  4.9900738513121903|      0.50000000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       6|[1.0102963549299955, 0.8294220893611091, 1.0386326830959454, 0.9722320542273462, 1.0484007652013254, 1.0566983103493135, 1.1298511990088476, 1.0369405675424581, 1.1256315969419288, 0.962496099473321, 0.8803679770362263, 0.9048143285372349, 1.8941493284783253, 1.0033229782719544, 1.1014589863558313, 1.2525134447912536, 0.9009738885309037, 0.7920327188719679, 1.1534919334039235, 1.147593532577339, 1.0452302638694957, 0.8378682197858888, 1.2072394106924482, 0.9637639653826202, 0.8465193928828388]|  4.9900738513121903|      0.25000000|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[0.9700433242636726, 0.7993582525162054, 1.052301353578579, 1.0455431412581533, 0.9720878369197639, 1.0498227538145977, 1.125039400241718, 0.9656885593912504, 1.105395784020385, 0.9344481802794631, 0.8106128850961529, 0.8294517830813961, 1.9513834911513068, 1.048321128974133, 1.1588937396694392, 1.2774338116496853, 0.8909463064975742, 0.7975294128712708, 1.0983422667342952, 1.1531749204227102, 0.9853488141496628, 0.8545789708353988, 1.1071377486443081, 0.9234394516592617, 0.7851442817701682]|  4.5849514548743944|      0.50000000|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
       8|[0.9700433242636726, 0.7993582525162054, 1.052301353578579, 1.0455431412581533, 0.9720878369197639, 1.0498227538145977, 1.125039400241718, 0.9656885593912504, 1.105395784020385, 0.9344481802794631, 0.8106128850961529, 0.8294517830813961, 1.9513834911513068, 1.048321128974133, 1.1588937396694392, 1.2774338116496853, 0.8909463064975742, 0.7975294128712708, 1.0983422667342952, 1.1531749204227102, 0.9853488141496628, 0.8545789708353988, 1.1071377486443081, 0.9234394516592617, 0.7851442817701682]|  4.5849514548743944|      0.25000000|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       9|[0.9711488370869198, 0.8267282865835446, 1.103361933218054, 1.006400622194556, 0.9657529510352869, 1.0596185940808593, 1.0345506346778535, 0.8963109148688297, 1.1282404960664127, 0.9126034947723481, 0.8804099247696713, 0.8059421970529068, 1.8907329579977938, 1.0446197488692255, 1.152841813198329, 1.2441862530086265, 0.911086246226566, 0.823014603862946, 1.0406199602524988, 1.063116248424471, 1.107603778236084, 0.8226855681252875, 1.0900491431592736, 0.8652944351659617, 0.7522612448970019]|  4.0479988144024475|      0.50000000|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
      10|[0.9711488370869198, 0.8267282865835446, 1.103361933218054, 1.006400622194556, 0.9657529510352869, 1.0596185940808593, 1.0345506346778535, 0.8963109148688297, 1.1282404960664127, 0.9126034947723481, 0.8804099247696713, 0.8059421970529068, 1.8907329579977938, 1.0446197488692255, 1.152841813198329, 1.2441862530086265, 0.911086246226566, 0.823014603862946, 1.0406199602524988, 1.063116248424471, 1.107603778236084, 0.8226855681252875, 1.0900491431592736, 0.8652944351659617, 0.7522612448970019]|  4.0479988144024475|      0.25000000|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[0.9711488370869198, 0.8267282865835446, 1.103361933218054, 1.006400622194556, 0.9657529510352869, 1.0596185940808593, 1.0345506346778535, 0.8963109148688297, 1.1282404960664127, 0.9126034947723481, 0.8804099247696713, 0.8059421970529068, 1.8907329579977938, 1.0446197488692255, 1.152841813198329, 1.2441862530086265, 0.911086246226566, 0.823014603862946, 1.0406199602524988, 1.063116248424471, 1.107603778236084, 0.8226855681252875, 1.0900491431592736, 0.8652944351659617, 0.7522612448970019]|  4.0479988144024475|      0.12500000|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
