k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.0002189876919232, -0.0020542587813212, 0.0022539888267773, 0.0066824361816892, 0.001696521054307, -0.0009038622207401, -0.0004773977117059, -0.0010213833121441, 0.0003909781355795, 0.998617012076406]|2717.0561380669673781|      0.01562500|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.0002189876919232, -0.0020542587813212, 0.0022539888267773, 0.0066824361816892, 0.001696521054307, -0.0009038622207401, -0.0004773977117059, -0.0010213833121441, 0.0003909781355795, 0.998617012076406]|2717.0561380669673781|      0.00781250|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.0002189876919232, -0.0020542587813212, 0.0022539888267773, 0.0066824361816892, 0.001696521054307, -0.0009038622207401, -0.0004773977117059, -0.0010213833121441, 0.0003909781355795, 0.998617012076406]|2717.0561380669673781|      0.00390625|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[-0.0001959620192182, -0.0020488537834036, 0.0010947510740344, 0.0040354743868284, 0.0019964209484613, 2.52853339171e-05, 0.0009026212691474, -0.002777283370564, -0.0001052676272905, 0.9993580824443224]|2703.3242107694591141|      0.00781250|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[-0.0001959620192182, -0.0020488537834036, 0.0010947510740344, 0.0040354743868284, 0.0019964209484613, 2.52853339171e-05, 0.0009026212691474, -0.002777283370564, -0.0001052676272905, 0.9993580824443224]|2703.3242107694591141|      0.00390625|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-0.0001959620192182, -0.0020488537834036, 0.0010947510740344, 0.0040354743868284, 0.0019964209484613, 2.52853339171e-05, 0.0009026212691474, -0.002777283370564, -0.0001052676272905, 0.9993580824443224]|2703.3242107694591141|      0.00195312|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[-0.0001959620192182, -0.0020488537834036, 0.0010947510740344, 0.0040354743868284, 0.0019964209484613, 2.52853339171e-05, 0.0009026212691474, -0.002777283370564, -0.0001052676272905, 0.9993580824443224]|2703.3242107694591141|      0.00097656|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-0.0001864812506329, -0.0020793281649454, 0.0011865142776622, 0.0049755566586659, 0.0020471620914595, -2.45612198105e-05, 0.0011181972735335, -0.0027157976628405, -0.0001747477719545, 0.9993765280726533]|2699.6113267274604368|      0.00195312|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[-0.0001864812506329, -0.0020793281649454, 0.0011865142776622, 0.0049755566586659, 0.0020471620914595, -2.45612198105e-05, 0.0011181972735335, -0.0027157976628405, -0.0001747477719545, 0.9993765280726533]|2699.6113267274604368|      0.00097656|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[-0.0001864812506329, -0.0020793281649454, 0.0011865142776622, 0.0049755566586659, 0.0020471620914595, -2.45612198105e-05, 0.0011181972735335, -0.0027157976628405, -0.0001747477719545, 0.9993765280726533]|2699.6113267274604368|      0.00048828|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-0.0001864812506329, -0.0020793281649454, 0.0011865142776622, 0.0049755566586659, 0.0020471620914595, -2.45612198105e-05, 0.0011181972735335, -0.0027157976628405, -0.0001747477719545, 0.9993765280726533]|2699.6113267274604368|      0.00024414|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-0.0002405260999733, -0.0020840176730442, 0.0012064181632295, 0.0048092346746886, 0.0021383252806726, 2.24364204568e-05, 0.0012330788459384, -0.0026788943800751, -0.0002075256955328, 0.9993270395381757]|2699.5388724872618695|      0.00048828|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-0.0002405260999733, -0.0020840176730442, 0.0012064181632295, 0.0048092346746886, 0.0021383252806726, 2.24364204568e-05, 0.0012330788459384, -0.0026788943800751, -0.0002075256955328, 0.9993270395381757]|2699.5388724872618695|      0.00024414|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-0.0002405260999733, -0.0020840176730442, 0.0012064181632295, 0.0048092346746886, 0.0021383252806726, 2.24364204568e-05, 0.0012330788459384, -0.0026788943800751, -0.0002075256955328, 0.9993270395381757]|2699.5388724872618695|      0.00012207|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[-0.0002441739302969, -0.0020658651240479, 0.0011984680661722, 0.0049135113149025, 0.0021330249518802, 3.49577923031e-05, 0.0012704510923763, -0.0026894984490135, -0.0002512962985021, 0.9993236273906368]|2699.4999659255904589|      0.00024414|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[-0.0002441739302969, -0.0020658651240479, 0.0011984680661722, 0.0049135113149025, 0.0021330249518802, 3.49577923031e-05, 0.0012704510923763, -0.0026894984490135, -0.0002512962985021, 0.9993236273906368]|2699.4999659255904589|      0.00012207|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-0.0002469815900373, -0.0020704645169288, 0.0012264955104735, 0.0048192561933285, 0.0021447881439487, 6.45526640004e-05, 0.0012780957660369, -0.0026677464095841, -0.0002830461775421, 0.9992721620425221]|2699.4899235815837528|      0.00024414|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[-0.0003382022532462, -0.0020774619340897, 0.0013267723045735, 0.0049000568011107, 0.0021096433578019, 0.0001634911351901, 0.0013739341204682, -0.0026811536813429, -0.0003981724940836, 0.9992404207928923]|2699.4007032131003143|      0.00048828|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
