k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.816878708648444, -1.3975127443962034, -0.2558737006933934, -0.2208831748359886, -0.6890500104567908, -0.5018747127321077, 0.0695593190627569]|80448.8515625000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[9.37637107340899, -1.4278417994051338, -0.4712112608851542, -1.2197108047737204, -0.7051140045791626, -0.2882236458270832, -1.5781971684877623]|50461.4648437500000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[9.37637107340899, -1.4278417994051338, -0.4712112608851542, -1.2197108047737204, -0.7051140045791626, -0.2882236458270832, -1.5781971684877623]|50461.4648437500000000|      2.00000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.37637107340899, -1.4278417994051338, -0.4712112608851542, -1.2197108047737204, -0.7051140045791626, -0.2882236458270832, -1.5781971684877623]|50461.4648437500000000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.505095772499427, -1.099127860439392, -0.3944863608458078, -1.946592634123627, -0.5228732714535776, -0.2805011976116328, -1.0233441491826518]|43603.5234375000000000|      2.00000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[9.505095772499427, -1.099127860439392, -0.3944863608458078, -1.946592634123627, -0.5228732714535776, -0.2805011976116328, -1.0233441491826518]|43603.5234375000000000|      1.00000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.263601271442209, -1.1302296018297606, -0.0111736045460631, -2.416765041148681, -0.5336841345262743, -0.3686010133406535, -0.2717831909897007]|14441.6083984375000000|      2.00000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[9.263601271442209, -1.1302296018297606, -0.0111736045460631, -2.416765041148681, -0.5336841345262743, -0.3686010133406535, -0.2717831909897007]|14441.6083984375000000|      1.00000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.263601271442209, -1.1302296018297606, -0.0111736045460631, -2.416765041148681, -0.5336841345262743, -0.3686010133406535, -0.2717831909897007]|14441.6083984375000000|      0.50000000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.263601271442209, -1.1302296018297606, -0.0111736045460631, -2.416765041148681, -0.5336841345262743, -0.3686010133406535, -0.2717831909897007]|14441.6083984375000000|      0.25000000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[9.263601271442209, -1.1302296018297606, -0.0111736045460631, -2.416765041148681, -0.5336841345262743, -0.3686010133406535, -0.2717831909897007]|14441.6083984375000000|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[9.263634496313124, -1.1305988684528263, -0.0137155507539572, -2.430590003805287, -0.5346149098187697, -0.3738705826434724, -0.1476919473340489]|7712.6284179687500000|      0.25000000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[9.263634496313124, -1.1305988684528263, -0.0137155507539572, -2.430590003805287, -0.5346149098187697, -0.3738705826434724, -0.1476919473340489]|7712.6284179687500000|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[9.263634496313124, -1.1305988684528263, -0.0137155507539572, -2.430590003805287, -0.5346149098187697, -0.3738705826434724, -0.1476919473340489]|7712.6284179687500000|      0.06250000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[9.263634496313124, -1.1305988684528263, -0.0137155507539572, -2.430590003805287, -0.5346149098187697, -0.3738705826434724, -0.1476919473340489]|7712.6284179687500000|      0.03125000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[9.263790479725758, -1.1368948461360464, -0.0121914710502709, -2.425819106880442, -0.5301683705701015, -0.3763256618045651, -0.1774579587027143]|7259.1782226562500000|      0.06250000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
