k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.06250000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.03125000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[5.017202860231827, 2.4967182947636233, 0.3993858296106372]                     |  6.7478212155057937|      0.01562500|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[5.018624984468836, 2.5023623870237337, 0.3848854016785425]                     |  6.6459743178188919|      0.03125000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.03125000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.01562500|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.00781250|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[5.046589091637235, 2.5067170382084982, 0.3716336763820627]                     |  6.6085420850251388|      0.00195312|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
