k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.166863510053961, 2.3154446065816074, 1.1552766703648503, 0.6892697802212479, 0.9637694451462577, 1.0259711810029961]|  0.6199598312377930|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[1.166863510053961, 2.3154446065816074, 1.1552766703648503, 0.6892697802212479, 0.9637694451462577, 1.0259711810029961]|  0.6199598312377930|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.166863510053961, 2.3154446065816074, 1.1552766703648503, 0.6892697802212479, 0.9637694451462577, 1.0259711810029961]|  0.6199598312377930|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.2753903853508985, 2.300181593965524, 1.071747789171972, 0.7753467240153571, 1.1083238649193503, 0.9026558808088978]|  0.4928123950958252|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[1.2753903853508985, 2.300181593965524, 1.071747789171972, 0.7753467240153571, 1.1083238649193503, 0.9026558808088978]|  0.4928123950958252|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.2753903853508985, 2.300181593965524, 1.071747789171972, 0.7753467240153571, 1.1083238649193503, 0.9026558808088978]|  0.4928123950958252|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.2439063989227312, 2.3032617747100046, 1.1439819725318991, 0.7004128484868836, 1.1051332282162956, 0.9641475711028644]|  0.3670574724674225|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.2439063989227312, 2.3032617747100046, 1.1439819725318991, 0.7004128484868836, 1.1051332282162956, 0.9641475711028644]|  0.3670574724674225|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
