k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       4|[119.99792557211458, -0.011457485075561, 0.8676386907525142, 109.99543043608605, 0.1855994967927237, 0.8420635285178701, 99.99315176794319, 0.2712243686153276, 0.716299396404785, 87.99844155815876, 0.3199462924087201, 0.70632155797341, 85.99518138941, 0.3686583353409497, 0.6611396916604564, 83.99071324251118, 0.4765035272490317, 0.558864623121297, 80.00162000648884, 0.6652883663973246, 0.3316765088477245, 76.0087574796407, 0.8760153227137126, 0.1238370538396806, 886.379098308561, 910.0056481133528, 922.5043096116555, 926.454443513202, 935.566291952442, 952.835929918885, 975.7370651876045]|2177.8343915413533978|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       5|[119.99792557211458, -0.011457485075561, 0.8676386907525142, 109.99543043608605, 0.1855994967927237, 0.8420635285178701, 99.99315176794319, 0.2712243686153276, 0.716299396404785, 87.99844155815876, 0.3199462924087201, 0.70632155797341, 85.99518138941, 0.3686583353409497, 0.6611396916604564, 83.99071324251118, 0.4765035272490317, 0.558864623121297, 80.00162000648884, 0.6652883663973246, 0.3316765088477245, 76.0087574796407, 0.8760153227137126, 0.1238370538396806, 886.379098308561, 910.0056481133528, 922.5043096116555, 926.454443513202, 935.566291952442, 952.835929918885, 975.7370651876045]|2177.8343915413533978|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[119.99792557211458, -0.011457485075561, 0.8676386907525142, 109.99543043608605, 0.1855994967927237, 0.8420635285178701, 99.99315176794319, 0.2712243686153276, 0.716299396404785, 87.99844155815876, 0.3199462924087201, 0.70632155797341, 85.99518138941, 0.3686583353409497, 0.6611396916604564, 83.99071324251118, 0.4765035272490317, 0.558864623121297, 80.00162000648884, 0.6652883663973246, 0.3316765088477245, 76.0087574796407, 0.8760153227137126, 0.1238370538396806, 886.379098308561, 910.0056481133528, 922.5043096116555, 926.454443513202, 935.566291952442, 952.835929918885, 975.7370651876045]|2177.8343915413533978|      0.06250000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       7|[119.99737020936676, 0.0168545571378321, 0.8770260218759983, 109.99697737893045, 0.1361181192159636, 0.827522445941349, 99.99139039839712, 0.2710350660231657, 0.7239407869037753, 87.99879224530686, 0.3295309487025819, 0.7138121698082657, 85.99347154229977, 0.3723136657393399, 0.6631542848883714, 83.98964486728752, 0.4778789122310828, 0.5602106424113548, 80.00214126222636, 0.6642028998795535, 0.3272675778604937, 76.00673074682076, 0.875833178293244, 0.1249477188564327, 886.382412738225, 910.0099010034578, 922.5057455448317, 926.4566015807276, 935.5620066620479, 952.8356301761396, 975.7432846156813]|1247.8790414688055534|      0.12500000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       8|[119.99737020936676, 0.0168545571378321, 0.8770260218759983, 109.99697737893045, 0.1361181192159636, 0.827522445941349, 99.99139039839712, 0.2710350660231657, 0.7239407869037753, 87.99879224530686, 0.3295309487025819, 0.7138121698082657, 85.99347154229977, 0.3723136657393399, 0.6631542848883714, 83.98964486728752, 0.4778789122310828, 0.5602106424113548, 80.00214126222636, 0.6642028998795535, 0.3272675778604937, 76.00673074682076, 0.875833178293244, 0.1249477188564327, 886.382412738225, 910.0099010034578, 922.5057455448317, 926.4566015807276, 935.5620066620479, 952.8356301761396, 975.7432846156813]|1247.8790414688055534|      0.06250000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[119.99506961721362, -0.021825525570748, 0.8559883428573011, 110.00074083346797, 0.1407039249688656, 0.8239669937218084, 99.99483793726694, 0.247575155021524, 0.7151927547136834, 88.00206312089226, 0.3553592930548481, 0.7263238302429107, 85.99030407745263, 0.3738575284466199, 0.6667454005419483, 83.985647147208, 0.4752486257173259, 0.5609816276729208, 79.99917399947981, 0.6534848232353774, 0.3249720262112642, 76.00999875950535, 0.8741030982142715, 0.1170402303907977, 886.3819120411696, 910.0085731963452, 922.5004507014005, 926.4618787616253, 935.568635315715, 952.8445408982668, 975.7408213331535]|924.7691624902519152|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
      10|[119.99506961721362, -0.021825525570748, 0.8559883428573011, 110.00074083346797, 0.1407039249688656, 0.8239669937218084, 99.99483793726694, 0.247575155021524, 0.7151927547136834, 88.00206312089226, 0.3553592930548481, 0.7263238302429107, 85.99030407745263, 0.3738575284466199, 0.6667454005419483, 83.985647147208, 0.4752486257173259, 0.5609816276729208, 79.99917399947981, 0.6534848232353774, 0.3249720262112642, 76.00999875950535, 0.8741030982142715, 0.1170402303907977, 886.3819120411696, 910.0085731963452, 922.5004507014005, 926.4618787616253, 935.568635315715, 952.8445408982668, 975.7408213331535]|924.7691624902519152|      0.06250000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      11|[119.99351200220809, -0.003382433194061, 0.868317486673008, 110.00123771673712, 0.0926936999918615, 0.8067500902090476, 99.98754220269456, 0.2481653024605141, 0.7141264605268746, 87.99445229016445, 0.3696759578756574, 0.7356715905773292, 85.9871524314232, 0.3788753287636385, 0.6657398541021401, 83.98961624094639, 0.4704464721386589, 0.5605960859273695, 79.9901739322999, 0.6563689799792752, 0.3262532574113812, 76.01315816808477, 0.8768912598919278, 0.1221273757670197, 886.3844042804851, 910.0097080559055, 922.4928178671797, 926.4621135638346, 935.5624494405463, 952.8350245553166, 975.7416646957988]|553.0345320832577727|      0.12500000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
