k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.174685201517981, -1.1056177631050554, -0.1162508712573705, 0.5631567541228273, -0.6021113776664477, 0.2308436957586282, 0.5058435665572608]|48349.4218750000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       2|[10.174685201517981, -1.1056177631050554, -0.1162508712573705, 0.5631567541228273, -0.6021113776664477, 0.2308436957586282, 0.5058435665572608]|48349.4218750000000000|      1.00000000|[75, 0, 0, 5]                                                              |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.174685201517981, -1.1056177631050554, -0.1162508712573705, 0.5631567541228273, -0.6021113776664477, 0.2308436957586282, 0.5058435665572608]|48349.4218750000000000|      0.50000000|[119, 0, 0, 8]                                                             |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.11708150766521, -1.0760268294415702, -0.095270409717599, 0.8838802427420324, -0.5547089464260192, 0.2229731189378036, 0.1314193169233088]|21099.0917968750000000|      1.00000000|[149, 0, 0, 10]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       5|[10.11708150766521, -1.0760268294415702, -0.095270409717599, 0.8838802427420324, -0.5547089464260192, 0.2229731189378036, 0.1314193169233088]|21099.0917968750000000|      0.50000000|[193, 0, 0, 13]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.11708150766521, -1.0760268294415702, -0.095270409717599, 0.8838802427420324, -0.5547089464260192, 0.2229731189378036, 0.1314193169233088]|21099.0917968750000000|      0.25000000|[237, 0, 0, 16]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.11708150766521, -1.0760268294415702, -0.095270409717599, 0.8838802427420324, -0.5547089464260192, 0.2229731189378036, 0.1314193169233088]|21099.0917968750000000|      0.12500000|[281, 0, 0, 19]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.11708150766521, -1.0760268294415702, -0.095270409717599, 0.8838802427420324, -0.5547089464260192, 0.2229731189378036, 0.1314193169233088]|21099.0917968750000000|      0.06250000|[325, 0, 0, 22]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.11829087991625, -1.0758486846698259, -0.0941097314913101, 0.8935730591385048, -0.5573350162631742, 0.2204969427597374, 0.0698041391802918]|7633.7944335937500000|      0.12500000|[355, 0, 0, 24]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      10|[10.11829087991625, -1.0758486846698259, -0.0941097314913101, 0.8935730591385048, -0.5573350162631742, 0.2204969427597374, 0.0698041391802918]|7633.7944335937500000|      0.06250000|[399, 0, 0, 27]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
