k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000191|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-1.236439866e-07, -1.8868293287e-06, 1.0000000489363097, 0.050000228371662, 3527.3100000110067, 29.421900064462942, 26185.899999938836]|448.9387407659095857|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-1.236439866e-07, -1.8868293287e-06, 1.0000000489363097, 0.050000228371662, 3527.3100000110067, 29.421900064462942, 26185.899999938836]|448.9387407659095857|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-9.69864591e-08, -6.617384536e-07, 0.9999998138179966, 0.0500016257650022, 3527.30999981317, 29.42190011415523, 26185.900000233494]|448.9309665305685257|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-9.69864591e-08, -6.617384536e-07, 0.9999998138179966, 0.0500016257650022, 3527.30999981317, 29.42190011415523, 26185.900000233494]|448.9309665305685257|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.010497753e-07, -2.3334370898e-06, 0.9999997841296905, 0.0500024816609986, 3527.3099999292463, 29.42190034715114, 26185.90000025717]|448.9180217945096274|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-3.010497753e-07, -2.3334370898e-06, 0.9999997841296905, 0.0500024816609986, 3527.3099999292463, 29.42190034715114, 26185.90000025717]|448.9180217945096274|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-5.77285955e-08, -6.696165464e-07, 0.9999994526164736, 0.0500030504035792, 3527.309999787721, 29.421899823754863, 26185.9000005455]|448.9120939491328386|      0.00000381|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[-5.77285955e-08, -6.696165464e-07, 0.9999994526164736, 0.0500030504035792, 3527.309999787721, 29.421899823754863, 26185.9000005455]|448.9120939491328386|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-3.25397798e-08, -2.4024268844e-06, 0.9999994686082655, 0.050003846507872, 3527.3099997728477, 29.421899841235174, 26185.900000557667]|448.9022004052326338|      0.00000381|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-3.25397798e-08, -2.4024268844e-06, 0.9999994686082655, 0.050003846507872, 3527.3099997728477, 29.421899841235174, 26185.900000557667]|448.9022004052326338|      0.00000191|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[1.114806464e-07, -7.172279626e-07, 0.9999994065134159, 0.0500046922153022, 3527.309999772346, 29.421899840640116, 26185.900000799047]|448.8893125716605255|      0.00000381|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[1.114806464e-07, -7.172279626e-07, 0.9999994065134159, 0.0500046922153022, 3527.309999772346, 29.421899840640116, 26185.900000799047]|448.8893125716605255|      0.00000191|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[1.107200039e-07, -2.431922427e-06, 0.9999994033843244, 0.0500055275500572, 3527.3099997730474, 29.421899839970614, 26185.900000801546]|448.8812492961097291|      0.00000381|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[1.107200039e-07, -2.431922427e-06, 0.9999994033843244, 0.0500055275500572, 3527.3099997730474, 29.421899839970614, 26185.900000801546]|448.8812492961097291|      0.00000191|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[6.75669551e-08, -6.525166188e-07, 0.9999994691273861, 0.0500062048976534, 3527.3099997546624, 29.421899889394744, 26185.90000086423]|448.8713474043104270|      0.00000381|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[6.75669551e-08, -6.525166188e-07, 0.9999994691273861, 0.0500062048976534, 3527.3099997546624, 29.421899889394744, 26185.90000086423]|448.8713474043104270|      0.00000191|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
