k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.91968193724793, 9.419580704987414, 9.926660333295958, 9.273799487323219, -0.2502535735055696, 0.2114643540364716, -0.1287343382338351, 7.43484767886e-05]|1576.6209716796875000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[9.607734142888432, 9.796965587281498, 9.08705917885988, 8.641329604355898, 0.1533121083669861, 0.5488795629512295, 1.2254126842298716, 0.7382427111011026]|1534.0158691406250000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[7.775807299134712, 10.57995949341346, 8.844427862311244, 5.449478263074962, 1.10925207922535, 0.3300196352063457, 2.099333563411858, 0.9805669619723432]|1125.2203369140625000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[3.204216007143871, 6.820676979837302, 8.011098909195988, 2.6810296317013442, 1.5114570727389687, 1.319989786723232, 6.36168260498574, 2.120818672583624]|431.8660583496093750|     16.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[3.204216007143871, 6.820676979837302, 8.011098909195988, 2.6810296317013442, 1.5114570727389687, 1.319989786723232, 6.36168260498574, 2.120818672583624]|431.8660583496093750|      8.00000000|[37, 0, 0, 13]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.3449952693000735, 7.249890647444024, 1.9947793257592608, 3.9695318306172807, 4.673109885265195, 3.4208359965844237, 3.7239522275958796, 1.0552156599155469]|357.5872497558593750|     16.00000000|[43, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[-2.369444796238537, 2.071749722837179, 2.6138867504698284, 2.9246106860327608, 7.7732183410855455, -2.843233576218783, -8.834058949091677, -1.6580393222275511]|115.2854309082031250|     32.00000000|[55, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | iterate success | actual_k=0
       8|[-2.369444796238537, 2.071749722837179, 2.6138867504698284, 2.9246106860327608, 7.7732183410855455, -2.843233576218783, -8.834058949091677, -1.6580393222275511]|115.2854309082031250|     16.00000000|[67, 0, 0, 25]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-2.369444796238537, 2.071749722837179, 2.6138867504698284, 2.9246106860327608, 7.7732183410855455, -2.843233576218783, -8.834058949091677, -1.6580393222275511]|115.2854309082031250|      8.00000000|[79, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-2.369444796238537, 2.071749722837179, 2.6138867504698284, 2.9246106860327608, 7.7732183410855455, -2.843233576218783, -8.834058949091677, -1.6580393222275511]|115.2854309082031250|      4.00000000|[91, 0, 0, 35]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
