k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[99.98957002419654, 0.120119708286126, 0.2794977051958643, 0.8914950384566832, 99.98772491098727, 0.0676772215578059, 0.2245440921207232, 0.7913683305362839, 99.99275098835676, -0.0210982313939866, 0.2587881341546524, 0.7825555970021151, 100.02497163844073, 0.1971869789136991, 0.3262796416946844, 0.5879627203191945, 100.0019120925044, 0.2610584535141564, 0.4089699862845154, 0.2423676024415068, 100.03185055850038, 0.5897122375936072, 0.6077401375363576, 0.0106713243000256, 300.03122849259154, 299.9755508449929, 299.9662510361518, 299.96831290566985, 300.00310261284784]|430.4852294921875000|      0.50000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[99.98957002419654, 0.120119708286126, 0.2794977051958643, 0.8914950384566832, 99.98772491098727, 0.0676772215578059, 0.2245440921207232, 0.7913683305362839, 99.99275098835676, -0.0210982313939866, 0.2587881341546524, 0.7825555970021151, 100.02497163844073, 0.1971869789136991, 0.3262796416946844, 0.5879627203191945, 100.0019120925044, 0.2610584535141564, 0.4089699862845154, 0.2423676024415068, 100.03185055850038, 0.5897122375936072, 0.6077401375363576, 0.0106713243000256, 300.03122849259154, 299.9755508449929, 299.9662510361518, 299.96831290566985, 300.00310261284784]|430.4852294921875000|      0.25000000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[99.98957002419654, 0.120119708286126, 0.2794977051958643, 0.8914950384566832, 99.98772491098727, 0.0676772215578059, 0.2245440921207232, 0.7913683305362839, 99.99275098835676, -0.0210982313939866, 0.2587881341546524, 0.7825555970021151, 100.02497163844073, 0.1971869789136991, 0.3262796416946844, 0.5879627203191945, 100.0019120925044, 0.2610584535141564, 0.4089699862845154, 0.2423676024415068, 100.03185055850038, 0.5897122375936072, 0.6077401375363576, 0.0106713243000256, 300.03122849259154, 299.9755508449929, 299.9662510361518, 299.96831290566985, 300.00310261284784]|430.4852294921875000|      0.12500000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[100.00903060206805, 0.1551934779846356, 0.2853196083141885, 0.9030623577400337, 100.0004513890584, 0.0384512872674995, 0.2242764063829698, 0.7875545139256501, 99.98859524947976, 0.0372223186162707, 0.2878286270060644, 0.7962642502757498, 100.00987865558939, 0.1324244852378719, 0.2771298911249972, 0.5684757453430563, 100.01326792743193, 0.2737084564132107, 0.4169462045314535, 0.2611437131498029, 100.04284730786999, 0.5892074287412083, 0.6079734994912575, 0.0199311324339308, 300.03602203015225, 299.97772840303503, 299.9665894202167, 299.9571445491407, 300.0123623415554]|291.6801757812500000|      0.25000000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[100.00903060206805, 0.1551934779846356, 0.2853196083141885, 0.9030623577400337, 100.0004513890584, 0.0384512872674995, 0.2242764063829698, 0.7875545139256501, 99.98859524947976, 0.0372223186162707, 0.2878286270060644, 0.7962642502757498, 100.00987865558939, 0.1324244852378719, 0.2771298911249972, 0.5684757453430563, 100.01326792743193, 0.2737084564132107, 0.4169462045314535, 0.2611437131498029, 100.04284730786999, 0.5892074287412083, 0.6079734994912575, 0.0199311324339308, 300.03602203015225, 299.97772840303503, 299.9665894202167, 299.9571445491407, 300.0123623415554]|291.6801757812500000|      0.12500000|[822, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[100.00495148343884, 0.1331991651234199, 0.291887234366998, 0.9211535302334382, 100.01153014156546, 0.1012581013857737, 0.2731311128779342, 0.8118912572484764, 100.0062674434616, 0.0262085629830207, 0.2512241402680891, 0.7837886979575308, 100.0276444427475, 0.1441158400840686, 0.3062579256544958, 0.5579011108398676, 99.997459865136, 0.2419018177417544, 0.3836745878325367, 0.2355464578585493, 100.04748948028882, 0.5931128848361494, 0.6075138738806508, 0.0323982341631282, 300.0576396940595, 299.97990855411774, 299.97600412855866, 299.9803888806799, 300.01934431043946]|245.3723449707031250|      0.25000000|[939, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[100.00495148343884, 0.1331991651234199, 0.291887234366998, 0.9211535302334382, 100.01153014156546, 0.1012581013857737, 0.2731311128779342, 0.8118912572484764, 100.0062674434616, 0.0262085629830207, 0.2512241402680891, 0.7837886979575308, 100.0276444427475, 0.1441158400840686, 0.3062579256544958, 0.5579011108398676, 99.997459865136, 0.2419018177417544, 0.3836745878325367, 0.2355464578585493, 100.04748948028882, 0.5931128848361494, 0.6075138738806508, 0.0323982341631282, 300.0576396940595, 299.97990855411774, 299.97600412855866, 299.9803888806799, 300.01934431043946]|245.3723449707031250|      0.12500000|[1056, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.00495148343884, 0.1331991651234199, 0.291887234366998, 0.9211535302334382, 100.01153014156546, 0.1012581013857737, 0.2731311128779342, 0.8118912572484764, 100.0062674434616, 0.0262085629830207, 0.2512241402680891, 0.7837886979575308, 100.0276444427475, 0.1441158400840686, 0.3062579256544958, 0.5579011108398676, 99.997459865136, 0.2419018177417544, 0.3836745878325367, 0.2355464578585493, 100.04748948028882, 0.5931128848361494, 0.6075138738806508, 0.0323982341631282, 300.0576396940595, 299.97990855411774, 299.97600412855866, 299.9803888806799, 300.01934431043946]|245.3723449707031250|      0.06250000|[1174, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
