k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      14|[4.47498720923e-05, -6.66857153152e-05, 0.0099255170827101, 0.0003453803781819, 8.8097256781e-06, 0.098013589510807, 0.0001840681540564, 3.9382394245e-05]|  1.0057605075254936|      0.00024414|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      15|[4.47498720923e-05, -6.66857153152e-05, 0.0099255170827101, 0.0003453803781819, 8.8097256781e-06, 0.098013589510807, 0.0001840681540564, 3.9382394245e-05]|  1.0057605075254936|      0.00012207|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[4.47498720923e-05, -6.66857153152e-05, 0.0099255170827101, 0.0003453803781819, 8.8097256781e-06, 0.098013589510807, 0.0001840681540564, 3.9382394245e-05]|  1.0057605075254936|      0.00006104|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      17|[4.47498720923e-05, -6.66857153152e-05, 0.0099255170827101, 0.0003453803781819, 8.8097256781e-06, 0.098013589510807, 0.0001840681540564, 3.9382394245e-05]|  1.0057605075254936|      0.00003052|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      18|[4.47498720923e-05, -6.66857153152e-05, 0.0099255170827101, 0.0003453803781819, 8.8097256781e-06, 0.098013589510807, 0.0001840681540564, 3.9382394245e-05]|  1.0057605075254936|      0.00001526|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[4.71561049409e-05, -7.09783424169e-05, 0.0099223871697003, 0.0003377641764969, 1.09906633703e-05, 0.0980206480230858, 0.0001769416534352, 3.34288188293e-05]|  0.9042404561887423|      0.00003052|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      20|[4.71561049409e-05, -7.09783424169e-05, 0.0099223871697003, 0.0003377641764969, 1.09906633703e-05, 0.0980206480230858, 0.0001769416534352, 3.34288188293e-05]|  0.9042404561887423|      0.00001526|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
