k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.401181468413657, 0.0460046852467787, 0.917858102252863, 0.1345667963537317, 0.7864583762384927, 0.8112804940681507]|446.0318213141342767|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[0.401181468413657, 0.0460046852467787, 0.917858102252863, 0.1345667963537317, 0.7864583762384927, 0.8112804940681507]|446.0318213141342767|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.401181468413657, 0.0460046852467787, 0.917858102252863, 0.1345667963537317, 0.7864583762384927, 0.8112804940681507]|446.0318213141342767|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.5748716072409632, 0.1549626139045575, 1.2541947118514285, -0.0588447627404641, 1.0233978968708597, 0.8471862439107064]|374.0511862939709999|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.794427150492224, 0.9833496446011919, 1.5597303857698839, -0.07319922521039, 1.4379424069323283, 0.8600330859175506]|289.9682264256244935|      2.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[0.794427150492224, 0.9833496446011919, 1.5597303857698839, -0.07319922521039, 1.4379424069323283, 0.8600330859175506]|289.9682264256244935|      1.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.794427150492224, 0.9833496446011919, 1.5597303857698839, -0.07319922521039, 1.4379424069323283, 0.8600330859175506]|289.9682264256244935|      0.50000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.8654277191439834, 0.6725074360467661, 1.8986344231572458, 0.0261991198843063, 1.2919097209873787, 0.9077249898721906]|164.7496932679986230|      1.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.8654277191439834, 0.6725074360467661, 1.8986344231572458, 0.0261991198843063, 1.2919097209873787, 0.9077249898721906]|164.7496932679986230|      0.50000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.8654277191439834, 0.6725074360467661, 1.8986344231572458, 0.0261991198843063, 1.2919097209873787, 0.9077249898721906]|164.7496932679986230|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.910778773857554, 0.5845434173287469, 2.065943560656015, 0.1426390804209566, 1.3974525653199277, 0.9116884930170623]|147.3522135499458443|      0.50000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
