k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00368265894872, 149.9402193053882, -100.06127562572473, 99.99986906264384, 199.995172472715]|84511.8437500000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[47.01080997912883, 149.82798576437892, -100.18713669055775, 100.00098911629289, 199.9907168987988]|78035.9296875000000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[43.02834591779903, 149.60117563513035, -100.48200711250236, 100.03985745328099, 199.99954028413492]|65877.6953125000000000|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[35.06646942707588, 149.15305093690847, -101.10795791309896, 100.11887291996037, 200.0977703842647]|44730.2500000000000000|     16.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[19.23386277337828, 148.05899895228103, -103.10485656234567, 100.42372861770126, 200.3237694825259]|15096.0830078125000000|     32.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-12.35937596524921, 147.91473002305185, -103.34345600965742, 103.39273670119532, 204.44378329124498]|6379.2314453125000000|     64.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[-12.35937596524921, 147.91473002305185, -103.34345600965742, 103.39273670119532, 204.44378329124498]|6379.2314453125000000|     32.00000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-12.35937596524921, 147.91473002305185, -103.34345600965742, 103.39273670119532, 204.44378329124498]|6379.2314453125000000|     16.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.0296234330625964, 147.32170404523697, -102.16068928096041, 104.4069421658655, 200.3941576481372]|2427.9892578125000000|     32.00000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[3.0296234330625964, 147.32170404523697, -102.16068928096041, 104.4069421658655, 200.3941576481372]|2427.9892578125000000|     16.00000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[3.0296234330625964, 147.32170404523697, -102.16068928096041, 104.4069421658655, 200.3941576481372]|2427.9892578125000000|      8.00000000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.5040008580548614, 145.69755262443925, -107.89684773672276, 102.90144890407348, 204.84537534445548]|1404.8685302734375000|     16.00000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[0.5040008580548614, 145.69755262443925, -107.89684773672276, 102.90144890407348, 204.84537534445548]|1404.8685302734375000|      8.00000000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
