k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.609635084240483, 0.4878739846809411, 0.7955680753765457, 0.7542108838380254, 0.6158807780379538, 3.106908917372185, 5.095401006275615, 6.806623351333426, 2.169604206073706, 4.628779214397818, 5.486394246903934]|  2.4788916110992432|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[1.609635084240483, 0.4878739846809411, 0.7955680753765457, 0.7542108838380254, 0.6158807780379538, 3.106908917372185, 5.095401006275615, 6.806623351333426, 2.169604206073706, 4.628779214397818, 5.486394246903934]|  2.4788916110992432|      0.50000000|[73, 24, 1, 7]                                                             |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.311388713205198, 0.6637909061972755, 0.6109666992860715, 0.9116852392400434, 0.6815600859136107, 3.002865462328793, 5.139686503048611, 6.787463814595338, 2.3315279838643392, 4.613691167351141, 5.651658986501367]|  2.0512712001800537|      1.00000000|[98, 32, 1, 9]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[1.311388713205198, 0.6637909061972755, 0.6109666992860715, 0.9116852392400434, 0.6815600859136107, 3.002865462328793, 5.139686503048611, 6.787463814595338, 2.3315279838643392, 4.613691167351141, 5.651658986501367]|  2.0512712001800537|      0.50000000|[122, 40, 1, 11]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.311388713205198, 0.6637909061972755, 0.6109666992860715, 0.9116852392400434, 0.6815600859136107, 3.002865462328793, 5.139686503048611, 6.787463814595338, 2.3315279838643392, 4.613691167351141, 5.651658986501367]|  2.0512712001800537|      0.25000000|[146, 48, 1, 13]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.311388713205198, 0.6637909061972755, 0.6109666992860715, 0.9116852392400434, 0.6815600859136107, 3.002865462328793, 5.139686503048611, 6.787463814595338, 2.3315279838643392, 4.613691167351141, 5.651658986501367]|  2.0512712001800537|      0.12500000|[170, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.2955274934394525, 0.6597059643952788, 0.6601846252463791, 0.8753312897613503, 0.584850996538592, 3.0167829754983586, 5.12520679062065, 6.756184315764794, 2.310534231544246, 4.631721514015244, 5.641053526467905]|  1.8217438568595172|      0.25000000|[194, 64, 2, 18]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       9|[1.3000399267322658, 0.5191952443844979, 0.669351606985746, 0.8810831458874352, 0.5284764908415738, 3.097064281280318, 5.071687775629595, 6.773459746023386, 2.4383390673432164, 4.528734559927425, 5.694839871686415]|  1.2105172860124955|      0.50000000|[219, 72, 3, 21]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[1.3000399267322658, 0.5191952443844979, 0.669351606985746, 0.8810831458874352, 0.5284764908415738, 3.097064281280318, 5.071687775629595, 6.773459746023386, 2.4383390673432164, 4.528734559927425, 5.694839871686415]|  1.2105172860124955|      0.25000000|[244, 80, 3, 23]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[1.3000399267322658, 0.5191952443844979, 0.669351606985746, 0.8810831458874352, 0.5284764908415738, 3.097064281280318, 5.071687775629595, 6.773459746023386, 2.4383390673432164, 4.528734559927425, 5.694839871686415]|  1.2105172860124955|      0.12500000|[268, 88, 3, 25]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
