k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.4931582752433864, -1.0300837179836204, 20.231544469544012]                   |504.8451538085937500|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.4931582752433864, -1.0300837179836204, 20.231544469544012]                   |504.8451538085937500|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.4931582752433864, -1.0300837179836204, 20.231544469544012]                   |504.8451538085937500|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.4931582752433864, -1.0300837179836204, 20.231544469544012]                   |504.8451538085937500|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.5719437497378828, -1.1270786656609402, 20.234679614477038]                   |328.9179077148437500|      0.25000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.5719437497378828, -1.1270786656609402, 20.234679614477038]                   |328.9179077148437500|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.6944568577158516, -1.145510520763213, 20.21807223385674]                     |248.6080780029296875|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.6944568577158516, -1.145510520763213, 20.21807223385674]                     |248.6080780029296875|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.6944568577158516, -1.145510520763213, 20.21807223385674]                     |248.6080780029296875|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.7505722150685257, -1.1381668832772296, 20.19155077730443]                    |228.2868804931640625|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.7505722150685257, -1.1381668832772296, 20.19155077730443]                    |228.2868804931640625|      0.06250000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.7505722150685257, -1.1381668832772296, 20.19155077730443]                    |228.2868804931640625|      0.03125000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.7505722150685257, -1.1381668832772296, 20.19155077730443]                    |228.2868804931640625|      0.01562500|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.7490164380762896, -1.1226316452735843, 20.192164424695463]                   |224.4048919677734375|      0.03125000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
