k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4417511547559326, 5.829673566400464]                                         |  1.8462118719664060|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.4417511547559326, 5.829673566400464]                                         |  1.8462118719664060|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[1.101975078032234, 6.580742385573281]                                          |  1.4042760471187647|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[0.885754491907703, 8.569020197685049]                                          |  0.1345475287375301|      4.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.885754491907703, 8.569020197685049]                                          |  0.1345475287375301|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.885754491907703, 8.569020197685049]                                          |  0.1345475287375301|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.885754491907703, 8.569020197685049]                                          |  0.1345475287375301|      0.50000000|[28, 7, 6, 13]                                                             |  | used linear model with 5 points | actual_k=1
       8|[0.885754491907703, 8.569020197685049]                                          |  0.1345475287375301|      0.25000000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.0284465936678642, 8.774297970703142]                                         |  0.1162868209723038|      0.50000000|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[0.9952012550782101, 9.273191493874227]                                         |  0.0347855645496138|      1.00000000|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.9952012550782101, 9.273191493874227]                                         |  0.0347855645496138|      0.50000000|[43, 11, 10, 21]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
