k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.004674130869006, 149.9541617486303, -100.02860480952988, 1.0735649683447952, 1.9684527456948477]|84523.9140625000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[49.004674130869006, 149.9541617486303, -100.02860480952988, 1.0735649683447952, 1.9684527456948477]|84523.9140625000000000|      1.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[48.00942578822584, 149.87661700744852, -100.08157988537076, 1.0985321568903215, 1.9746033893094532]|81254.3203125000000000|      2.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[48.00942578822584, 149.87661700744852, -100.08157988537076, 1.0985321568903215, 1.9746033893094532]|81254.3203125000000000|      1.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[47.0125447000764, 149.82185066279612, -100.1380442975701, 1.104877295665862, 1.9751063329367322]|78049.2421875000000000|      2.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[47.0125447000764, 149.82185066279612, -100.1380442975701, 1.104877295665862, 1.9751063329367322]|78049.2421875000000000|      1.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[46.016337609700614, 149.75957022500106, -100.1987228440087, 1.1028753286941737, 1.9776921178097555]|74910.1093750000000000|      2.00000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[44.12522352222074, 149.6837427740854, -100.54905069592137, 1.645539933723322, 1.9507992108338306]|69096.7812500000000000|      4.00000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[44.12522352222074, 149.6837427740854, -100.54905069592137, 1.645539933723322, 1.9507992108338306]|69096.7812500000000000|      2.00000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[44.12522352222074, 149.6837427740854, -100.54905069592137, 1.645539933723322, 1.9507992108338306]|69096.7812500000000000|      1.00000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
