k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.12500000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.06250000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.0706849964099802, 4000.034779270219, 250.01129971247235]                     |169804496.0000000000000000|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.0706849964099802, 4000.034779270219, 250.01129971247235]                     |169804496.0000000000000000|      0.06250000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.0706849964099802, 4000.034779270219, 250.01129971247235]                     |169804496.0000000000000000|      0.03125000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.0706849964099802, 4000.034779270219, 250.01129971247235]                     |169804496.0000000000000000|      0.01562500|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.055418100404986, 4000.0352191011834, 250.01459653823295]                     |18960456.0000000000000000|      0.03125000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.055418100404986, 4000.0352191011834, 250.01459653823295]                     |18960456.0000000000000000|      0.01562500|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.055418100404986, 4000.0352191011834, 250.01459653823295]                     |18960456.0000000000000000|      0.00781250|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.055418100404986, 4000.0352191011834, 250.01459653823295]                     |18960456.0000000000000000|      0.00390625|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.0593203366315584, 4000.0353291233305, 250.01473523438182]                    |7426662.5000000000000000|      0.00781250|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.0593203366315584, 4000.0353291233305, 250.01473523438182]                    |7426662.5000000000000000|      0.00390625|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.0593203366315584, 4000.0353291233305, 250.01473523438182]                    |7426662.5000000000000000|      0.00195312|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
