k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.09344512934573, 9.307544828024525, 9.88440208157137, 10.179283956755638, -0.0574892994237462, 0.4444513449675251, 0.4353445139465981, 0.27550202049334]|1593.1083984375000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[9.581959921157132, 8.947533151628317, 9.991231662687216, 10.609405139948818, 0.6105465031707124, 1.6079071279405333, 1.4999689968216663, 0.9676228199289644]|1567.8510742187500000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[8.166485814778632, 7.144628911592973, 8.267485185123256, 10.102428595982797, 1.8525480296850412, 2.9413124037350853, 0.5457932320079697, -0.8452901423640969]|1252.8814697265625000|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[13.571135453664962, 3.739164609103229, 4.726231169418096, 9.404741464389632, 0.7850388765423826, 4.44862851789723, -0.3237486980119267, 1.6037192491851369]|955.5780029296875000|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[11.233737719979814, -2.487793066694536, 4.629069949738378, -2.4196727617603297, 0.0281961108130288, 9.9390382441648, -4.960655856960052, -2.8366681110757708]|134.4270935058593750|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[11.233737719979814, -2.487793066694536, 4.629069949738378, -2.4196727617603297, 0.0281961108130288, 9.9390382441648, -4.960655856960052, -2.8366681110757708]|134.4270935058593750|     16.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[11.233737719979814, -2.487793066694536, 4.629069949738378, -2.4196727617603297, 0.0281961108130288, 9.9390382441648, -4.960655856960052, -2.8366681110757708]|134.4270935058593750|      8.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[11.233737719979814, -2.487793066694536, 4.629069949738378, -2.4196727617603297, 0.0281961108130288, 9.9390382441648, -4.960655856960052, -2.8366681110757708]|134.4270935058593750|      4.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[8.571515307778956, -4.299858470077723, 6.166409227312619, -1.7861769522255697, 0.9564426093085712, 10.758965356284826, -4.952117507134126, -1.6832961536439521]|109.9351119995117188|      8.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[8.571515307778956, -4.299858470077723, 6.166409227312619, -1.7861769522255697, 0.9564426093085712, 10.758965356284826, -4.952117507134126, -1.6832961536439521]|109.9351119995117188|      4.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[8.571515307778956, -4.299858470077723, 6.166409227312619, -1.7861769522255697, 0.9564426093085712, 10.758965356284826, -4.952117507134126, -1.6832961536439521]|109.9351119995117188|      2.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[8.571515307778956, -4.299858470077723, 6.166409227312619, -1.7861769522255697, 0.9564426093085712, 10.758965356284826, -4.952117507134126, -1.6832961536439521]|109.9351119995117188|      1.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[8.571515307778956, -4.299858470077723, 6.166409227312619, -1.7861769522255697, 0.9564426093085712, 10.758965356284826, -4.952117507134126, -1.6832961536439521]|109.9351119995117188|      0.50000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
