k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00390625|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       9|[-0.0037090875618828, -0.000241004809322, -1.78691787269e-05, 0.0001239178827835, -0.0002595689886506, 0.0008683788957839, 0.0001195507487267, 0.0001461242008683, -0.0001917926172235, -0.0002766409138855, 0.0005190746034256, -7.70006614728e-05, -0.0002617893124104, 8.1020364688e-05, 1.0003268295132082]|2120.9705205157597447|      0.00781250|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
      10|[-0.0037090875618828, -0.000241004809322, -1.78691787269e-05, 0.0001239178827835, -0.0002595689886506, 0.0008683788957839, 0.0001195507487267, 0.0001461242008683, -0.0001917926172235, -0.0002766409138855, 0.0005190746034256, -7.70006614728e-05, -0.0002617893124104, 8.1020364688e-05, 1.0003268295132082]|2120.9705205157597447|      0.00390625|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[-0.0037090875618828, -0.000241004809322, -1.78691787269e-05, 0.0001239178827835, -0.0002595689886506, 0.0008683788957839, 0.0001195507487267, 0.0001461242008683, -0.0001917926172235, -0.0002766409138855, 0.0005190746034256, -7.70006614728e-05, -0.0002617893124104, 8.1020364688e-05, 1.0003268295132082]|2120.9705205157597447|      0.00195312|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      12|[-0.0019516183695187, -0.0003807032419853, 2.19662485231e-05, -0.0002246988735717, -0.0001622431014389, 0.0012591199320826, 0.000198936847717, 0.0001725816307754, -0.0004685113155128, -0.000292085185469, 0.0005716036273826, 0.0002041255372357, 8.49130282343e-05, -0.0002863443049432, 1.000347990758553]|2116.8668066537811683|      0.00390625|[348, 48, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
      13|[-0.0019516183695187, -0.0003807032419853, 2.19662485231e-05, -0.0002246988735717, -0.0001622431014389, 0.0012591199320826, 0.000198936847717, 0.0001725816307754, -0.0004685113155128, -0.000292085185469, 0.0005716036273826, 0.0002041255372357, 8.49130282343e-05, -0.0002863443049432, 1.000347990758553]|2116.8668066537811683|      0.00195312|[377, 52, 13, 39]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      14|[-0.0019516183695187, -0.0003807032419853, 2.19662485231e-05, -0.0002246988735717, -0.0001622431014389, 0.0012591199320826, 0.000198936847717, 0.0001725816307754, -0.0004685113155128, -0.000292085185469, 0.0005716036273826, 0.0002041255372357, 8.49130282343e-05, -0.0002863443049432, 1.000347990758553]|2116.8668066537811683|      0.00097656|[406, 56, 14, 42]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      15|[-0.0028711053149984, -0.0003356580042894, 3.76770210728e-05, -0.0003177789397867, -4.31388545361e-05, 0.0014851219316213, 0.0001077103617724, 0.0002671086732192, -0.0004091525577588, -0.0002938449148579, 0.0005173223220381, 0.0002637730730392, 6.40451192725e-05, -0.0002829423755894, 1.000282568867054]|2115.4209229797311309|      0.00195312|[435, 60, 15, 45]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
      16|[-0.0028711053149984, -0.0003356580042894, 3.76770210728e-05, -0.0003177789397867, -4.31388545361e-05, 0.0014851219316213, 0.0001077103617724, 0.0002671086732192, -0.0004091525577588, -0.0002938449148579, 0.0005173223220381, 0.0002637730730392, 6.40451192725e-05, -0.0002829423755894, 1.000282568867054]|2115.4209229797311309|      0.00097656|[464, 64, 16, 48]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      17|[-0.0028711053149984, -0.0003356580042894, 3.76770210728e-05, -0.0003177789397867, -4.31388545361e-05, 0.0014851219316213, 0.0001077103617724, 0.0002671086732192, -0.0004091525577588, -0.0002938449148579, 0.0005173223220381, 0.0002637730730392, 6.40451192725e-05, -0.0002829423755894, 1.000282568867054]|2115.4209229797311309|      0.00048828|[493, 68, 17, 51]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      18|[-0.0024176330853136, -0.0003970502828102, -5.56996098868e-05, -0.0002758701793598, -5.2261512129e-06, 0.0015716535909181, 9.20508951223e-05, 0.0001789274335367, -0.0004119156536744, -0.0002817831250605, 0.000501749316181, 0.0002903482484971, 6.02715352054e-05, -0.0002781396940266, 1.0003038180564887]|2114.9887315715754994|      0.00097656|[522, 72, 18, 54]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
