k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.521016077968902, 9.122176326113435]                                          | 14.1730642318725586|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[9.521016077968902, 9.122176326113435]                                          | 14.1730642318725586|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[9.521016077968902, 9.122176326113435]                                          | 14.1730642318725586|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[9.521016077968902, 9.122176326113435]                                          | 14.1730642318725586|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[9.521016077968902, 9.122176326113435]                                          | 14.1730642318725586|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[9.602779688122707, 9.027626275586655]                                          | 14.1637735366821289|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[9.602779688122707, 9.027626275586655]                                          | 14.1637735366821289|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[9.602779688122707, 9.027626275586655]                                          | 14.1637735366821289|      0.06250000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[9.618260129653487, 8.967073770023202]                                          | 14.1593208312988281|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[9.712413855404746, 8.88485408912406]                                           | 14.1497554779052734|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
