k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[0.6867303635249616, 0.0243903031691682, 0.6669330155842652, 0.0174290691090111, 0.6206920230891112, 0.0180329124652731, 1.324142725686348, 0.022520725124658, 0.0019433150397795, 0.016705084256129, 1.2484640855938385, 0.0230399690685966, 0.2298620306667928, 0.0187356039508714, 1.2260596682895923, 0.0220682202791108, 4.590590337807844, 0.0383316111223954, 4.452449227880463, 0.0384343682346547, 0.0832497034529273, 0.0186358518295154, 0.2439419584745494, 0.0214565300737936, 0.7140818143670489, 0.0217371884419123, 0.2050840843066512, 0.0226498464768667, -0.0687880143780411, 0.0187093976887665, 1.402596434434498, 0.0221167799977094, 0.2419490910690109, 0.0188375210258514, 0.0618391144076281, 0.0193934508430775, 0.0238953364328856, 0.0204117238332964, 0.4275580085703583, 0.0193476949871765, 0.2655965079984429, 0.0203922499495784, 0.8357884324934555, 0.0182526254263149, 1.0283247815004608, 0.0235102687177478, 0.7937236647671234, 0.0207885156563221, 0.2432322827280792, 0.0149829580880577, 0.5047654131838705, 0.0203370372182256, 0.2733648746982247, 0.0150359344293348, 0.3857540486818093, 0.0202550100679194, 0.1650675986302095, 0.0190407057922504, 0.2961732986049609, 0.0209424716564998, 0.1894673713710065, 0.0207880276936909, 0.0054761306606924, 0.0205630474388633, 0.1623208146614315, 0.0174728396986331]|341460.5596971138729714|      0.06250000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       7|[0.6867303635249616, 0.0243903031691682, 0.6669330155842652, 0.0174290691090111, 0.6206920230891112, 0.0180329124652731, 1.324142725686348, 0.022520725124658, 0.0019433150397795, 0.016705084256129, 1.2484640855938385, 0.0230399690685966, 0.2298620306667928, 0.0187356039508714, 1.2260596682895923, 0.0220682202791108, 4.590590337807844, 0.0383316111223954, 4.452449227880463, 0.0384343682346547, 0.0832497034529273, 0.0186358518295154, 0.2439419584745494, 0.0214565300737936, 0.7140818143670489, 0.0217371884419123, 0.2050840843066512, 0.0226498464768667, -0.0687880143780411, 0.0187093976887665, 1.402596434434498, 0.0221167799977094, 0.2419490910690109, 0.0188375210258514, 0.0618391144076281, 0.0193934508430775, 0.0238953364328856, 0.0204117238332964, 0.4275580085703583, 0.0193476949871765, 0.2655965079984429, 0.0203922499495784, 0.8357884324934555, 0.0182526254263149, 1.0283247815004608, 0.0235102687177478, 0.7937236647671234, 0.0207885156563221, 0.2432322827280792, 0.0149829580880577, 0.5047654131838705, 0.0203370372182256, 0.2733648746982247, 0.0150359344293348, 0.3857540486818093, 0.0202550100679194, 0.1650675986302095, 0.0190407057922504, 0.2961732986049609, 0.0209424716564998, 0.1894673713710065, 0.0207880276936909, 0.0054761306606924, 0.0205630474388633, 0.1623208146614315, 0.0174728396986331]|341460.5596971138729714|      0.03125000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[0.684613956596599, 0.0252604022729132, 0.6673736433514734, 0.0168974259410711, 0.6190409465373682, 0.0203038901069125, 1.3247122696825486, 0.030645583506753, 0.0004875666975786, 0.0154658708014628, 1.2487494226802482, 0.0220219023692144, 0.2304503338863673, 0.0168415372343103, 1.2304176150781547, 0.0239308452314342, 4.589788828444849, 0.0574858788730404, 4.45276740491027, 0.0549633999314569, 0.0824963086097732, 0.0192902074355317, 0.2434411429759039, 0.0191433407917096, 0.716050893436077, 0.0249545306417752, 0.2120526517437908, 0.0237044724767298, -0.0681268549178845, 0.0178099478313941, 1.400976933033789, 0.0271464583595719, 0.2403760027289071, 0.018450167921883, 0.0576732490197136, 0.0158162253192919, 0.0247835244197888, 0.0201009511760272, 0.4292160093219177, 0.0205644725745712, 0.2650261902808311, 0.020102871147417, 0.8366839712748699, 0.0221557637962157, 1.0267169939651903, 0.0257020374333169, 0.7942529919070864, 0.021238115637424, 0.2401806351097457, 0.0152906999409554, 0.5046253641612441, 0.0196685272277436, 0.2745724607355827, 0.0176539992479315, 0.3841495214251102, 0.0250828521308692, 0.1643141256914005, 0.0181815013723553, 0.2969572643111839, 0.0232906834583184, 0.1876888310436119, 0.021463459151293, 0.0051955099963612, 0.0220654737342897, 0.1601932987415217, 0.0165986857211916]|293077.4299840866588056|      0.06250000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       9|[0.684613956596599, 0.0252604022729132, 0.6673736433514734, 0.0168974259410711, 0.6190409465373682, 0.0203038901069125, 1.3247122696825486, 0.030645583506753, 0.0004875666975786, 0.0154658708014628, 1.2487494226802482, 0.0220219023692144, 0.2304503338863673, 0.0168415372343103, 1.2304176150781547, 0.0239308452314342, 4.589788828444849, 0.0574858788730404, 4.45276740491027, 0.0549633999314569, 0.0824963086097732, 0.0192902074355317, 0.2434411429759039, 0.0191433407917096, 0.716050893436077, 0.0249545306417752, 0.2120526517437908, 0.0237044724767298, -0.0681268549178845, 0.0178099478313941, 1.400976933033789, 0.0271464583595719, 0.2403760027289071, 0.018450167921883, 0.0576732490197136, 0.0158162253192919, 0.0247835244197888, 0.0201009511760272, 0.4292160093219177, 0.0205644725745712, 0.2650261902808311, 0.020102871147417, 0.8366839712748699, 0.0221557637962157, 1.0267169939651903, 0.0257020374333169, 0.7942529919070864, 0.021238115637424, 0.2401806351097457, 0.0152906999409554, 0.5046253641612441, 0.0196685272277436, 0.2745724607355827, 0.0176539992479315, 0.3841495214251102, 0.0250828521308692, 0.1643141256914005, 0.0181815013723553, 0.2969572643111839, 0.0232906834583184, 0.1876888310436119, 0.021463459151293, 0.0051955099963612, 0.0220654737342897, 0.1601932987415217, 0.0165986857211916]|293077.4299840866588056|      0.03125000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=4
      10|[0.6864661857747346, 0.0290807218418778, 0.6641742706107663, 0.0213213257782126, 0.618002250532628, 0.0243110247440451, 1.3274479768101182, 0.0314974674045064, -0.0015509644893832, 0.0167660553641262, 1.2481076218478748, 0.0305094937633151, 0.2301851054164121, 0.017353300818468, 1.2294676785837255, 0.0324405071629231, 4.59063048338185, 0.0682367577090467, 4.4514436849285035, 0.0721178664034281, 0.0815854741880328, 0.0248891418432864, 0.2408700755421069, 0.0144013144395108, 0.7181281788342351, 0.0277334547823093, 0.209162102820436, 0.0251464833191349, -0.0678619195340093, 0.0149778187307823, 1.4043887327096425, 0.0346561779176467, 0.2402865180585007, 0.0219827422050865, 0.058820231199011, 0.0169261743349393, 0.0240415367587836, 0.0200499089425671, 0.4270642965320038, 0.0231623658389651, 0.26307661803085, 0.0222031476173704, 0.8335044680024302, 0.0248299538917685, 1.0230426407545359, 0.0289108967406255, 0.792441480087683, 0.0249256745479872, 0.2434946475002019, 0.0173050866884629, 0.5039247881357941, 0.0220727048798811, 0.2695472685069875, 0.0181484645888163, 0.3820749925661209, 0.0243346456336163, 0.1645475262772874, 0.020602649269947, 0.29934297424369, 0.0190095842422228, 0.1877669060780267, 0.0229035633564188, 0.0058196993928227, 0.0218525050903386, 0.1595264470863035, 0.0178484418281125]|267846.8253759692306630|      0.06250000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=4
      11|[0.6864661857747346, 0.0290807218418778, 0.6641742706107663, 0.0213213257782126, 0.618002250532628, 0.0243110247440451, 1.3274479768101182, 0.0314974674045064, -0.0015509644893832, 0.0167660553641262, 1.2481076218478748, 0.0305094937633151, 0.2301851054164121, 0.017353300818468, 1.2294676785837255, 0.0324405071629231, 4.59063048338185, 0.0682367577090467, 4.4514436849285035, 0.0721178664034281, 0.0815854741880328, 0.0248891418432864, 0.2408700755421069, 0.0144013144395108, 0.7181281788342351, 0.0277334547823093, 0.209162102820436, 0.0251464833191349, -0.0678619195340093, 0.0149778187307823, 1.4043887327096425, 0.0346561779176467, 0.2402865180585007, 0.0219827422050865, 0.058820231199011, 0.0169261743349393, 0.0240415367587836, 0.0200499089425671, 0.4270642965320038, 0.0231623658389651, 0.26307661803085, 0.0222031476173704, 0.8335044680024302, 0.0248299538917685, 1.0230426407545359, 0.0289108967406255, 0.792441480087683, 0.0249256745479872, 0.2434946475002019, 0.0173050866884629, 0.5039247881357941, 0.0220727048798811, 0.2695472685069875, 0.0181484645888163, 0.3820749925661209, 0.0243346456336163, 0.1645475262772874, 0.020602649269947, 0.29934297424369, 0.0190095842422228, 0.1877669060780267, 0.0229035633564188, 0.0058196993928227, 0.0218525050903386, 0.1595264470863035, 0.0178484418281125]|267846.8253759692306630|      0.03125000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
