k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 4, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[26, 8, 2, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[39, 12, 3, 15]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-0.0078941367718639, 0.0071638850848437, 0.0073526405274573, -0.0043525572546316, 0.0397866382543662, 0.0274983811084697, 0.0216939791122821, -0.0150299763545306, 0.0326096396784919, 0.0667703009478161, -0.0249518200559813, 0.0791102635496558]| 22.1166381727607870|      0.25000000|[52, 16, 4, 20]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       5|[-0.0078941367718639, 0.0071638850848437, 0.0073526405274573, -0.0043525572546316, 0.0397866382543662, 0.0274983811084697, 0.0216939791122821, -0.0150299763545306, 0.0326096396784919, 0.0667703009478161, -0.0249518200559813, 0.0791102635496558]| 22.1166381727607870|      0.12500000|[65, 20, 5, 25]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[-0.0078941367718639, 0.0071638850848437, 0.0073526405274573, -0.0043525572546316, 0.0397866382543662, 0.0274983811084697, 0.0216939791122821, -0.0150299763545306, 0.0326096396784919, 0.0667703009478161, -0.0249518200559813, 0.0791102635496558]| 22.1166381727607870|      0.06250000|[78, 24, 6, 30]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-0.0212199353281973, 0.0554188809788459, 0.0132521838107352, 0.0117285587913864, 0.0466159210124384, 0.0384881262812382, 0.0236579074484186, -0.0185681733118625, 0.0440543015764605, 0.0690663267397243, -0.0528051832306978, 0.0758132580658751]| 18.9911583436250666|      0.12500000|[91, 28, 7, 35]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[-0.0212199353281973, 0.0554188809788459, 0.0132521838107352, 0.0117285587913864, 0.0466159210124384, 0.0384881262812382, 0.0236579074484186, -0.0185681733118625, 0.0440543015764605, 0.0690663267397243, -0.0528051832306978, 0.0758132580658751]| 18.9911583436250666|      0.06250000|[104, 32, 8, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-0.0226400296808188, 0.0836550838519735, 0.0364238948681513, 0.0353807023298746, 0.0564741874533307, 0.049313185530879, 0.0326006435103089, 0.0079364005148407, 0.0617623807363144, 0.0647526418814593, -0.0781079564557467, 0.0693827427217043]| 16.5160034189906533|      0.12500000|[117, 36, 9, 45]                                                           |  | used linear model with 17 points | iterate success | actual_k=1
      10|[-0.0226400296808188, 0.0836550838519735, 0.0364238948681513, 0.0353807023298746, 0.0564741874533307, 0.049313185530879, 0.0326006435103089, 0.0079364005148407, 0.0617623807363144, 0.0647526418814593, -0.0781079564557467, 0.0693827427217043]| 16.5160034189906533|      0.06250000|[130, 40, 10, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-0.0226400296808188, 0.0836550838519735, 0.0364238948681513, 0.0353807023298746, 0.0564741874533307, 0.049313185530879, 0.0326006435103089, 0.0079364005148407, 0.0617623807363144, 0.0647526418814593, -0.0781079564557467, 0.0693827427217043]| 16.5160034189906533|      0.03125000|[143, 44, 11, 55]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
