k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2705447205524793, 1.2926281295505895, 0.2404337539894317, 0.7139717224396247, 0.8181175238854963, 1.7074330973964442, 1.1986071263057914, 1.3585612267470983]| 64.6704254150390625|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.2705447205524793, 1.2926281295505895, 0.2404337539894317, 0.7139717224396247, 0.8181175238854963, 1.7074330973964442, 1.1986071263057914, 1.3585612267470983]| 64.6704254150390625|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.2705447205524793, 1.2926281295505895, 0.2404337539894317, 0.7139717224396247, 0.8181175238854963, 1.7074330973964442, 1.1986071263057914, 1.3585612267470983]| 64.6704254150390625|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.2705447205524793, 1.2926281295505895, 0.2404337539894317, 0.7139717224396247, 0.8181175238854963, 1.7074330973964442, 1.1986071263057914, 1.3585612267470983]| 64.6704254150390625|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.3219644158276712, 1.2003464496666307, 0.2331810671574386, 0.5541680118166877, 0.7627263748529807, 1.6576958921726934, 1.0837660618160114, 1.4423457123795886]| 59.1398773193359375|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.3219644158276712, 1.2003464496666307, 0.2331810671574386, 0.5541680118166877, 0.7627263748529807, 1.6576958921726934, 1.0837660618160114, 1.4423457123795886]| 59.1398773193359375|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.3219644158276712, 1.2003464496666307, 0.2331810671574386, 0.5541680118166877, 0.7627263748529807, 1.6576958921726934, 1.0837660618160114, 1.4423457123795886]| 59.1398773193359375|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.3219644158276712, 1.2003464496666307, 0.2331810671574386, 0.5541680118166877, 0.7627263748529807, 1.6576958921726934, 1.0837660618160114, 1.4423457123795886]| 59.1398773193359375|      0.06250000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.2826243476440673, 1.161778560383627, 0.2298002689482422, 0.55390460348214, 0.7535714397891878, 1.6425326007054528, 1.0969160501061626, 1.4230333501494656]| 57.0566062927246094|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.2826243476440673, 1.161778560383627, 0.2298002689482422, 0.55390460348214, 0.7535714397891878, 1.6425326007054528, 1.0969160501061626, 1.4230333501494656]| 57.0566062927246094|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
