k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[99.99422064911228, 0.113764375729326, 0.2628857259020628, 0.9207586191956328, 99.99157128225914, 0.05940967005801, 0.1921146243758051, 0.7973827424375284, 99.99528684155472, -0.0099784445996021, 0.2525029639969953, 0.7562607623319374, 100.01216062428584, 0.2145812085323938, 0.3507151659685089, 0.6279615909709535, 100.00648046804973, 0.1964206498366559, 0.4438545154569411, 0.2508011371308303, 99.99247326004651, 0.5977066107677864, 0.6183966455847109, -0.0012130153086873, 299.9984862395201, 299.99985376898115, 300.0111430903671, 299.99641065480375, 299.98715032874725]|572.9647216796875000|      0.50000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[99.99422064911228, 0.113764375729326, 0.2628857259020628, 0.9207586191956328, 99.99157128225914, 0.05940967005801, 0.1921146243758051, 0.7973827424375284, 99.99528684155472, -0.0099784445996021, 0.2525029639969953, 0.7562607623319374, 100.01216062428584, 0.2145812085323938, 0.3507151659685089, 0.6279615909709535, 100.00648046804973, 0.1964206498366559, 0.4438545154569411, 0.2508011371308303, 99.99247326004651, 0.5977066107677864, 0.6183966455847109, -0.0012130153086873, 299.9984862395201, 299.99985376898115, 300.0111430903671, 299.99641065480375, 299.98715032874725]|572.9647216796875000|      0.25000000|[469, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[99.99422064911228, 0.113764375729326, 0.2628857259020628, 0.9207586191956328, 99.99157128225914, 0.05940967005801, 0.1921146243758051, 0.7973827424375284, 99.99528684155472, -0.0099784445996021, 0.2525029639969953, 0.7562607623319374, 100.01216062428584, 0.2145812085323938, 0.3507151659685089, 0.6279615909709535, 100.00648046804973, 0.1964206498366559, 0.4438545154569411, 0.2508011371308303, 99.99247326004651, 0.5977066107677864, 0.6183966455847109, -0.0012130153086873, 299.9984862395201, 299.99985376898115, 300.0111430903671, 299.99641065480375, 299.98715032874725]|572.9647216796875000|      0.12500000|[586, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[99.99080328597623, 0.1386442928708997, 0.2737333842721351, 0.9263229388320334, 99.99555701829831, 0.0608879195013667, 0.1894415289024674, 0.7916563681856329, 99.99327831858909, 0.0507111201255602, 0.279242308335684, 0.7692618733289948, 100.01621530392703, 0.1368051642552352, 0.306325910315065, 0.601255518156668, 100.00679342424344, 0.2225230586750888, 0.4669340088443322, 0.2660298408700316, 99.99007015343858, 0.5969080919669981, 0.6157723894784983, -0.0016751448504739, 299.99766824533805, 299.99922964030554, 300.00896307389723, 299.995093579072, 299.98753560183854]|255.9619903564453125|      0.25000000|[703, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[99.99080328597623, 0.1386442928708997, 0.2737333842721351, 0.9263229388320334, 99.99555701829831, 0.0608879195013667, 0.1894415289024674, 0.7916563681856329, 99.99327831858909, 0.0507111201255602, 0.279242308335684, 0.7692618733289948, 100.01621530392703, 0.1368051642552352, 0.306325910315065, 0.601255518156668, 100.00679342424344, 0.2225230586750888, 0.4669340088443322, 0.2660298408700316, 99.99007015343858, 0.5969080919669981, 0.6157723894784983, -0.0016751448504739, 299.99766824533805, 299.99922964030554, 300.00896307389723, 299.995093579072, 299.98753560183854]|255.9619903564453125|      0.12500000|[820, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[99.99080328597623, 0.1386442928708997, 0.2737333842721351, 0.9263229388320334, 99.99555701829831, 0.0608879195013667, 0.1894415289024674, 0.7916563681856329, 99.99327831858909, 0.0507111201255602, 0.279242308335684, 0.7692618733289948, 100.01621530392703, 0.1368051642552352, 0.306325910315065, 0.601255518156668, 100.00679342424344, 0.2225230586750888, 0.4669340088443322, 0.2660298408700316, 99.99007015343858, 0.5969080919669981, 0.6157723894784983, -0.0016751448504739, 299.99766824533805, 299.99922964030554, 300.00896307389723, 299.995093579072, 299.98753560183854]|255.9619903564453125|      0.06250000|[937, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[99.99096426688156, 0.1439407834692984, 0.2777967348630176, 0.9293776929044205, 99.99547879506862, 0.1120047984075595, 0.2132428511083412, 0.802003519354274, 99.99369623384909, 0.0461195674610365, 0.2664367099023159, 0.7571164726055201, 100.01586281126112, 0.1292334935120476, 0.3027017959939236, 0.599298172522407, 100.0071726400749, 0.2121198354822942, 0.462316479312751, 0.2645798964480269, 99.98990469548822, 0.599073989712284, 0.6203566661734129, -0.0012997283673671, 299.99755185061355, 300.00019931587434, 300.0090757655327, 299.9950090643656, 299.987454374051]|194.8241424560546875|      0.12500000|[1054, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[99.99096426688156, 0.1439407834692984, 0.2777967348630176, 0.9293776929044205, 99.99547879506862, 0.1120047984075595, 0.2132428511083412, 0.802003519354274, 99.99369623384909, 0.0461195674610365, 0.2664367099023159, 0.7571164726055201, 100.01586281126112, 0.1292334935120476, 0.3027017959939236, 0.599298172522407, 100.0071726400749, 0.2121198354822942, 0.462316479312751, 0.2645798964480269, 99.98990469548822, 0.599073989712284, 0.6203566661734129, -0.0012997283673671, 299.99755185061355, 300.00019931587434, 300.0090757655327, 299.9950090643656, 299.987454374051]|194.8241424560546875|      0.06250000|[1171, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
