k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[175, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[349, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[525, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[874, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[4.139973367407839, 0.0389004066573185, 0.1764249753878963, 0.0167403137937432, 1.6605559826884981, 0.0280911888026976, 1.1967741558680571, 0.0272613855597266, 0.2975998936914891, 0.0215819864596606, 0.3304045112860776, 0.018127664983484, 0.0830621761548965, 0.0204572840226353, 0.2511896918023248, 0.0181385769567749, 1.39906146720874, 0.0200070053382536, 1.1699932830327777, 0.0207850121477334, 0.0874730397726403, 0.0177764297222124, 0.126927573235481, 0.0238208293096337, 0.3002736828165831, 0.0213133602853033, 0.1117602118784974, 0.0185197914361244, 0.1193478827636802, 0.0158802498041428, 0.5421526482303604, 0.0173719935845427, 0.0091421479112582, 0.0242585585418484, 0.0859658148379832, 0.0180431461499122, 0.1103086183705036, 0.0172216226081081, 0.0431380228401358, 0.0191635488767804, 0.0948635442556328, 0.0237768320756028, 0.283563165185875, 0.0226077386951378, 0.4282198661824937, 0.0228013793723844, 0.1667151644358059, 0.0154718232349138, 0.0745956227459959, 0.0219296977646898, 0.3150412898026065, 0.0173026064644738, 0.1377407002852205, 0.0194753134661117, 0.284531980239017, 0.0235639241343437, 0.0638236981839234, 0.0182203256845065, 0.1510748981530597, 0.0162301300096107, 0.1902768326553023, 0.0189263027390057, 0.149617102652314, 0.0205515443812872, 0.3893615432363378, 0.0156348780138461]|184652.7812500000000000|      0.06250000|[991, 68, 0, 17]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[4.139973367407839, 0.0389004066573185, 0.1764249753878963, 0.0167403137937432, 1.6605559826884981, 0.0280911888026976, 1.1967741558680571, 0.0272613855597266, 0.2975998936914891, 0.0215819864596606, 0.3304045112860776, 0.018127664983484, 0.0830621761548965, 0.0204572840226353, 0.2511896918023248, 0.0181385769567749, 1.39906146720874, 0.0200070053382536, 1.1699932830327777, 0.0207850121477334, 0.0874730397726403, 0.0177764297222124, 0.126927573235481, 0.0238208293096337, 0.3002736828165831, 0.0213133602853033, 0.1117602118784974, 0.0185197914361244, 0.1193478827636802, 0.0158802498041428, 0.5421526482303604, 0.0173719935845427, 0.0091421479112582, 0.0242585585418484, 0.0859658148379832, 0.0180431461499122, 0.1103086183705036, 0.0172216226081081, 0.0431380228401358, 0.0191635488767804, 0.0948635442556328, 0.0237768320756028, 0.283563165185875, 0.0226077386951378, 0.4282198661824937, 0.0228013793723844, 0.1667151644358059, 0.0154718232349138, 0.0745956227459959, 0.0219296977646898, 0.3150412898026065, 0.0173026064644738, 0.1377407002852205, 0.0194753134661117, 0.284531980239017, 0.0235639241343437, 0.0638236981839234, 0.0182203256845065, 0.1510748981530597, 0.0162301300096107, 0.1902768326553023, 0.0189263027390057, 0.149617102652314, 0.0205515443812872, 0.3893615432363378, 0.0156348780138461]|184652.7812500000000000|      0.03125000|[1167, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[4.142362968448175, 0.0615708303941504, 0.1752064549239743, 0.0198140552265634, 1.659824859599521, 0.0344429245779094, 1.1946522665839554, 0.0319320741391192, 0.2962998458336549, 0.0199764081039067, 0.3331835200175688, 0.0185525169177003, 0.084102371088508, 0.0195428402392935, 0.2513239338406873, 0.0182572662142148, 1.3994846367790827, 0.0302262377657165, 1.169280742429796, 0.0271314949629416, 0.0872197848153237, 0.016985341690511, 0.1273543815005934, 0.0244216113237318, 0.299939483116143, 0.021299976236945, 0.1109882629998763, 0.0168625226339449, 0.1202129999302532, 0.0166960058309771, 0.5424259476464036, 0.0189352021534594, 0.0124439956663375, 0.0211636725685604, 0.0882758780943342, 0.014191394471074, 0.1111577445871791, 0.0207930241143577, 0.0432079751451353, 0.0173394483294334, 0.094756813217093, 0.0188167357294102, 0.2834629347915452, 0.0249724585121208, 0.4234334842453787, 0.0259159313603757, 0.1675992725733405, 0.015744328249889, 0.0700258791987603, 0.0222009846383211, 0.3181360852631899, 0.0164568036311436, 0.1342205981232048, 0.0194073425727876, 0.2832420158182128, 0.0239150078953977, 0.0622236631898686, 0.0232254779751688, 0.1496725203693161, 0.0164192690254912, 0.1884286549814373, 0.0209783249303751, 0.1494319623262988, 0.0227370609829777, 0.3895418861714912, 0.0170409585670695]|147188.1718750000000000|      0.06250000|[1341, 92, 0, 23]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | iterate success | actual_k=4
       9|[4.142362968448175, 0.0615708303941504, 0.1752064549239743, 0.0198140552265634, 1.659824859599521, 0.0344429245779094, 1.1946522665839554, 0.0319320741391192, 0.2962998458336549, 0.0199764081039067, 0.3331835200175688, 0.0185525169177003, 0.084102371088508, 0.0195428402392935, 0.2513239338406873, 0.0182572662142148, 1.3994846367790827, 0.0302262377657165, 1.169280742429796, 0.0271314949629416, 0.0872197848153237, 0.016985341690511, 0.1273543815005934, 0.0244216113237318, 0.299939483116143, 0.021299976236945, 0.1109882629998763, 0.0168625226339449, 0.1202129999302532, 0.0166960058309771, 0.5424259476464036, 0.0189352021534594, 0.0124439956663375, 0.0211636725685604, 0.0882758780943342, 0.014191394471074, 0.1111577445871791, 0.0207930241143577, 0.0432079751451353, 0.0173394483294334, 0.094756813217093, 0.0188167357294102, 0.2834629347915452, 0.0249724585121208, 0.4234334842453787, 0.0259159313603757, 0.1675992725733405, 0.015744328249889, 0.0700258791987603, 0.0222009846383211, 0.3181360852631899, 0.0164568036311436, 0.1342205981232048, 0.0194073425727876, 0.2832420158182128, 0.0239150078953977, 0.0622236631898686, 0.0232254779751688, 0.1496725203693161, 0.0164192690254912, 0.1884286549814373, 0.0209783249303751, 0.1494319623262988, 0.0227370609829777, 0.3895418861714912, 0.0170409585670695]|147188.1718750000000000|      0.03125000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[4.140678203802301, 0.0766788072281952, 0.1707140156926459, 0.0208193482701915, 1.6604819819821026, 0.0451695314757447, 1.1921479659449137, 0.0368143472112886, 0.2895473745853809, 0.0241148539880054, 0.3337362123933129, 0.0214217542280068, 0.0849243518674534, 0.0195966659837501, 0.2584649367901088, 0.0164345968726437, 1.3974927358494809, 0.0316771988377792, 1.1653328897546804, 0.0355778084602656, 0.08084233635153, 0.0165029823889078, 0.1282964598248669, 0.0259824124205, 0.3028432163986839, 0.0257475720830038, 0.1152395314639072, 0.0154674317707217, 0.1186364190439711, 0.0133626071013318, 0.5386649554514319, 0.0245611396122908, 0.0067868565450147, 0.0164381213211397, 0.0867466867100597, 0.0147894168672147, 0.1113292194780007, 0.0175670718999056, 0.0392805972669371, 0.0159978222311278, 0.0940473823884159, 0.0183976359896931, 0.284386462773095, 0.0250575871002953, 0.4222870330151978, 0.0281086008548886, 0.1677504118388417, 0.0172312600888983, 0.0694037501154251, 0.0241739766113763, 0.318095073254777, 0.0146707591703103, 0.133312933355238, 0.0143474954671576, 0.284934484062153, 0.0228098621410436, 0.0638821158924908, 0.018866571330646, 0.1505929359932955, 0.0197344551463957, 0.1869274829665698, 0.0190152584731297, 0.1515653847718025, 0.020919751674597, 0.390549895478274, 0.0221828006889916]|131177.0156250000000000|      0.06250000|[1633, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
