k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3671109143194995, 0.1765272116790981, 0.0637953321962728, 0.0286421277061241, 0.3566065548434966, -0.0828310300840047, 0.9100219009369114, 0.0919967923607777, 0.2744962625228156, 0.0423863138906638, 2.721212125850067, -0.1418246303766689, 0.9663787315928862, 0.0008034065187811, 2.244874999859492, -0.1658029079007323, 14.327021678057175, 0.0572560270233328, 12.189442281898245, -0.0415501453713477, 0.376879057783747, -0.0613653699512588, 0.1748908999233003, -0.0699305461958052, 1.189903663174621, 0.0637667627879063, 0.0800482832317783, 0.1183638792862479, 0.1063888377148646, -0.0227768907672761, 4.087683467873676, 0.094188489365644, 0.6545041737274947, 0.1352910322049311, -0.0707484041747286, -0.0085400852841731, 0.2824612173631226, 0.0436858218151674, 0.9086239322448101, 0.1004336186489767, 0.3330959586052428, 0.0051824529057987, 1.9795084896071895, 0.2412631312337434, 1.9678761716754585, 0.1542028726023012, 1.7764590871870305, 0.0094221483033451, 0.4761892703672695, 0.0111711954857594, 0.5499598190431197, 0.2748259100000105, 0.3043248095515299, -0.062840175526191, 1.1190601344226028, 0.0624991221077571, 0.3492506453346971, -0.0783922938119682, 0.5295682194706286, -0.1583952491296954, 1.1025688669456202, -0.0564642248924829, 0.048813650274259, 0.0735304751314469, 0.4255480765804884, -0.0066825305107908]|1407917.2500000000000000|      2.00000000|[55, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | iterate success | actual_k=1
       2|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      4.00000000|[83, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      2.00000000|[163, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      1.00000000|[245, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      0.50000000|[325, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      0.25000000|[407, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      0.12500000|[487, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      0.06250000|[567, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9922811629703203, 0.1215630268263728, 0.0758621092363776, 0.0646854167059109, 0.0904854891642251, -0.0243538737669628, 0.9293325650769414, -0.0802480534981009, -0.0021644439161378, -0.1965102325978703, 3.166348363305745, -0.1274833466462509, 0.9708378992692553, -0.1760329299034692, 2.038735616329122, 0.5357723781845432, 14.44628233896786, 0.2614977750959644, 12.591274106624537, -0.1578403663007724, 0.229813508937541, -0.2991384496339162, 0.1802870677198723, 0.2967223633049338, 1.5500004288146974, -0.0048865189865475, -0.1542655185204421, -0.0168853940603684, 0.4324564530312976, 0.0177768024442418, 4.158708992975994, 0.1841012027938943, 0.6886643213020467, 0.1877036598022995, 0.0726623255424987, -0.2421075124212639, 0.4790084915616439, -0.3544050963283245, 0.5182899035325526, 0.1390416740165755, 0.4432383042882763, -0.4599374417938106, 2.174605440525887, 0.2854210341612731, 2.420142506735053, 0.0941763242594054, 1.5748524495056746, 0.2208756184196132, 0.0920195308289891, 0.1047149201841681, 0.416503621918962, -0.0423597065193453, 0.1942642872127658, -0.3254933119007358, 1.6369344491581892, -0.0780076006335892, 0.4402822370189963, 0.1215010042927101, 0.1347528240426962, -0.1427005771898732, 1.2471119461473785, -0.2681806621566695, 0.1669181265859873, 0.122600066347893, 0.1874347526246848, 0.3121577965549979]|231891.4843750000000000|      0.03125000|[649, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.9977670129807473, 0.1172574045232709, 0.0766861673848152, 0.0669386896483379, 0.089251402258086, -0.0227415035989392, 0.9323000742068709, -0.0838053406538941, -0.0003753939545697, -0.1951654421576236, 3.170747320915503, -0.1311868867574494, 0.974146200360163, -0.1774964372969157, 2.038633594817896, 0.5316796370634451, 14.453537162988077, 0.2578052098855564, 12.589266000571389, -0.1592035452985134, 0.2241075651265298, -0.2967818074583834, 0.1852761084817662, 0.2942593714749139, 1.545852792347819, -0.0137561459169651, -0.1512719751129432, -0.0136151036445983, 0.4373631831627822, 0.0207546482375307, 4.1601780141528515, 0.1901929852639278, 0.6852837644108926, 0.1867927711551412, 0.0748948087961351, -0.2439398475305145, 0.4763550803599054, -0.3581970263835418, 0.5182701499279591, 0.1360965584082693, 0.4438595689584713, -0.4554400609908299, 2.174373718867111, 0.2863161866300092, 2.4178621021762914, 0.0974346782193281, 1.5677607293143307, 0.215809748763893, 0.0912522411795459, 0.1048018231707906, 0.4171434854324272, -0.0466771929609163, 0.2020297001178214, -0.3277186642755414, 1.6305886438336037, -0.0725982658405536, 0.4364444062720599, 0.1189573171554731, 0.1418455115877261, -0.1480428583650668, 1.253647357552165, -0.2701912428441898, 0.1681235154744841, 0.1264609973949323, 0.1915256873135173, 0.3133581241762977]|170329.3281250000000000|      0.06250000|[677, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
