k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[52, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[103, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[100.07792556033598, 0.0168461234946175, 0.2598290355807895, 0.8849299561989427, 99.99105363823588, 0.0045788543284113, 0.2192651329415111, 0.8452370620150714, 99.94745601490195, 0.0011696771104267, 0.3212192125640884, 0.8034710084031761, 99.97801176783656, 0.1919758821290071, 0.3576402400768756, 0.5666525854630947, 99.95359633384618, 0.2705240917323524, 0.3889785819066298, 0.2801641616791717, 99.95754720696719, 0.6356684953719615, 0.6344374150420382, 0.0360077830476605, 299.92710112526794, 299.9750800642346, 300.0449352750454, 299.96365487188615, 299.98387951626415]|543.7659301757812500|      0.50000000|[130, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[100.07792556033598, 0.0168461234946175, 0.2598290355807895, 0.8849299561989427, 99.99105363823588, 0.0045788543284113, 0.2192651329415111, 0.8452370620150714, 99.94745601490195, 0.0011696771104267, 0.3212192125640884, 0.8034710084031761, 99.97801176783656, 0.1919758821290071, 0.3576402400768756, 0.5666525854630947, 99.95359633384618, 0.2705240917323524, 0.3889785819066298, 0.2801641616791717, 99.95754720696719, 0.6356684953719615, 0.6344374150420382, 0.0360077830476605, 299.92710112526794, 299.9750800642346, 300.0449352750454, 299.96365487188615, 299.98387951626415]|543.7659301757812500|      0.25000000|[182, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[99.99337122686671, 0.1335143560439539, 0.2687701441162305, 0.9443142422381636, 100.01246207514329, 0.0029280370242438, 0.2308630136216635, 0.8424385444723552, 99.89033817185222, 0.0211075245668298, 0.3565059161885892, 0.8170134614943028, 100.01275181209834, 0.1423748928268599, 0.2771566085947669, 0.5661790618698478, 99.9324333082566, 0.3439713851991478, 0.4239704096693033, 0.2111475249386057, 99.93610648949743, 0.6451307516315591, 0.5591527572936971, 0.0565410613380986, 299.9610072482287, 300.0173765523266, 300.07441083566977, 299.9611434807354, 299.98023139414755]|425.5952453613281250|      0.50000000|[208, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[99.99337122686671, 0.1335143560439539, 0.2687701441162305, 0.9443142422381636, 100.01246207514329, 0.0029280370242438, 0.2308630136216635, 0.8424385444723552, 99.89033817185222, 0.0211075245668298, 0.3565059161885892, 0.8170134614943028, 100.01275181209834, 0.1423748928268599, 0.2771566085947669, 0.5661790618698478, 99.9324333082566, 0.3439713851991478, 0.4239704096693033, 0.2111475249386057, 99.93610648949743, 0.6451307516315591, 0.5591527572936971, 0.0565410613380986, 299.9610072482287, 300.0173765523266, 300.07441083566977, 299.9611434807354, 299.98023139414755]|425.5952453613281250|      0.25000000|[258, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[99.99337122686671, 0.1335143560439539, 0.2687701441162305, 0.9443142422381636, 100.01246207514329, 0.0029280370242438, 0.2308630136216635, 0.8424385444723552, 99.89033817185222, 0.0211075245668298, 0.3565059161885892, 0.8170134614943028, 100.01275181209834, 0.1423748928268599, 0.2771566085947669, 0.5661790618698478, 99.9324333082566, 0.3439713851991478, 0.4239704096693033, 0.2111475249386057, 99.93610648949743, 0.6451307516315591, 0.5591527572936971, 0.0565410613380986, 299.9610072482287, 300.0173765523266, 300.07441083566977, 299.9611434807354, 299.98023139414755]|425.5952453613281250|      0.12500000|[309, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[100.01394400372119, 0.1221686920211802, 0.2388494214723395, 0.9528967207331286, 100.05077777485397, 0.0360867124668445, 0.2431430544007513, 0.8414165014023917, 99.85957654214226, 0.0397658201004969, 0.313351270904684, 0.798383183244255, 100.02326043332613, 0.1635172658004949, 0.2945772818091656, 0.571776517309769, 99.92040755804175, 0.2999984913668561, 0.4163337961096177, 0.174391946546298, 99.92148274206879, 0.6187692286828863, 0.5798157597353264, 0.0510322936584058, 299.9349365258265, 300.03539332932706, 300.09635360936556, 299.9384279657664, 299.9686880256967]|296.5593261718750000|      0.25000000|[335, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[100.02200508793047, 0.1310916341534742, 0.2959780116498892, 0.9242815261812705, 100.03256491730598, 0.1161038126150059, 0.2710730759814944, 0.8215547334199637, 99.90438101006221, 0.1009251641385176, 0.3073037489852436, 0.8009633641988296, 99.9967858425994, 0.107259297095875, 0.313305460654099, 0.509175272613744, 99.92940994224715, 0.2666469207689063, 0.3515817821542172, 0.2226634072737564, 99.87843505196686, 0.6524577589527526, 0.5758180829634401, 0.1172112624880234, 300.0410847869169, 300.02450804378975, 300.13436696418586, 299.8674571442109, 300.0275897613647]|208.1489562988281250|      0.50000000|[363, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[100.02200508793047, 0.1310916341534742, 0.2959780116498892, 0.9242815261812705, 100.03256491730598, 0.1161038126150059, 0.2710730759814944, 0.8215547334199637, 99.90438101006221, 0.1009251641385176, 0.3073037489852436, 0.8009633641988296, 99.9967858425994, 0.107259297095875, 0.313305460654099, 0.509175272613744, 99.92940994224715, 0.2666469207689063, 0.3515817821542172, 0.2226634072737564, 99.87843505196686, 0.6524577589527526, 0.5758180829634401, 0.1172112624880234, 300.0410847869169, 300.02450804378975, 300.13436696418586, 299.8674571442109, 300.0275897613647]|208.1489562988281250|      0.25000000|[415, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
