k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 0, 0, 3]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.0027973272228805, 0.1282424571276957, 0.1293009858677739, 0.2543561776141346, -0.1422815448757406, 0.1211323749922797, 0.0386953551927013, 0.1373667177748055, -0.0860864578621386, -0.2023835729146252, 0.2127402153114126, 0.0567257713963629]| 12.7746849060058594|      1.00000000|[21, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.0027973272228805, 0.1282424571276957, 0.1293009858677739, 0.2543561776141346, -0.1422815448757406, 0.1211323749922797, 0.0386953551927013, 0.1373667177748055, -0.0860864578621386, -0.2023835729146252, 0.2127402153114126, 0.0567257713963629]| 12.7746849060058594|      0.50000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.0027973272228805, 0.1282424571276957, 0.1293009858677739, 0.2543561776141346, -0.1422815448757406, 0.1211323749922797, 0.0386953551927013, 0.1373667177748055, -0.0860864578621386, -0.2023835729146252, 0.2127402153114126, 0.0567257713963629]| 12.7746849060058594|      0.25000000|[45, 0, 0, 11]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.0529314732447106, 0.2308976688656809, 0.1236148233713112, 0.2430856973986283, 0.0058631227800162, 0.1619828197576045, -0.016664850554578, 0.1875425158023498, -0.1418550306718488, -0.3081299686030112, 0.1795110752888528, -0.0117909754329337]|  8.0071783065795898|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       6|[0.0529314732447106, 0.2308976688656809, 0.1236148233713112, 0.2430856973986283, 0.0058631227800162, 0.1619828197576045, -0.016664850554578, 0.1875425158023498, -0.1418550306718488, -0.3081299686030112, 0.1795110752888528, -0.0117909754329337]|  8.0071783065795898|      0.25000000|[69, 0, 0, 17]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.0571712987157254, 0.3757052072774705, 0.1688619923933481, 0.2236788472888187, -0.0392893118567586, 0.1999657541880188, 0.0511551993192744, 0.199367978021534, -0.0372058935087206, -0.333367626410181, 0.0989198164600799, -0.0378686598912034]|  4.1686906814575195|      0.50000000|[77, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[-0.0571712987157254, 0.3757052072774705, 0.1688619923933481, 0.2236788472888187, -0.0392893118567586, 0.1999657541880188, 0.0511551993192744, 0.199367978021534, -0.0372058935087206, -0.333367626410181, 0.0989198164600799, -0.0378686598912034]|  4.1686906814575195|      0.25000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.0571712987157254, 0.3757052072774705, 0.1688619923933481, 0.2236788472888187, -0.0392893118567586, 0.1999657541880188, 0.0511551993192744, 0.199367978021534, -0.0372058935087206, -0.333367626410181, 0.0989198164600799, -0.0378686598912034]|  4.1686906814575195|      0.12500000|[101, 0, 0, 25]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
