k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00350492520977, 149.940651575287, -100.05893908575764, 100.00021166283653, 200.00121234145374]|84511.8046875000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[47.0105964969598, 149.82268021515122, -100.17891765164246, 100.00136856941513, 199.99961231228755]|78035.8203125000000000|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[43.02388160858921, 149.57393479656304, -100.38829741174429, 99.98200537468337, 199.9957010049475]|65876.9140625000000000|      8.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[35.055569613139824, 148.98625111025106, -100.74937859915634, 99.93851410714493, 199.8272946102788]|44736.0273437500000000|     16.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[19.18834567705465, 148.0948766382932, -101.34210289760863, 100.77646626902371, 201.37104659595994]|15267.1005859375000000|     32.00000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[-11.278589725514948, 140.09763370748612, -105.96593078459483, 98.65149078695626, 203.80305143835818]|5018.9414062500000000|     64.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[-11.278589725514948, 140.09763370748612, -105.96593078459483, 98.65149078695626, 203.80305143835818]|5018.9414062500000000|     32.00000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-11.278589725514948, 140.09763370748612, -105.96593078459483, 98.65149078695626, 203.80305143835818]|5018.9414062500000000|     16.00000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[4.278309317106004, 138.07406239385395, -108.99314722291274, 99.23566510611245, 204.42172123458272]|1485.6822509765625000|     32.00000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[4.278309317106004, 138.07406239385395, -108.99314722291274, 99.23566510611245, 204.42172123458272]|1485.6822509765625000|     16.00000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
