k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.85414409024906, -0.9052819624174968, -0.8977520046461631, -1.064731488238471, -1.0028580507838931, -0.7883796999165968, -0.7461471874110348, -0.9437745850713171, -0.8403993753554234, -1.212774848093824, -0.9574323703510996, -0.9289436972094279, -0.860336013883099, -1.026565607505299, -0.8140528710632746, -0.9016579919011608, -1.0017590102171487, -1.0523982710993982, -0.930529761107322, -0.908830410498646, -0.943704725684635, -1.0856928516528517, -0.7572312059024748, -1.1211570421840873, -0.9037103241089939, -0.9094326413439529, -1.0440358131112482, -0.8847427883569741, -1.1103364508295603, -1.1067283701244093, -0.7928559782003182, -1.0214839608551398, -0.9541598548515735, -0.5892899503728017, -1.2506935816631954, -0.9860258075476925, -0.9068807066987996, -1.117366445207204, -0.9029855728326635, -0.8366482314005128, -1.0348867736188736, -0.8775026502330778, -1.0533815384621938, -1.1566044129468007, -1.0423666330995545, -0.9878687167227661, -0.6990054039609326, -0.7525676878274785, -0.9851873041708247, -0.8948574263038942]|87382.4531250000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.7008601105376994, -0.6724453513945081, -0.2906508439871157, -0.990667778463033, -0.9751515777984572, -0.8850144494197467, -0.4889031288703864, -0.7411868022390228, -0.8458379750889091, -1.373565234935158, -0.8228222531417554, -0.8795793737920747, -0.8117140278567385, -1.041188916491046, -0.593892489118486, -0.9334348192428619, -0.3533043865502551, -1.154793506115778, -0.4625695421209373, -1.141658169483886, -0.8580793829711825, -1.24898418783183, -0.4885532015482114, -0.9149564838007627, -0.3595560844445337, -0.30417951063839, -1.060578674719005, -0.8480875689624809, -1.031993150400976, -0.4418431919530629, -0.8433785551303166, -1.172127994205771, -1.4121515478457909, -0.7863701109473173, -0.9286642848019695, -1.0701097381936109, -1.2893348539097762, -0.5597769694553809, -0.832080539786666, -0.4336158859851098, -1.137904411126375, -0.7021516744192482, -1.0895644137374907, -0.9429327893153927, -0.5809464542679377, -0.8164085758213826, -0.587372917802402, -0.6932294797031997, -0.9388446029820882, -0.7986485913855947]|52989.7968750000000000|      4.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[-0.7008601105376994, -0.6724453513945081, -0.2906508439871157, -0.990667778463033, -0.9751515777984572, -0.8850144494197467, -0.4889031288703864, -0.7411868022390228, -0.8458379750889091, -1.373565234935158, -0.8228222531417554, -0.8795793737920747, -0.8117140278567385, -1.041188916491046, -0.593892489118486, -0.9334348192428619, -0.3533043865502551, -1.154793506115778, -0.4625695421209373, -1.141658169483886, -0.8580793829711825, -1.24898418783183, -0.4885532015482114, -0.9149564838007627, -0.3595560844445337, -0.30417951063839, -1.060578674719005, -0.8480875689624809, -1.031993150400976, -0.4418431919530629, -0.8433785551303166, -1.172127994205771, -1.4121515478457909, -0.7863701109473173, -0.9286642848019695, -1.0701097381936109, -1.2893348539097762, -0.5597769694553809, -0.832080539786666, -0.4336158859851098, -1.137904411126375, -0.7021516744192482, -1.0895644137374907, -0.9429327893153927, -0.5809464542679377, -0.8164085758213826, -0.587372917802402, -0.6932294797031997, -0.9388446029820882, -0.7986485913855947]|52989.7968750000000000|      2.00000000|[117, 18, 0, 9]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.5823156793694414, -0.9130752050326965, -0.0768383047907317, -0.2327632863128855, -0.6051068020009498, -0.5655873139023944, -0.2484629079950387, -0.6337570380439753, -0.5958359319288187, -1.2241398842503397, -0.2373919593212719, -1.4876729989480586, -0.7408601990759993, -1.2316908334686547, -0.5052213701612297, -1.0567859534338795, -0.2020559182711341, -1.0158632965259191, -0.6463379636980199, -1.0156361617165939, -1.0308220129896537, -1.30249643552386, -0.9911938080486772, -0.8759033956545458, -0.3241603660241225, -0.0677701396479889, -0.5277923077909651, -0.6966668074730052, -1.262843748395209, -0.5039394428537183, -1.0720125059987373, -1.0293888574603272, -1.576475628374835, -0.4232400246265234, -0.8660801303007819, -0.5823533688239013, -1.4836455729662865, -0.6598115593401264, -1.0506689166002392, -0.6387084590345258, -0.5972927469797137, -0.2317057148701491, -0.766006089096875, -0.8100477043975757, -0.5508782985301292, -0.6105209821269204, -0.69815367972545, -0.5231856659923921, -0.8573790312445918, -0.7892517323966403]|39126.0898437500000000|      4.00000000|[156, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | iterate success | actual_k=2
       5|[-0.5823156793694414, -0.9130752050326965, -0.0768383047907317, -0.2327632863128855, -0.6051068020009498, -0.5655873139023944, -0.2484629079950387, -0.6337570380439753, -0.5958359319288187, -1.2241398842503397, -0.2373919593212719, -1.4876729989480586, -0.7408601990759993, -1.2316908334686547, -0.5052213701612297, -1.0567859534338795, -0.2020559182711341, -1.0158632965259191, -0.6463379636980199, -1.0156361617165939, -1.0308220129896537, -1.30249643552386, -0.9911938080486772, -0.8759033956545458, -0.3241603660241225, -0.0677701396479889, -0.5277923077909651, -0.6966668074730052, -1.262843748395209, -0.5039394428537183, -1.0720125059987373, -1.0293888574603272, -1.576475628374835, -0.4232400246265234, -0.8660801303007819, -0.5823533688239013, -1.4836455729662865, -0.6598115593401264, -1.0506689166002392, -0.6387084590345258, -0.5972927469797137, -0.2317057148701491, -0.766006089096875, -0.8100477043975757, -0.5508782985301292, -0.6105209821269204, -0.69815367972545, -0.5231856659923921, -0.8573790312445918, -0.7892517323966403]|39126.0898437500000000|      2.00000000|[220, 34, 0, 17]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.8126227655075762, -1.1595318166353634, 0.4724675247113979, -0.2738768001895636, -0.3247981623331625, -0.3838468752110828, -0.4311674748506249, -0.8791598098616066, -0.4137267484791412, -0.9885007009490443, -0.2881453114396095, -1.2225141829505584, -0.3169844314867538, -0.9538826659999993, -0.7167619947047713, -0.8337027961623786, -0.5409160371833972, -1.0293784718662073, -0.8464139974254076, -0.7269475609995695, -1.0078471365086947, -1.547258968360416, -1.0269095714169822, -0.7716658114601935, 0.3436817060559272, -0.2969211996596731, -0.4014920748191886, -1.085062007818248, -1.2059839561855146, -0.4559541052075811, -0.9508044571409217, -1.0606421920688285, -1.3399522597621647, 0.0608087102003076, -0.5163324475582138, -0.2294834444775282, -1.3071646059157165, -0.6251672743324467, -0.8853174285620572, -0.4507678151227486, -0.8842795061162657, -0.9516028129471272, -0.6155952625859479, -0.9537124256039384, -0.1746934244752743, -0.9014483088783796, -0.6214112303948143, -0.3251700322149759, -1.4140410180943201, -0.6889476686298557]|31869.8964843750000000|      4.00000000|[258, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | iterate success | actual_k=2
       7|[-0.8126227655075762, -1.1595318166353634, 0.4724675247113979, -0.2738768001895636, -0.3247981623331625, -0.3838468752110828, -0.4311674748506249, -0.8791598098616066, -0.4137267484791412, -0.9885007009490443, -0.2881453114396095, -1.2225141829505584, -0.3169844314867538, -0.9538826659999993, -0.7167619947047713, -0.8337027961623786, -0.5409160371833972, -1.0293784718662073, -0.8464139974254076, -0.7269475609995695, -1.0078471365086947, -1.547258968360416, -1.0269095714169822, -0.7716658114601935, 0.3436817060559272, -0.2969211996596731, -0.4014920748191886, -1.085062007818248, -1.2059839561855146, -0.4559541052075811, -0.9508044571409217, -1.0606421920688285, -1.3399522597621647, 0.0608087102003076, -0.5163324475582138, -0.2294834444775282, -1.3071646059157165, -0.6251672743324467, -0.8853174285620572, -0.4507678151227486, -0.8842795061162657, -0.9516028129471272, -0.6155952625859479, -0.9537124256039384, -0.1746934244752743, -0.9014483088783796, -0.6214112303948143, -0.3251700322149759, -1.4140410180943201, -0.6889476686298557]|31869.8964843750000000|      2.00000000|[322, 50, 0, 25]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.4512295819400807, -1.3301763705952356, 0.365262786675171, -0.388223002420742, -0.0992812315797926, -0.7733407442034278, 0.2783943009357344, -0.726371756810303, -0.3850829210200924, -0.8661825072721615, -0.2140531118881287, -0.8678240209268071, -0.4063604826000495, -0.9448668779266571, -0.8808829218443277, -0.453893226181086, -0.479289402538469, -1.295369135591564, -0.6995800896656925, -0.7430808773796692, -0.1909494109506298, -2.2297993052792746, -0.7899483281482939, -1.0646106652392875, 0.3357416728473603, -0.2218437003774061, -0.8435579357444611, -0.7860179757951623, -1.3657798912780486, -0.3432255003598364, -1.2950712882906399, -1.0866372804126807, -1.3756343735780534, 0.1662394724627583, -0.5008904656434526, -0.4365450918935825, -1.4072903890310684, -0.5211921235575185, -0.3958182701792012, -0.2327819852654747, -0.546187605789478, -0.7603666527814102, -0.579862502118687, -0.6982847368821679, 0.0072263771453127, -0.6124546785053913, -0.5704187936709049, -0.0875356557193333, -1.5106383645280999, -0.2710941257618843]|23034.3964843750000000|      4.00000000|[373, 58, 0, 29]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | iterate success | actual_k=2
       9|[-0.4512295819400807, -1.3301763705952356, 0.365262786675171, -0.388223002420742, -0.0992812315797926, -0.7733407442034278, 0.2783943009357344, -0.726371756810303, -0.3850829210200924, -0.8661825072721615, -0.2140531118881287, -0.8678240209268071, -0.4063604826000495, -0.9448668779266571, -0.8808829218443277, -0.453893226181086, -0.479289402538469, -1.295369135591564, -0.6995800896656925, -0.7430808773796692, -0.1909494109506298, -2.2297993052792746, -0.7899483281482939, -1.0646106652392875, 0.3357416728473603, -0.2218437003774061, -0.8435579357444611, -0.7860179757951623, -1.3657798912780486, -0.3432255003598364, -1.2950712882906399, -1.0866372804126807, -1.3756343735780534, 0.1662394724627583, -0.5008904656434526, -0.4365450918935825, -1.4072903890310684, -0.5211921235575185, -0.3958182701792012, -0.2327819852654747, -0.546187605789478, -0.7603666527814102, -0.579862502118687, -0.6982847368821679, 0.0072263771453127, -0.6124546785053913, -0.5704187936709049, -0.0875356557193333, -1.5106383645280999, -0.2710941257618843]|23034.3964843750000000|      2.00000000|[437, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.2095316971305604, -1.106796174405492, -0.2594683173400633, -0.3741084832480737, 0.0789313640473226, -0.8984257487602176, 0.4092547314712092, -0.8328537405264331, -0.3051122362253394, -0.8981583492500506, 0.1194972232353852, -0.381041508377824, -0.1676996468221297, -0.4608743116349485, -1.000340533201389, -0.1138135546945093, -0.1938184507650961, -1.5308524168031274, -0.1987685256532868, -0.6271889580275338, 0.0449792517754399, -2.302767331526509, -0.6987119323144515, -0.7465517902543745, 0.3857836344478375, -0.664082202673982, -0.5397447633978272, -0.331967829678563, -1.1691412759086788, -0.4452253428365422, -0.9334724099591503, -1.3271592976638589, -1.1912040303449136, 0.4713036093011954, -0.455793623120576, -0.5831672224582152, -1.0253123954564098, -0.1300780238628598, 0.0758342863371144, -0.4712820640825204, -0.2928745231814562, -0.6613186054714567, -0.6818163517483434, -0.5668365303555291, -0.5686034891363189, -0.5432297038059494, -0.8312458719186826, -0.3782557498378429, -1.5999160145708535, -0.1473419590822196]|17169.0058593750000000|      4.00000000|[476, 74, 0, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | iterate success | actual_k=2
