k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.604285184303835, 9.78376546647162, 9.474815138173675, 9.428981973570515, 0.1890918500730803, 0.0891557476286334, 0.2888525470064165, 0.2600604094013122]|1568.8478888235470095|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[8.971265996327498, 8.569037465154976, 8.494702588932658, 8.556801794995284, 0.4730902078667818, 0.1062234583820852, 0.7379493276205775, 0.6061376046250332]|1465.1411252929694911|      4.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       3|[7.762556874384692, 7.573779951540599, 5.414573685331209, 9.41897445094417, 0.8746156479756997, -0.267257571183836, -0.8349240642694318, 1.3432315764111937]|1020.2899077529907572|      8.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       4|[5.36016217588201, 1.493626455030558, 4.800772680338859, 8.05796724857664, 0.9874557577633476, -3.0074365059370605, -0.0255747477658527, 4.6378910568264295]|520.0000413313215404|     16.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate success | actual_k=1
       5|[5.36016217588201, 1.493626455030558, 4.800772680338859, 8.05796724857664, 0.9874557577633476, -3.0074365059370605, -0.0255747477658527, 4.6378910568264295]|520.0000413313215404|      8.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[4.3348534189612025, 1.919169119006688, 1.230339442351748, 4.4295258294782505, 1.0537475293907066, -6.487003047222888, 1.575584995152584, -0.0715233779841009]|175.0027257972933796|     16.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       7|[4.3348534189612025, 1.919169119006688, 1.230339442351748, 4.4295258294782505, 1.0537475293907066, -6.487003047222888, 1.575584995152584, -0.0715233779841009]|175.0027257972933796|      8.00000000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[-0.0534123046063391, 2.7377091179923116, -1.3383375413371708, 4.816571922628472, -1.9799591097447424, -2.1281942469195103, -0.5628160337052552, -2.204563695115932]|112.3352509288374108|     16.00000000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       9|[-0.0534123046063391, 2.7377091179923116, -1.3383375413371708, 4.816571922628472, -1.9799591097447424, -2.1281942469195103, -0.5628160337052552, -2.204563695115932]|112.3352509288374108|      8.00000000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[-0.0534123046063391, 2.7377091179923116, -1.3383375413371708, 4.816571922628472, -1.9799591097447424, -2.1281942469195103, -0.5628160337052552, -2.204563695115932]|112.3352509288374108|      4.00000000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[0.0502105288643587, 3.352437270917081, -2.2072918811667788, 3.806595168736382, 0.7888209618898843, -3.708888327134735, -1.0372118969809212, -0.3481023777509491]| 43.3816206946978156|      8.00000000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      12|[0.0502105288643587, 3.352437270917081, -2.2072918811667788, 3.806595168736382, 0.7888209618898843, -3.708888327134735, -1.0372118969809212, -0.3481023777509491]| 43.3816206946978156|      4.00000000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0502105288643587, 3.352437270917081, -2.2072918811667788, 3.806595168736382, 0.7888209618898843, -3.708888327134735, -1.0372118969809212, -0.3481023777509491]| 43.3816206946978156|      2.00000000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.436419994021774, 2.9877030257408776, -3.1171875662220088, 4.196353901447886, 2.3477770461072325, -3.4316096483775205, -0.8968413590277174, 0.1113078157304943]| 35.9219803784265110|      4.00000000|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      15|[0.436419994021774, 2.9877030257408776, -3.1171875662220088, 4.196353901447886, 2.3477770461072325, -3.4316096483775205, -0.8968413590277174, 0.1113078157304943]| 35.9219803784265110|      2.00000000|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[-0.5856180325871768, 1.8679415033515268, -3.1031024990064604, 3.471563607966414, 1.82809132816078, -2.569240918297776, -0.4943208729188211, 0.0946575093091079]| 11.5088822650943481|      4.00000000|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      17|[-0.5856180325871768, 1.8679415033515268, -3.1031024990064604, 3.471563607966414, 1.82809132816078, -2.569240918297776, -0.4943208729188211, 0.0946575093091079]| 11.5088822650943481|      2.00000000|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[-0.5856180325871768, 1.8679415033515268, -3.1031024990064604, 3.471563607966414, 1.82809132816078, -2.569240918297776, -0.4943208729188211, 0.0946575093091079]| 11.5088822650943481|      1.00000000|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[-0.5856180325871768, 1.8679415033515268, -3.1031024990064604, 3.471563607966414, 1.82809132816078, -2.569240918297776, -0.4943208729188211, 0.0946575093091079]| 11.5088822650943481|      0.50000000|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[-0.4682815872335067, 1.928396594751033, -2.870650287368354, 3.123085576787319, 1.7915027014901221, -2.700167710209694, -0.451391773095135, -0.097131206605238]|  9.3001746044300120|      1.00000000|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[-0.2694798751292112, 1.7371061133167338, -2.326670042825817, 2.614578556221466, 1.6737463615063024, -2.4570882698091308, -0.3246603690711514, 0.4323750878257063]|  8.2689629947775458|      2.00000000|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      22|[-0.2694798751292112, 1.7371061133167338, -2.326670042825817, 2.614578556221466, 1.6737463615063024, -2.4570882698091308, -0.3246603690711514, 0.4323750878257063]|  8.2689629947775458|      1.00000000|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[-0.2694798751292112, 1.7371061133167338, -2.326670042825817, 2.614578556221466, 1.6737463615063024, -2.4570882698091308, -0.3246603690711514, 0.4323750878257063]|  8.2689629947775458|      0.50000000|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[-0.5823519678682518, 1.7575333040853913, -2.5535939448515577, 2.4454076844074604, 1.6600930781463845, -2.6599050410429195, -0.2352707424769533, 0.2831471343496904]|  6.9270650944545640|      1.00000000|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      25|[-0.4731682349183637, 1.9927574149670686, -2.245843280455645, 1.8413416608911106, 1.3752306876200424, -2.0628223930530365, -0.2134313313476879, 0.0960346869534651]|  5.7367641016469255|      2.00000000|[175, 50, 25, 75]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      26|[-0.4731682349183637, 1.9927574149670686, -2.245843280455645, 1.8413416608911106, 1.3752306876200424, -2.0628223930530365, -0.2134313313476879, 0.0960346869534651]|  5.7367641016469255|      1.00000000|[182, 52, 26, 78]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      27|[-0.4731682349183637, 1.9927574149670686, -2.245843280455645, 1.8413416608911106, 1.3752306876200424, -2.0628223930530365, -0.2134313313476879, 0.0960346869534651]|  5.7367641016469255|      0.50000000|[189, 54, 27, 81]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
