k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0478993501530648, 0.0622196849474025, 0.1590751675332898, 0.0354408147990954, 0.1631103105285328, -0.0018811837667013, 0.039588874903822, -0.0380032643996805, -0.0382647293960556, -0.0264446392691078, 0.2557472899830945, -0.0107836210493259, 0.1952272509150635, 0.2464145885281385, -0.0859434053665172, -0.3037305889086542, -0.186643738562294, 0.0022141088291853, -0.1667239567738808, 0.1882313489894686, 0.2276730468872439, 0.088882968762809, -0.0017392270797803, 0.0804290332442556, -0.0149843156930915, -0.0388456986272729, 0.0742333262215873, 0.0732186121111888, -0.0487905308259279, -0.0372395325984272, 0.0592982650788902, -0.0170064299157309, 0.2685437927893635, 0.033832136337226, -0.1306869800074443, 0.0474101736407652, 0.1299305490013186, -0.0258822165230471, 0.0029810295735964, 0.0142136790437906, 0.0450268172990524, 0.1082898315560591, 0.0737951990693006, 0.2478055210100404, -0.027847430497026, -0.2262064171661979, -0.2161743448134294, 0.3010602915458094, -0.1960809101356022, 0.2613854362262378]|4572.5861661846956849|      2.00000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=8
       2|[-0.0873991288397235, -0.2667857336986575, 0.0626697893404141, 0.1365570600898474, 0.5678182606327462, 0.048705467235656, -0.01571504902586, -0.1634887450066726, 0.0175027683553823, 0.0331657889994191, 0.5705682273921036, 0.217229868818412, 0.8034968563899358, 0.7570112983884363, -0.1833910873331252, -0.8977837876416226, -0.3771596065654957, 0.1100089324551853, -0.3271963372392359, 0.6519685476596601, 0.6599281595737285, 0.0018333989388034, 0.2990975319038718, -0.0381815961798602, -0.2278673649926091, -0.0521797328182215, -0.317627364374298, 0.0936526642856409, 0.283573973895836, -0.061301011044556, -0.0927882333767967, -0.1536414643062144, 0.4603385807815549, 0.0709297188766584, -0.6873194897628206, 0.3813986167032369, 0.1418151798377925, 0.2624527509737832, -0.0426601154794898, 0.1070901715078301, -0.011202229093431, 0.3088103040366538, 0.1701848763419355, 0.6813581669553411, 0.0412574658022154, -0.4646681678341782, -0.3057510623391785, 0.6628941634129881, -0.5370889428477914, 0.956795783964343]|3947.0869377140179495|      4.00000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       3|[-0.5636612120581083, -0.2846143936923003, 0.9396446591410712, -0.2908507599550488, 1.102817065399572, 0.1972656519214219, 0.6256370426714506, 0.3523583743948173, -0.7981294891473311, 0.0962367181328706, 0.8720554625226322, 0.2505125716321673, 1.2219009114644581, 1.0631773668103612, -1.095106903836888, -0.8108460457732797, -0.9704779950830374, 0.1412251925666541, -1.14463646324934, 1.5438057153375127, 1.2355683196143448, 0.1516797139480975, 0.1863561229704437, 0.2054771908575702, -1.1359536882265433, -0.2400640689130318, -0.650036819520223, 0.2937816787008941, 0.3879424324833599, 0.1326371529192972, -0.1426416396811958, 0.6094556903654792, 0.6317467669248853, -0.291875088185767, -1.8295299053932395, 0.4009991715498739, -0.398606698231693, -0.4078679402513544, -0.0175448841751751, -0.5836727543116874, -0.2723816694022376, 1.5294505158223322, 1.101197845472635, 1.0645365414049308, 0.331985216256191, -0.611377243608249, -1.9044688205143623, 0.5090321974561381, -0.7483550553126115, 1.261834113599173]|3309.8537036982120298|      8.00000000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       4|[-0.5636612120581083, -0.2846143936923003, 0.9396446591410712, -0.2908507599550488, 1.102817065399572, 0.1972656519214219, 0.6256370426714506, 0.3523583743948173, -0.7981294891473311, 0.0962367181328706, 0.8720554625226322, 0.2505125716321673, 1.2219009114644581, 1.0631773668103612, -1.095106903836888, -0.8108460457732797, -0.9704779950830374, 0.1412251925666541, -1.14463646324934, 1.5438057153375127, 1.2355683196143448, 0.1516797139480975, 0.1863561229704437, 0.2054771908575702, -1.1359536882265433, -0.2400640689130318, -0.650036819520223, 0.2937816787008941, 0.3879424324833599, 0.1326371529192972, -0.1426416396811958, 0.6094556903654792, 0.6317467669248853, -0.291875088185767, -1.8295299053932395, 0.4009991715498739, -0.398606698231693, -0.4078679402513544, -0.0175448841751751, -0.5836727543116874, -0.2723816694022376, 1.5294505158223322, 1.101197845472635, 1.0645365414049308, 0.331985216256191, -0.611377243608249, -1.9044688205143623, 0.5090321974561381, -0.7483550553126115, 1.261834113599173]|3309.8537036982120298|      4.00000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       5|[-0.5636612120581083, -0.2846143936923003, 0.9396446591410712, -0.2908507599550488, 1.102817065399572, 0.1972656519214219, 0.6256370426714506, 0.3523583743948173, -0.7981294891473311, 0.0962367181328706, 0.8720554625226322, 0.2505125716321673, 1.2219009114644581, 1.0631773668103612, -1.095106903836888, -0.8108460457732797, -0.9704779950830374, 0.1412251925666541, -1.14463646324934, 1.5438057153375127, 1.2355683196143448, 0.1516797139480975, 0.1863561229704437, 0.2054771908575702, -1.1359536882265433, -0.2400640689130318, -0.650036819520223, 0.2937816787008941, 0.3879424324833599, 0.1326371529192972, -0.1426416396811958, 0.6094556903654792, 0.6317467669248853, -0.291875088185767, -1.8295299053932395, 0.4009991715498739, -0.398606698231693, -0.4078679402513544, -0.0175448841751751, -0.5836727543116874, -0.2723816694022376, 1.5294505158223322, 1.101197845472635, 1.0645365414049308, 0.331985216256191, -0.611377243608249, -1.9044688205143623, 0.5090321974561381, -0.7483550553126115, 1.261834113599173]|3309.8537036982120298|      2.00000000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[-0.5636612120581083, -0.2846143936923003, 0.9396446591410712, -0.2908507599550488, 1.102817065399572, 0.1972656519214219, 0.6256370426714506, 0.3523583743948173, -0.7981294891473311, 0.0962367181328706, 0.8720554625226322, 0.2505125716321673, 1.2219009114644581, 1.0631773668103612, -1.095106903836888, -0.8108460457732797, -0.9704779950830374, 0.1412251925666541, -1.14463646324934, 1.5438057153375127, 1.2355683196143448, 0.1516797139480975, 0.1863561229704437, 0.2054771908575702, -1.1359536882265433, -0.2400640689130318, -0.650036819520223, 0.2937816787008941, 0.3879424324833599, 0.1326371529192972, -0.1426416396811958, 0.6094556903654792, 0.6317467669248853, -0.291875088185767, -1.8295299053932395, 0.4009991715498739, -0.398606698231693, -0.4078679402513544, -0.0175448841751751, -0.5836727543116874, -0.2723816694022376, 1.5294505158223322, 1.101197845472635, 1.0645365414049308, 0.331985216256191, -0.611377243608249, -1.9044688205143623, 0.5090321974561381, -0.7483550553126115, 1.261834113599173]|3309.8537036982120298|      1.00000000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       7|[-0.474165966391023, -0.3017584802392435, 0.9827230108869411, -0.3869562094596293, 1.266473225949972, 0.2326028863468165, 0.6819652466652358, 0.5227514243413658, -0.7273844851964246, -0.0655826843220693, 0.8864497997116749, 0.0973177483755778, 1.2340377069565802, 1.2560382661232248, -1.0702542737791183, -0.7956397519065287, -0.9868957471461985, -0.1352801210419197, -1.3602501209556306, 1.671619611127743, 1.492530062512776, 0.1886251460508501, 0.3877821323480835, 0.3712218887331367, -1.1956150780800479, -0.1571836893590254, -0.5269167988374641, 0.5088106397598563, 0.2703101153449154, 0.0724184974888838, -0.1243466788528312, 0.3652706279614708, 0.8525324036051785, -0.045733707085417, -1.986035809597554, 0.4609248454991507, -0.2658661758371822, -0.4062981224145382, -0.0003338067333603, -0.3557684690952312, -0.1684953604255141, 1.481171550839237, 0.8816451974650197, 1.2111324707368663, 0.2182286069655019, -0.7106102581019538, -2.067216438740845, 0.5926257540495316, -0.9762425575448902, 1.3309877365450076]|3119.6283200820212187|      2.00000000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       8|[-0.3687818828561243, -0.8053830536095591, 1.0705698402651025, -0.7745005203711663, 1.6144782443713084, 0.3635397760276127, 0.4030852530371321, 0.8369788481615259, -0.6770954524244851, 0.0856255894109214, 1.0950956934887224, 0.3178264753534278, 1.7015212145298935, 1.2933211872854624, -1.0427553232418179, -0.6225619357593186, -0.7183240538337221, 0.0669151229002285, -1.6207204270022637, 2.0720198585579817, 1.902049227973764, 0.2447612639557748, 0.4288981605192949, 0.5928584109656947, -1.405490369639618, 0.0421070320652444, -0.4496438926743458, 1.1269027015050654, -0.2442062032794729, 0.0160996525329996, 0.1107337592813828, 0.4907913522579956, 1.0567484237900608, 0.5746582121931352, -1.930440766336331, 0.1401195308794965, -0.1980330224055833, -0.3596027327068454, -0.0399852569939302, -0.7132221991930363, -0.2012349230146837, 1.8627673007279433, 0.7201057451086161, 1.389622527459402, 0.4369851170149701, -0.0803507750775513, -1.9857063519013598, 0.6168226772812062, -1.4067568295696407, 1.2318289164700225]|2996.0189923289444778|      4.00000000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       9|[-0.3687818828561243, -0.8053830536095591, 1.0705698402651025, -0.7745005203711663, 1.6144782443713084, 0.3635397760276127, 0.4030852530371321, 0.8369788481615259, -0.6770954524244851, 0.0856255894109214, 1.0950956934887224, 0.3178264753534278, 1.7015212145298935, 1.2933211872854624, -1.0427553232418179, -0.6225619357593186, -0.7183240538337221, 0.0669151229002285, -1.6207204270022637, 2.0720198585579817, 1.902049227973764, 0.2447612639557748, 0.4288981605192949, 0.5928584109656947, -1.405490369639618, 0.0421070320652444, -0.4496438926743458, 1.1269027015050654, -0.2442062032794729, 0.0160996525329996, 0.1107337592813828, 0.4907913522579956, 1.0567484237900608, 0.5746582121931352, -1.930440766336331, 0.1401195308794965, -0.1980330224055833, -0.3596027327068454, -0.0399852569939302, -0.7132221991930363, -0.2012349230146837, 1.8627673007279433, 0.7201057451086161, 1.389622527459402, 0.4369851170149701, -0.0803507750775513, -1.9857063519013598, 0.6168226772812062, -1.4067568295696407, 1.2318289164700225]|2996.0189923289444778|      2.00000000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
      10|[0.0645933080808571, -0.7252117858021334, 1.3822883974201237, -1.2300893455937074, 1.8219339734829472, 0.5674855774548473, 0.6271071333221201, 1.1274157492243848, -0.5335225749868824, 0.0491477341448185, 1.2939322798739186, -0.0022857417144115, 1.8808207619861113, 1.391689910505677, -1.4651792843893214, -1.006944362277245, -0.8524112219704039, 0.2633765951422944, -2.224116887732784, 1.9591456962246316, 1.8049614756703054, -0.0171195190300072, 0.6153628104199147, 0.8487477101816256, -1.5868081433255907, -0.2069861232821333, -0.0078498244491845, 1.6315204329121689, -0.5887780950194519, 0.2093445224753688, 0.1029835484102065, 0.1284176263295342, 1.113226065255891, 0.5702529050738419, -2.184403133568829, 0.4346090206246186, -0.1339139125593697, -0.6923508141396852, -0.0906655858612429, -0.3108358570847239, -0.2261320227714586, 1.9075788417618855, 0.5862481891998137, 1.7654193543228809, 0.1961945581867214, -0.3971059155311352, -2.6925352549928427, 0.6336662391828825, -1.5336111075541998, 1.4221570301569013]|2782.3965480859178570|      4.00000000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
      11|[0.0645933080808571, -0.7252117858021334, 1.3822883974201237, -1.2300893455937074, 1.8219339734829472, 0.5674855774548473, 0.6271071333221201, 1.1274157492243848, -0.5335225749868824, 0.0491477341448185, 1.2939322798739186, -0.0022857417144115, 1.8808207619861113, 1.391689910505677, -1.4651792843893214, -1.006944362277245, -0.8524112219704039, 0.2633765951422944, -2.224116887732784, 1.9591456962246316, 1.8049614756703054, -0.0171195190300072, 0.6153628104199147, 0.8487477101816256, -1.5868081433255907, -0.2069861232821333, -0.0078498244491845, 1.6315204329121689, -0.5887780950194519, 0.2093445224753688, 0.1029835484102065, 0.1284176263295342, 1.113226065255891, 0.5702529050738419, -2.184403133568829, 0.4346090206246186, -0.1339139125593697, -0.6923508141396852, -0.0906655858612429, -0.3108358570847239, -0.2261320227714586, 1.9075788417618855, 0.5862481891998137, 1.7654193543228809, 0.1961945581867214, -0.3971059155311352, -2.6925352549928427, 0.6336662391828825, -1.5336111075541998, 1.4221570301569013]|2782.3965480859178570|      2.00000000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
