k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.25000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.12500000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.06250000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.945383942035493, 10.003341203329573, 499.96979780516705]                     |  0.7199372053146362|      0.12500000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.945383942035493, 10.003341203329573, 499.96979780516705]                     |  0.7199372053146362|      0.06250000|[30, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.945383942035493, 10.003341203329573, 499.96979780516705]                     |  0.7199372053146362|      0.03125000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.9229210823059253, 9.991009285433426, 499.9519118823848]                      |  0.7190427780151367|      0.06250000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.8606855786513972, 9.996461449887779, 499.95371908675344]                     |  0.7165006399154663|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.8606855786513972, 9.996461449887779, 499.95371908675344]                     |  0.7165006399154663|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.8606855786513972, 9.996461449887779, 499.95371908675344]                     |  0.7165006399154663|      0.03125000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.8312071317596459, 9.98741704832282, 499.9587967308117]                       |  0.7153770327568054|      0.06250000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.7711043748575368, 9.993194511577817, 499.97493765801875]                     |  0.7131568193435669|      0.12500000|[61, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.7711043748575368, 9.993194511577817, 499.97493765801875]                     |  0.7131568193435669|      0.06250000|[66, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.7711043748575368, 9.993194511577817, 499.97493765801875]                     |  0.7131568193435669|      0.03125000|[71, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
