k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[100.02800413949888, 0.1411238410767539, 0.2659554793017174, 0.9514224353855569, 99.98188570684417, 0.0521083983420138, 0.2387315179747613, 0.7583688840458156, 100.01418109765905, 0.0093050775713335, 0.2770627247230109, 0.7932884784958214, 100.01205512303738, 0.1848419285413349, 0.3595592824444777, 0.599596875997605, 99.9641150406661, 0.2775938321164789, 0.4324073601984231, 0.2618647912999604, 100.00614237153859, 0.6688921335895689, 0.605219427184688, 0.0090874525146115, 300.02354384408767, 299.99467814291944, 299.9772903377383, 299.99399643691885, 299.9630062091949]|349.6124054531460956|      0.50000000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       4|[100.02800413949888, 0.1411238410767539, 0.2659554793017174, 0.9514224353855569, 99.98188570684417, 0.0521083983420138, 0.2387315179747613, 0.7583688840458156, 100.01418109765905, 0.0093050775713335, 0.2770627247230109, 0.7932884784958214, 100.01205512303738, 0.1848419285413349, 0.3595592824444777, 0.599596875997605, 99.9641150406661, 0.2775938321164789, 0.4324073601984231, 0.2618647912999604, 100.00614237153859, 0.6688921335895689, 0.605219427184688, 0.0090874525146115, 300.02354384408767, 299.99467814291944, 299.9772903377383, 299.99399643691885, 299.9630062091949]|349.6124054531460956|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       5|[100.02800413949888, 0.1411238410767539, 0.2659554793017174, 0.9514224353855569, 99.98188570684417, 0.0521083983420138, 0.2387315179747613, 0.7583688840458156, 100.01418109765905, 0.0093050775713335, 0.2770627247230109, 0.7932884784958214, 100.01205512303738, 0.1848419285413349, 0.3595592824444777, 0.599596875997605, 99.9641150406661, 0.2775938321164789, 0.4324073601984231, 0.2618647912999604, 100.00614237153859, 0.6688921335895689, 0.605219427184688, 0.0090874525146115, 300.02354384408767, 299.99467814291944, 299.9772903377383, 299.99399643691885, 299.9630062091949]|349.6124054531460956|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[100.02089996871159, 0.154871062441551, 0.2790878708847356, 0.9591963216887328, 99.97427798810959, 0.1061730329944716, 0.2395604284001306, 0.7650607496790648, 100.02054712321261, 0.0537903156974502, 0.2835450099496069, 0.7786427579692934, 100.03872748368146, 0.1237660709938021, 0.3295799285201101, 0.5574165096114806, 99.96089462059051, 0.2719155227920813, 0.4429509459736872, 0.2826203929965754, 100.00438109603243, 0.6809392296832376, 0.607200020830038, 0.0342083519758225, 300.0253081226787, 300.0264957800167, 299.9931462078354, 299.98740719502507, 299.97026061989635]|191.0290748759619817|      0.25000000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       7|[100.02089996871159, 0.154871062441551, 0.2790878708847356, 0.9591963216887328, 99.97427798810959, 0.1061730329944716, 0.2395604284001306, 0.7650607496790648, 100.02054712321261, 0.0537903156974502, 0.2835450099496069, 0.7786427579692934, 100.03872748368146, 0.1237660709938021, 0.3295799285201101, 0.5574165096114806, 99.96089462059051, 0.2719155227920813, 0.4429509459736872, 0.2826203929965754, 100.00438109603243, 0.6809392296832376, 0.607200020830038, 0.0342083519758225, 300.0253081226787, 300.0264957800167, 299.9931462078354, 299.98740719502507, 299.97026061989635]|191.0290748759619817|      0.12500000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       8|[100.02089996871159, 0.154871062441551, 0.2790878708847356, 0.9591963216887328, 99.97427798810959, 0.1061730329944716, 0.2395604284001306, 0.7650607496790648, 100.02054712321261, 0.0537903156974502, 0.2835450099496069, 0.7786427579692934, 100.03872748368146, 0.1237660709938021, 0.3295799285201101, 0.5574165096114806, 99.96089462059051, 0.2719155227920813, 0.4429509459736872, 0.2826203929965754, 100.00438109603243, 0.6809392296832376, 0.607200020830038, 0.0342083519758225, 300.0253081226787, 300.0264957800167, 299.9931462078354, 299.98740719502507, 299.97026061989635]|191.0290748759619817|      0.06250000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[100.02416535469447, 0.1754840399436844, 0.3017734389763862, 0.9568454525090465, 99.9798227594123, 0.1274066114407839, 0.2569972629067175, 0.7511238841141845, 100.0203708113525, 0.0682711424127325, 0.2776833646729432, 0.773390026262656, 100.03450719661963, 0.1365481040954632, 0.3353732668539563, 0.556357871774698, 99.95806811437521, 0.2496893173279643, 0.4325948133063433, 0.261487689121669, 99.9967403865659, 0.6787049139366161, 0.6103841452562886, 0.040744812533539, 300.03572808810094, 300.0179247084488, 299.9899855998745, 299.9980072652321, 299.96768546350415]|143.7922559739990334|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
      10|[100.02416535469447, 0.1754840399436844, 0.3017734389763862, 0.9568454525090465, 99.9798227594123, 0.1274066114407839, 0.2569972629067175, 0.7511238841141845, 100.0203708113525, 0.0682711424127325, 0.2776833646729432, 0.773390026262656, 100.03450719661963, 0.1365481040954632, 0.3353732668539563, 0.556357871774698, 99.95806811437521, 0.2496893173279643, 0.4325948133063433, 0.261487689121669, 99.9967403865659, 0.6787049139366161, 0.6103841452562886, 0.040744812533539, 300.03572808810094, 300.0179247084488, 299.9899855998745, 299.9980072652321, 299.96768546350415]|143.7922559739990334|      0.06250000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      11|[100.02636252050863, 0.1935646032965462, 0.3135851225149133, 0.9653926547020505, 99.98357202061479, 0.1588382510981136, 0.2592457382734449, 0.7535751108349983, 100.01812745524042, 0.0925288193081606, 0.2777089822097649, 0.778162879553943, 100.04116661305426, 0.1249153587391562, 0.3174888157969535, 0.547853477557369, 99.96869864539386, 0.244339548077868, 0.4205719019254429, 0.2497848767067259, 99.99768609161893, 0.6875817308997298, 0.6046490408236386, 0.0546167115369264, 300.0551112223839, 300.0182915984725, 299.99512801866445, 300.00176090581937, 299.97171763160054]|105.1201627956965297|      0.12500000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
