k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[100.18606518729095, -0.1206192637466709, -0.1154588207613258]                  |6532.0025256656726924|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[100.18606518729095, -0.1206192637466709, -0.1154588207613258]                  |6532.0025256656726924|      0.25000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[100.18606518729095, -0.1206192637466709, -0.1154588207613258]                  |6532.0025256656726924|      0.12500000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[100.18606518729095, -0.1206192637466709, -0.1154588207613258]                  |6532.0025256656726924|      0.06250000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[100.21917891555933, -0.1145512092956749, -0.1681172456841037]                  |3393.8270610427671272|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[100.17273352267375, -0.105727878803651, -0.2838323022615988]                   |2004.6322166648119492|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[100.17273352267375, -0.105727878803651, -0.2838323022615988]                   |2004.6322166648119492|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[100.17273352267375, -0.105727878803651, -0.2838323022615988]                   |2004.6322166648119492|      0.06250000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[100.1718151438524, -0.160640772897176, -0.2539997589135403]                    |1946.4234050309223676|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[100.1718151438524, -0.160640772897176, -0.2539997589135403]                    |1946.4234050309223676|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[100.1718151438524, -0.160640772897176, -0.2539997589135403]                    |1946.4234050309223676|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[100.1718151438524, -0.160640772897176, -0.2539997589135403]                    |1946.4234050309223676|      0.01562500|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[100.1718151438524, -0.160640772897176, -0.2539997589135403]                    |1946.4234050309223676|      0.00781250|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
