k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[19.951172982447574, 2.046049281721746, 2.0831265191483994, 2.018335143396299, 0.6881077650895902]|4818.3083885189389548|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[19.951172982447574, 2.046049281721746, 2.0831265191483994, 2.018335143396299, 0.6881077650895902]|4818.3083885189389548|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[19.951172982447574, 2.046049281721746, 2.0831265191483994, 2.018335143396299, 0.6881077650895902]|4818.3083885189389548|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[19.951172982447574, 2.046049281721746, 2.0831265191483994, 2.018335143396299, 0.6881077650895902]|4818.3083885189389548|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[19.957473695190085, 2.0530833888145708, 2.07872136788918, 2.0263583450850593, 0.5638015092800457]|3963.0966555017971586|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[19.957473695190085, 2.0530833888145708, 2.07872136788918, 2.0263583450850593, 0.5638015092800457]|3963.0966555017971586|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[19.96302761644656, 2.1434677794599954, 2.0925790098550325, 1.9466824507824858, 0.5340604011540279]|3766.0183550542428748|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[19.96302761644656, 2.1434677794599954, 2.0925790098550325, 1.9466824507824858, 0.5340604011540279]|3766.0183550542428748|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[19.959085142396198, 2.235572624761288, 2.170667324749643, 1.931067097414474, 0.5620698671699923]|3559.8205538803867967|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[19.959085142396198, 2.235572624761288, 2.170667324749643, 1.931067097414474, 0.5620698671699923]|3559.8205538803867967|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[19.959085142396198, 2.235572624761288, 2.170667324749643, 1.931067097414474, 0.5620698671699923]|3559.8205538803867967|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[19.959085142396198, 2.235572624761288, 2.170667324749643, 1.931067097414474, 0.5620698671699923]|3559.8205538803867967|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[19.961444105702505, 2.249974011613154, 2.1756202182958573, 1.933190098148753, 0.5349671078590933]|3485.5343065728607144|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[19.984991767757474, 2.2914862742855706, 2.2025654851552363, 1.9471486287696032, 0.5615678912375003]|3453.6369770119563327|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[20.005071833121708, 2.394366331647886, 2.2330670407019877, 2.005967642859567, 0.5458369197859975]|3238.5134237684892469|      0.25000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[20.005071833121708, 2.394366331647886, 2.2330670407019877, 2.005967642859567, 0.5458369197859975]|3238.5134237684892469|      0.12500000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[20.005071833121708, 2.394366331647886, 2.2330670407019877, 2.005967642859567, 0.5458369197859975]|3238.5134237684892469|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[19.992720052301344, 2.4130396151469227, 2.241793391481187, 2.0076816127905532, 0.4881662591075875]|3187.7474401406793731|      0.12500000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[19.992720052301344, 2.4130396151469227, 2.241793391481187, 2.0076816127905532, 0.4881662591075875]|3187.7474401406793731|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[19.992720052301344, 2.4130396151469227, 2.241793391481187, 2.0076816127905532, 0.4881662591075875]|3187.7474401406793731|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[20.000475641058358, 2.4266262909534406, 2.244614786942728, 2.011667075485382, 0.5147739910349499]|3115.3192681344321500|      0.06250000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[19.994893413382425, 2.482825084549998, 2.2540113915834454, 2.0099588601486644, 0.4897625905532688]|3053.1725919767691266|      0.12500000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[19.994893413382425, 2.482825084549998, 2.2540113915834454, 2.0099588601486644, 0.4897625905532688]|3053.1725919767691266|      0.06250000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[19.994893413382425, 2.482825084549998, 2.2540113915834454, 2.0099588601486644, 0.4897625905532688]|3053.1725919767691266|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
