k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-3.992803215727474, -0.0061588789336232, 3.9960680395102304, 0.0262564399447069, -1.9936268805220347, -0.0643228269289986]|  6.6348651099789535|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[-3.992803215727474, -0.0061588789336232, 3.9960680395102304, 0.0262564399447069, -1.9936268805220347, -0.0643228269289986]|  6.6348651099789535|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-3.992803215727474, -0.0061588789336232, 3.9960680395102304, 0.0262564399447069, -1.9936268805220347, -0.0643228269289986]|  6.6348651099789535|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-3.99494655239228, -0.0564619885667456, 3.994505147704808, 0.0582777033500679, -1.9933933010869922, -0.0828537408016581]|  0.8141090153399861|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-3.99494655239228, -0.0564619885667456, 3.994505147704808, 0.0582777033500679, -1.9933933010869922, -0.0828537408016581]|  0.8141090153399861|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-3.99494655239228, -0.0564619885667456, 3.994505147704808, 0.0582777033500679, -1.9933933010869922, -0.0828537408016581]|  0.8141090153399861|      0.03125000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-3.99494655239228, -0.0564619885667456, 3.994505147704808, 0.0582777033500679, -1.9933933010869922, -0.0828537408016581]|  0.8141090153399861|      0.01562500|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-3.995300181861142, -0.050353505768843, 3.994051144305836, 0.044136786674775, -1.9928390778435316, -0.080359106119178]|  0.6779889706994724|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[-3.995300181861142, -0.050353505768843, 3.994051144305836, 0.044136786674775, -1.9928390778435316, -0.080359106119178]|  0.6779889706994724|      0.01562500|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-3.9978454702435013, -0.0647340296560872, 3.994993563003999, 0.0455846474660532, -1.9917256969335326, -0.0855203650600477]|  0.6166167494451168|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[-3.9978454702435013, -0.0647340296560872, 3.994993563003999, 0.0455846474660532, -1.9917256969335326, -0.0855203650600477]|  0.6166167494451168|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-3.9978454702435013, -0.0647340296560872, 3.994993563003999, 0.0455846474660532, -1.9917256969335326, -0.0855203650600477]|  0.6166167494451168|      0.00781250|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-3.9971577504792375, -0.0605605021080032, 3.9943853770562914, 0.0394104601425963, -1.9918055280834386, -0.0833646718266295]|  0.4939374564815298|      0.01562500|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[-3.997654614938455, -0.0706839909825237, 3.994020274115018, 0.027547564896657, -1.9919516089747102, -0.0840897927241191]|  0.4039449893485267|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[-3.997654614938455, -0.0706839909825237, 3.994020274115018, 0.027547564896657, -1.9919516089747102, -0.0840897927241191]|  0.4039449893485267|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-3.997654614938455, -0.0706839909825237, 3.994020274115018, 0.027547564896657, -1.9919516089747102, -0.0840897927241191]|  0.4039449893485267|      0.00781250|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-3.997654614938455, -0.0706839909825237, 3.994020274115018, 0.027547564896657, -1.9919516089747102, -0.0840897927241191]|  0.4039449893485267|      0.00390625|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-3.997654614938455, -0.0706839909825237, 3.994020274115018, 0.027547564896657, -1.9919516089747102, -0.0840897927241191]|  0.4039449893485267|      0.00195312|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-3.997630249728021, -0.0700179772827625, 3.9939706473770107, 0.0257442977383283, -1.99201254796678, -0.083754262493455]|  0.3990622565110744|      0.00390625|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-3.997630249728021, -0.0700179772827625, 3.9939706473770107, 0.0257442977383283, -1.99201254796678, -0.083754262493455]|  0.3990622565110744|      0.00195312|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.9977364788061704, -0.0718350525653145, 3.994035458818435, 0.0251640442229491, -1.9920718308608008, -0.0841507986702994]|  0.3961782492158370|      0.00390625|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-3.9977364788061704, -0.0718350525653145, 3.994035458818435, 0.0251640442229491, -1.9920718308608008, -0.0841507986702994]|  0.3961782492158370|      0.00195312|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-3.9978792948657507, -0.0712151888895099, 3.994015914414493, 0.023447219024093, -1.992103974079408, -0.0834717066820431]|  0.3952496557584139|      0.00390625|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[-3.9978792948657507, -0.0712151888895099, 3.994015914414493, 0.023447219024093, -1.992103974079408, -0.0834717066820431]|  0.3952496557584139|      0.00195312|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-3.9979238608665546, -0.0730405493158934, 3.993961511420382, 0.023793042381394, -1.9920633536312793, -0.0840688389537894]|  0.3938447156789856|      0.00390625|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-3.9979238608665546, -0.0730405493158934, 3.993961511420382, 0.023793042381394, -1.9920633536312793, -0.0840688389537894]|  0.3938447156789856|      0.00195312|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-3.9979238608665546, -0.0730405493158934, 3.993961511420382, 0.023793042381394, -1.9920633536312793, -0.0840688389537894]|  0.3938447156789856|      0.00097656|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
