k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-3.9813471556466773, -0.0068761979440713, 4.043063554007661, 0.0559820882285352, -2.045481857137461, -0.0727166109323769]|  3.5672265747204555|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[-3.9813471556466773, -0.0068761979440713, 4.043063554007661, 0.0559820882285352, -2.045481857137461, -0.0727166109323769]|  3.5672265747204555|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-3.9813471556466773, -0.0068761979440713, 4.043063554007661, 0.0559820882285352, -2.045481857137461, -0.0727166109323769]|  3.5672265747204555|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-3.9925196199125716, -0.0605647421498343, 4.043289591858523, 0.0604679436476463, -2.04295020181816, -0.1022527412253962]|  1.3640669442447200|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-3.9925196199125716, -0.0605647421498343, 4.043289591858523, 0.0604679436476463, -2.04295020181816, -0.1022527412253962]|  1.3640669442447200|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-3.9925196199125716, -0.0605647421498343, 4.043289591858523, 0.0604679436476463, -2.04295020181816, -0.1022527412253962]|  1.3640669442447200|      0.03125000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-3.9918969655168377, -0.0392323693245736, 4.044928808758583, 0.0381362081903628, -2.041901000272128, -0.097938763167522]|  0.9123063903825159|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[-3.9918969655168377, -0.0392323693245736, 4.044928808758583, 0.0381362081903628, -2.041901000272128, -0.097938763167522]|  0.9123063903825159|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-3.9918969655168377, -0.0392323693245736, 4.044928808758583, 0.0381362081903628, -2.041901000272128, -0.097938763167522]|  0.9123063903825159|      0.01562500|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-3.9915160789855473, -0.0531034128864394, 4.045111655011581, 0.0443207277733617, -2.041545481114677, -0.101569409371582]|  0.6027509606729882|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[-3.9915160789855473, -0.0531034128864394, 4.045111655011581, 0.0443207277733617, -2.041545481114677, -0.101569409371582]|  0.6027509606729882|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-3.9943542324414008, -0.0559718838245427, 4.038232213137605, 0.0350161634052215, -2.0355255893211925, -0.109166556774044]|  0.4917122010380127|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[-3.9943542324414008, -0.0559718838245427, 4.038232213137605, 0.0350161634052215, -2.0355255893211925, -0.109166556774044]|  0.4917122010380127|      0.01562500|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-3.9943542324414008, -0.0559718838245427, 4.038232213137605, 0.0350161634052215, -2.0355255893211925, -0.109166556774044]|  0.4917122010380127|      0.00781250|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-3.9943542324414008, -0.0559718838245427, 4.038232213137605, 0.0350161634052215, -2.0355255893211925, -0.109166556774044]|  0.4917122010380127|      0.00390625|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-3.9941416107117087, -0.056139629302062, 4.0383308758904, 0.0312829118503561, -2.035394072897781, -0.1080614574857384]|  0.4591798274101133|      0.00781250|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-3.9941416107117087, -0.056139629302062, 4.0383308758904, 0.0312829118503561, -2.035394072897781, -0.1080614574857384]|  0.4591798274101133|      0.00390625|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-3.9947498797870393, -0.0595917208854098, 4.039083057698799, 0.029803290721198, -2.0355269255163106, -0.1085077259225434]|  0.4422174686727143|      0.00781250|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[-3.995092245628604, -0.0636450462500402, 4.043685275063216, 0.0259477250880425, -2.036398624743501, -0.1057359314125948]|  0.4158700949889078|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-3.995092245628604, -0.0636450462500402, 4.043685275063216, 0.0259477250880425, -2.036398624743501, -0.1057359314125948]|  0.4158700949889078|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.995092245628604, -0.0636450462500402, 4.043685275063216, 0.0259477250880425, -2.036398624743501, -0.1057359314125948]|  0.4158700949889078|      0.00390625|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-3.994628552554932, -0.062879713422164, 4.044292935929003, 0.022343181134538, -2.0361591927033604, -0.1047167518817455]|  0.4038281205460906|      0.00781250|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-3.994628552554932, -0.062879713422164, 4.044292935929003, 0.022343181134538, -2.0361591927033604, -0.1047167518817455]|  0.4038281205460906|      0.00390625|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-3.994628552554932, -0.062879713422164, 4.044292935929003, 0.022343181134538, -2.0361591927033604, -0.1047167518817455]|  0.4038281205460906|      0.00195312|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-3.994652049698396, -0.0647397046901271, 4.0444420320628485, 0.0226290712693854, -2.0364224089762075, -0.1051425828345344]|  0.3993425464931034|      0.00390625|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-3.994652049698396, -0.0647397046901271, 4.0444420320628485, 0.0226290712693854, -2.0364224089762075, -0.1051425828345344]|  0.3993425464931034|      0.00195312|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-3.99504691197703, -0.0647461696491363, 4.044339080714243, 0.0207320788463744, -2.036616757812644, -0.1050340077569301]|  0.3957710434043994|      0.00390625|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
