k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-0.0312561505778981, 0.3208336170160228, 0.0239818235268038, 0.3082869774593251, 0.3863056401539073, 0.7175087070051257, 0.9132545348216534, 0.9322421107617427, 0.9153633300924645, 0.7911039980945487]| 33.5434315697108971|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[-0.0312561505778981, 0.3208336170160228, 0.0239818235268038, 0.3082869774593251, 0.3863056401539073, 0.7175087070051257, 0.9132545348216534, 0.9322421107617427, 0.9153633300924645, 0.7911039980945487]| 33.5434315697108971|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-0.0312561505778981, 0.3208336170160228, 0.0239818235268038, 0.3082869774593251, 0.3863056401539073, 0.7175087070051257, 0.9132545348216534, 0.9322421107617427, 0.9153633300924645, 0.7911039980945487]| 33.5434315697108971|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[-0.0312561505778981, 0.3208336170160228, 0.0239818235268038, 0.3082869774593251, 0.3863056401539073, 0.7175087070051257, 0.9132545348216534, 0.9322421107617427, 0.9153633300924645, 0.7911039980945487]| 33.5434315697108971|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-0.0312561505778981, 0.3208336170160228, 0.0239818235268038, 0.3082869774593251, 0.3863056401539073, 0.7175087070051257, 0.9132545348216534, 0.9322421107617427, 0.9153633300924645, 0.7911039980945487]| 33.5434315697108971|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-0.0637683207568444, 0.3274279017558518, 0.03553134399443, 0.3073736223819189, 0.3693352580689355, 0.7536651138130076, 0.888803932036427, 0.9238055627847716, 0.8954061957899916, 0.7881166231209015]| 30.2026909829312586|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-0.0341645932465607, 0.3141062740074167, 0.092886762617742, 0.3000697002222462, 0.4189965001671851, 0.7612488508693316, 0.909006512027867, 0.9176775681782393, 0.9591066316894276, 0.8529314987498208]| 18.0398938777225659|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[-0.0341645932465607, 0.3141062740074167, 0.092886762617742, 0.3000697002222462, 0.4189965001671851, 0.7612488508693316, 0.909006512027867, 0.9176775681782393, 0.9591066316894276, 0.8529314987498208]| 18.0398938777225659|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-0.0341645932465607, 0.3141062740074167, 0.092886762617742, 0.3000697002222462, 0.4189965001671851, 0.7612488508693316, 0.909006512027867, 0.9176775681782393, 0.9591066316894276, 0.8529314987498208]| 18.0398938777225659|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-0.0329386103063965, 0.3045244335672268, 0.1261840633435849, 0.2744300593546474, 0.3932160394979592, 0.7669005649013471, 0.9064152234044617, 0.9501152454785523, 0.9438836741928578, 0.8606518443401374]| 10.3134522410874006|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[-0.0329386103063965, 0.3045244335672268, 0.1261840633435849, 0.2744300593546474, 0.3932160394979592, 0.7669005649013471, 0.9064152234044617, 0.9501152454785523, 0.9438836741928578, 0.8606518443401374]| 10.3134522410874006|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-0.0329386103063965, 0.3045244335672268, 0.1261840633435849, 0.2744300593546474, 0.3932160394979592, 0.7669005649013471, 0.9064152234044617, 0.9501152454785523, 0.9438836741928578, 0.8606518443401374]| 10.3134522410874006|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-0.0329386103063965, 0.3045244335672268, 0.1261840633435849, 0.2744300593546474, 0.3932160394979592, 0.7669005649013471, 0.9064152234044617, 0.9501152454785523, 0.9438836741928578, 0.8606518443401374]| 10.3134522410874006|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-0.046734825637661, 0.3056728541155042, 0.1272328934619112, 0.2747464671539229, 0.3871404428575751, 0.7683624836000239, 0.9074299965754844, 0.9509086466803615, 0.943031350201348, 0.863790355484737]|  7.4931073758032598|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[-0.0544529095292742, 0.3004854501310665, 0.1293233144087049, 0.2674377815743641, 0.3616232074107658, 0.7780033959595362, 0.8994758099955, 0.9475026950435145, 0.9458910000488152, 0.8615156923481262]|  5.9717608408213927|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[-0.0544529095292742, 0.3004854501310665, 0.1293233144087049, 0.2674377815743641, 0.3616232074107658, 0.7780033959595362, 0.8994758099955, 0.9475026950435145, 0.9458910000488152, 0.8615156923481262]|  5.9717608408213927|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-0.0544529095292742, 0.3004854501310665, 0.1293233144087049, 0.2674377815743641, 0.3616232074107658, 0.7780033959595362, 0.8994758099955, 0.9475026950435145, 0.9458910000488152, 0.8615156923481262]|  5.9717608408213927|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-0.0544529095292742, 0.3004854501310665, 0.1293233144087049, 0.2674377815743641, 0.3616232074107658, 0.7780033959595362, 0.8994758099955, 0.9475026950435145, 0.9458910000488152, 0.8615156923481262]|  5.9717608408213927|      0.00781250|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-0.0478034463766594, 0.3000208786889872, 0.1305778051682693, 0.266804787498827, 0.3586219422521395, 0.7799892642466525, 0.8988867472376043, 0.9479743767068345, 0.9468175317929095, 0.8610153566223382]|  5.2796748943922438|      0.01562500|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
