k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6088616173328167, 0.0334484218940583, 0.1307421479999911, 0.7808388236781169, 0.0054617586405321, 0.0074547978100239, -0.0002726944981319, 0.0030168522199834, 0.0160522381854707, 0.0077263273842262, 0.0116778351457487, 0.0120782994272196, 0.0133529572751598, 0.0073782066197462, 0.0096118122186447, 0.0062753865211389, 0.0080931486199398, 0.0052055530071004, -0.0108481210354438, -0.0068935376568048, 0.0067652156434925, 0.0019166609856271]| 13.1523942947387695|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[1.7864280673240847, 0.1374752213387375, 0.4110137143002797, 2.357928406514967, -0.0106130427404956, 0.0464982145786566, 0.0343992356538771, 0.0884593931999209, 0.04200152383561, 0.0323627108979992, 0.0234478497205593, 0.0304849516460898, 0.0003165196603351, 0.0807982368982991, -0.0821787490329337, -0.0346861238431131, 0.0448778376159044, -0.0015860331364567, 0.0621243358212313, -0.029031266794943, -0.0266287091882589, 0.0286694339696716]| 12.2758607864379883|      4.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[1.7864280673240847, 0.1374752213387375, 0.4110137143002797, 2.357928406514967, -0.0106130427404956, 0.0464982145786566, 0.0343992356538771, 0.0884593931999209, 0.04200152383561, 0.0323627108979992, 0.0234478497205593, 0.0304849516460898, 0.0003165196603351, 0.0807982368982991, -0.0821787490329337, -0.0346861238431131, 0.0448778376159044, -0.0015860331364567, 0.0621243358212313, -0.029031266794943, -0.0266287091882589, 0.0286694339696716]| 12.2758607864379883|      2.00000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.7864280673240847, 0.1374752213387375, 0.4110137143002797, 2.357928406514967, -0.0106130427404956, 0.0464982145786566, 0.0343992356538771, 0.0884593931999209, 0.04200152383561, 0.0323627108979992, 0.0234478497205593, 0.0304849516460898, 0.0003165196603351, 0.0807982368982991, -0.0821787490329337, -0.0346861238431131, 0.0448778376159044, -0.0015860331364567, 0.0621243358212313, -0.029031266794943, -0.0266287091882589, 0.0286694339696716]| 12.2758607864379883|      1.00000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       5|[1.7864280673240847, 0.1374752213387375, 0.4110137143002797, 2.357928406514967, -0.0106130427404956, 0.0464982145786566, 0.0343992356538771, 0.0884593931999209, 0.04200152383561, 0.0323627108979992, 0.0234478497205593, 0.0304849516460898, 0.0003165196603351, 0.0807982368982991, -0.0821787490329337, -0.0346861238431131, 0.0448778376159044, -0.0015860331364567, 0.0621243358212313, -0.029031266794943, -0.0266287091882589, 0.0286694339696716]| 12.2758607864379883|      0.50000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      1.00000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      0.50000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      0.25000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       9|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      0.12500000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      0.06250000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.488437938471686, 0.117342215230782, 0.317436483912663, 1.9705674664517001, 0.0067447512002058, 0.0522974827495428, 0.0248222968626973, 0.0925558551233031, 0.0366023719008826, 0.0303980466973569, 0.0197029019040631, 0.0393211448805091, 0.0050262632896085, 0.0836277880180313, -0.0524354959021197, -0.0239831281136485, 0.0415909909673736, -0.0140476698297973, 0.0481289745478298, -0.026657258622117, -0.0276273046503843, 0.0336503980615008]| 12.1449794769287109|      0.03125000|[1409, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
