k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.50000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.25000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.12500000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[100.04014219035794, -0.1056579754538547, -0.0533853610670502]                  |18891.4042968750000000|      0.25000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[99.95945899155025, -0.2571631242884058, -0.2351445735069667]                   |1890.6801757812500000|      0.50000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[99.95945899155025, -0.2571631242884058, -0.2351445735069667]                   |1890.6801757812500000|      0.25000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[99.95945899155025, -0.2571631242884058, -0.2351445735069667]                   |1890.6801757812500000|      0.12500000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[99.95945899155025, -0.2571631242884058, -0.2351445735069667]                   |1890.6801757812500000|      0.06250000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[99.93493106845058, -0.3028136744403899, -0.2002066534309507]                   |1807.5820312500000000|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[99.93493106845058, -0.3028136744403899, -0.2002066534309507]                   |1807.5820312500000000|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[99.93493106845058, -0.3028136744403899, -0.2002066534309507]                   |1807.5820312500000000|      0.03125000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[99.93493106845058, -0.3028136744403899, -0.2002066534309507]                   |1807.5820312500000000|      0.01562500|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[99.93493106845058, -0.3028136744403899, -0.2002066534309507]                   |1807.5820312500000000|      0.00781250|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[99.93488186539449, -0.3030557287296959, -0.1923980591252962]                   |1795.9468994140625000|      0.01562500|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[99.93488186539449, -0.3030557287296959, -0.1923980591252962]                   |1795.9468994140625000|      0.00781250|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
