k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[107.47004262020717, 0.0938006815335493, 0.9084596208075004, 102.40000076275099, 0.1816772521826826, 0.8178982867421042, 97.44010966876107, 0.2837805706979417, 0.7161395778426048, 96.30008215422377, 0.3053502861468642, 0.6948886152526339, 93.98985640223347, 0.35686018480315, 0.6432707032506111, 89.72009340407077, 0.4678942018571876, 0.5317740775959129, 83.71009624525682, 0.6578556157427177, 0.3420686506445283, 78.31001478198077, 0.8763466652330423, 0.1237205337229112, 886.3699252357817, 910.0099926049768, 922.5199563396845, 926.4600612779262, 935.559853504527, 952.8300269596074, 975.729951928443]|  0.5406528984859953|      0.00390625|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      11|[107.47004262020717, 0.0938006815335493, 0.9084596208075004, 102.40000076275099, 0.1816772521826826, 0.8178982867421042, 97.44010966876107, 0.2837805706979417, 0.7161395778426048, 96.30008215422377, 0.3053502861468642, 0.6948886152526339, 93.98985640223347, 0.35686018480315, 0.6432707032506111, 89.72009340407077, 0.4678942018571876, 0.5317740775959129, 83.71009624525682, 0.6578556157427177, 0.3420686506445283, 78.31001478198077, 0.8763466652330423, 0.1237205337229112, 886.3699252357817, 910.0099926049768, 922.5199563396845, 926.4600612779262, 935.559853504527, 952.8300269596074, 975.729951928443]|  0.5406528984859953|      0.00195312|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
