k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1227374493357232, -0.0252797330897524, 0.1420701857249602, -0.148039828987026, 0.0487828340325841, 0.1433471308567936, 0.0372700704860778, -0.0958291461553174, 0.024972118045608, -0.1304124001547398, 0.2190507437403843, 0.0721140992518778, 0.0939283714489504, 0.1204773336550806, -0.0014365603715954, -0.1665445377796504, -0.2056003177038283, -0.0996660107216762, -0.0893573778262513, 0.1908743023667706, 0.1607055014557342, 0.0053117027360967, 0.1484962438341901, 0.0846461185975137, -0.111234768157041, -0.0492937811618584, -0.1744233414839756, -0.0495135764177229, -0.0425774377541689, 0.0279881449599693, 0.0537335814660291, -0.1477848443557295, 0.2233983504000181, 0.10228559496766, -0.2578660312628348, 0.2039625646251995, -0.0179102896562523, -0.1567424708514805, 0.0251038282551523, -0.0776201042509653, -0.0854652206588301, 0.1048829848998489, 0.0143698706431615, 0.1992657403517839, -0.0848027539092704, -0.2591485663523631, -0.2363559295248567, 0.1881242275370272, -0.3146061057947536, 0.1931366763523453]|4607.7879770224517415|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[0.152754898179132, -0.3467088727094751, 0.2789245629224417, -0.1448697018872034, 0.7126895927724366, 0.1318017536406083, 0.0367978132910942, 0.220484135036325, 0.1213551172026067, -0.0489216254569902, 0.3406668764182071, 0.1333634935587075, 0.7814316227919519, 0.4270217681574413, 0.1440927948352181, -0.3080193259193156, -0.791239830080263, -0.2410529149362356, -0.1696826698645138, 0.4375055403347902, 0.6094984197746476, 0.1555242256779367, 0.2098146772151733, 0.0542124268229834, -0.4262466208785077, -0.1183663518913445, 0.0924392759008791, -0.0545774718335357, 0.0914919094455653, -0.1982945970531559, 0.2726416728414708, -0.0944741788877346, 0.4422635618931575, 0.3544882222855344, -0.7432992506868956, -0.1998288566383168, 0.0473913665772562, -0.4804996406285191, -0.0482407945606791, -0.0389401221267002, -0.2256720967205702, 0.4292921792564809, 0.1989374088349812, 0.5914884092068432, -0.0527338732236118, -0.2203985870994732, -0.6652435435542643, 0.5849687179136802, -0.8159435132938586, 0.6463812322658796]|3885.3447473119349524|      4.00000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       3|[0.2553197747734665, 0.0691885768527571, 0.6278717091446976, -0.6973056833123477, 1.3218118091857707, 0.3460411335011674, -0.4727579488234764, 0.4205612255276184, 0.1203881701680168, 0.1105224258197508, 0.2898127583750832, 0.1362048753776404, 1.163541463806705, 1.377276071486744, 0.3364490436651015, -0.766307898366929, -1.4773646582231683, -0.4741800127024635, -0.9384884087461931, 1.380420824603971, 1.6710328691036662, 0.2863795338699096, 0.6644607592095508, -0.2988040414654794, -0.6243060456366998, 0.2956554199980979, -0.1708017568930987, 0.4741520216391632, -0.5494098756833738, -0.5918412644778666, 0.1312754991750844, -0.2515695031048505, 0.9196987539976165, 0.6474139236467462, -2.0116345688190194, -0.0856783776113665, 0.1091852865602989, -0.5414595422187346, 0.5109913100335314, -0.0798478991583711, -0.2259276850015275, 1.2285624650392293, -0.8349392436439286, 1.5053303587847267, -0.273925029965188, -1.1365760539371446, -1.8912377143043886, 1.3433863278351263, -1.6207799014242115, 1.1792839091820095]|3038.0411258872318285|      8.00000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       4|[0.8237795452320582, 0.200440113596983, 2.640220541312312, -1.2674856562723091, 1.0850076270979128, 1.995612304295769, 0.157467878395906, 1.2765025501021978, 0.0099721412884398, 0.3491339470034763, -0.4393780127598118, 1.5926556627186341, 1.7982249081569572, 0.6046280148359433, -0.1683120135276689, -0.5665815805252628, -1.86482080637139, -1.5077893292047122, -2.622529585866394, 1.14709941787577, 3.277307919541431, -0.1600638141483097, 1.3710491614865048, -0.3443062359354148, -2.0859536485054404, 0.4679822429971636, 1.7440745454841424, 1.3133750390757848, -1.611710046598559, -0.8144469983241877, 0.4069351099813845, -2.531738707368043, 3.5879376101578826, 2.521214643188405, -3.595283227349723, 0.6523248559444896, 0.8199159944054122, -1.0455791837543167, -0.0466283103251538, 2.303685905984808, -1.823134996384913, 1.507144360283485, 0.2591967835492027, 3.0546822443334367, -0.0688705940758647, -1.3546724302899344, -3.7809190389524936, 1.0756060220470895, -1.8520284778132816, 1.9105346139254302]|2748.1290314887796740|     16.00000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       5|[0.8237795452320582, 0.200440113596983, 2.640220541312312, -1.2674856562723091, 1.0850076270979128, 1.995612304295769, 0.157467878395906, 1.2765025501021978, 0.0099721412884398, 0.3491339470034763, -0.4393780127598118, 1.5926556627186341, 1.7982249081569572, 0.6046280148359433, -0.1683120135276689, -0.5665815805252628, -1.86482080637139, -1.5077893292047122, -2.622529585866394, 1.14709941787577, 3.277307919541431, -0.1600638141483097, 1.3710491614865048, -0.3443062359354148, -2.0859536485054404, 0.4679822429971636, 1.7440745454841424, 1.3133750390757848, -1.611710046598559, -0.8144469983241877, 0.4069351099813845, -2.531738707368043, 3.5879376101578826, 2.521214643188405, -3.595283227349723, 0.6523248559444896, 0.8199159944054122, -1.0455791837543167, -0.0466283103251538, 2.303685905984808, -1.823134996384913, 1.507144360283485, 0.2591967835492027, 3.0546822443334367, -0.0688705940758647, -1.3546724302899344, -3.7809190389524936, 1.0756060220470895, -1.8520284778132816, 1.9105346139254302]|2748.1290314887796740|      8.00000000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[0.8237795452320582, 0.200440113596983, 2.640220541312312, -1.2674856562723091, 1.0850076270979128, 1.995612304295769, 0.157467878395906, 1.2765025501021978, 0.0099721412884398, 0.3491339470034763, -0.4393780127598118, 1.5926556627186341, 1.7982249081569572, 0.6046280148359433, -0.1683120135276689, -0.5665815805252628, -1.86482080637139, -1.5077893292047122, -2.622529585866394, 1.14709941787577, 3.277307919541431, -0.1600638141483097, 1.3710491614865048, -0.3443062359354148, -2.0859536485054404, 0.4679822429971636, 1.7440745454841424, 1.3133750390757848, -1.611710046598559, -0.8144469983241877, 0.4069351099813845, -2.531738707368043, 3.5879376101578826, 2.521214643188405, -3.595283227349723, 0.6523248559444896, 0.8199159944054122, -1.0455791837543167, -0.0466283103251538, 2.303685905984808, -1.823134996384913, 1.507144360283485, 0.2591967835492027, 3.0546822443334367, -0.0688705940758647, -1.3546724302899344, -3.7809190389524936, 1.0756060220470895, -1.8520284778132816, 1.9105346139254302]|2748.1290314887796740|      4.00000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[1.4841726072660926, 0.1917861713618381, 2.3119902159175636, -1.8129044313345264, 1.674493692860936, 2.867327195239745, 0.2344678665102268, 1.2404453611774033, -0.0073597609317485, 0.6173037348592363, 0.2796630986643314, 1.5253203475178938, 2.026250594415167, 1.2345557176514488, -0.350569997129713, -1.486954211609008, -2.1494390546955975, -0.6543233203539147, -3.376063966567384, 0.641789257697032, 3.460686223260883, -0.1619292855425981, 1.4220891735863619, 0.3664977682937477, -2.0572709577812685, 0.0072625605167422, 1.3931818340118254, 1.636041982141599, -1.6509223910672144, -0.7293462297339327, 0.789211791141978, -2.9141058775685824, 3.540213281992443, 2.542583534664839, -3.4448063534635365, 0.7412430587665326, 0.4942495144703515, -1.1495479839741807, -0.106198246457812, 2.5062393522664355, -0.4229837035350623, 1.418142647370599, -0.67450912846284, 1.7507581430047967, 0.4011865443027293, -0.1169081217252947, -2.812765916113148, 0.4702063325981816, -1.9397691234128867, 0.7247969529009948]|2298.4667358591364064|      8.00000000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       8|[1.4254059213278194, -1.1329214126827662, 0.4448076627672199, -1.9638329109292745, 2.321495702114488, 3.702209499828774, -0.3784102027964839, 1.432621482718003, -0.3822227052204348, 0.0102163762276906, -1.0510511079203921, 1.4725027029852968, 1.2721939213512763, -0.0783650798386342, 0.1836844025423146, -1.3325820403798518, -0.9343979769376605, -0.8668546508545861, -5.841871346965968, 0.3160649892345237, 5.846097957340024, 1.1457059246884456, 1.499339419511844, 3.7073400377759893, -2.1313695971761524, -0.4762056283739237, 1.411978698262359, 1.3989191409053443, -2.2905672870142193, -0.7689152787894674, 2.1057911264372002, -4.352592124090127, 4.250846681849643, 3.6230858790190776, -3.195021217913041, 1.2342693658581751, 1.9789397497558967, -0.3521533142633179, -0.6088580409869734, 4.633073081180986, 0.3940901242553648, 2.786349897705736, -1.5233427386400282, 3.2976260709175813, -0.8700878544403631, -0.7863586856830055, -2.7305276244474985, 0.5529917320044173, -3.688943625313292, 1.7977338487942787]|2176.8222844544798136|     16.00000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[1.4254059213278194, -1.1329214126827662, 0.4448076627672199, -1.9638329109292745, 2.321495702114488, 3.702209499828774, -0.3784102027964839, 1.432621482718003, -0.3822227052204348, 0.0102163762276906, -1.0510511079203921, 1.4725027029852968, 1.2721939213512763, -0.0783650798386342, 0.1836844025423146, -1.3325820403798518, -0.9343979769376605, -0.8668546508545861, -5.841871346965968, 0.3160649892345237, 5.846097957340024, 1.1457059246884456, 1.499339419511844, 3.7073400377759893, -2.1313695971761524, -0.4762056283739237, 1.411978698262359, 1.3989191409053443, -2.2905672870142193, -0.7689152787894674, 2.1057911264372002, -4.352592124090127, 4.250846681849643, 3.6230858790190776, -3.195021217913041, 1.2342693658581751, 1.9789397497558967, -0.3521533142633179, -0.6088580409869734, 4.633073081180986, 0.3940901242553648, 2.786349897705736, -1.5233427386400282, 3.2976260709175813, -0.8700878544403631, -0.7863586856830055, -2.7305276244474985, 0.5529917320044173, -3.688943625313292, 1.7977338487942787]|2176.8222844544798136|      8.00000000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[1.4254059213278194, -1.1329214126827662, 0.4448076627672199, -1.9638329109292745, 2.321495702114488, 3.702209499828774, -0.3784102027964839, 1.432621482718003, -0.3822227052204348, 0.0102163762276906, -1.0510511079203921, 1.4725027029852968, 1.2721939213512763, -0.0783650798386342, 0.1836844025423146, -1.3325820403798518, -0.9343979769376605, -0.8668546508545861, -5.841871346965968, 0.3160649892345237, 5.846097957340024, 1.1457059246884456, 1.499339419511844, 3.7073400377759893, -2.1313695971761524, -0.4762056283739237, 1.411978698262359, 1.3989191409053443, -2.2905672870142193, -0.7689152787894674, 2.1057911264372002, -4.352592124090127, 4.250846681849643, 3.6230858790190776, -3.195021217913041, 1.2342693658581751, 1.9789397497558967, -0.3521533142633179, -0.6088580409869734, 4.633073081180986, 0.3940901242553648, 2.786349897705736, -1.5233427386400282, 3.2976260709175813, -0.8700878544403631, -0.7863586856830055, -2.7305276244474985, 0.5529917320044173, -3.688943625313292, 1.7977338487942787]|2176.8222844544798136|      4.00000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[1.4632321593153597, -0.673241234201635, 0.9598023991002201, -1.8918544944326623, 2.260643797326344, 4.097881843618441, -0.8509715940049508, 2.4150966844494572, -0.386425479738986, 0.5840457001243352, 0.615401661179068, 2.0743799284573132, 2.9330638492534487, 1.1433440246943336, 0.089911470453508, -2.69519556071497, -1.7542068339300636, -0.655386029800023, -5.55867977530776, 0.0326009324651598, 5.684157333989096, 1.0743520865613012, 1.3711372727823508, 4.403084952704685, -1.6680710651383188, -0.416117017332116, 1.1107615082866453, 1.109038597706222, -1.88192565489316, -1.4617977147289056, 2.4869912674130004, -4.646835683786893, 4.596485894775118, 3.622757391878671, -3.555352970575439, 1.6311756654483627, 1.9668287448414419, -0.6134616579613099, -0.2858844301898143, 4.761333348604646, 0.6994076190949976, 2.700800991196134, -1.4452912246682232, 3.386745481160294, -0.9109407209587688, -0.4529034752200583, -2.3289730204403623, 0.0741564202829466, -2.979022860362568, 1.3691234022365424]|1932.3070499053592357|      8.00000000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
