k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.636961929503876, -1.241573429607672, 0.8503460267239008, -0.0156798035333801, -0.3018568176460652, 0.097997380216151, 0.3101698946354072]|55776.3320312500000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[9.636961929503876, -1.241573429607672, 0.8503460267239008, -0.0156798035333801, -0.3018568176460652, 0.097997380216151, 0.3101698946354072]|55776.3320312500000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[9.636961929503876, -1.241573429607672, 0.8503460267239008, -0.0156798035333801, -0.3018568176460652, 0.097997380216151, 0.3101698946354072]|55776.3320312500000000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.636961929503876, -1.241573429607672, 0.8503460267239008, -0.0156798035333801, -0.3018568176460652, 0.097997380216151, 0.3101698946354072]|55776.3320312500000000|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[9.64675106941964, -1.238279989774377, 0.8406102482568295, 0.224733856176708, -0.2970734373712477, 0.060690252848646, 0.3657136643755621]|51422.5742187500000000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[9.64675106941964, -1.238279989774377, 0.8406102482568295, 0.224733856176708, -0.2970734373712477, 0.060690252848646, 0.3657136643755621]|51422.5742187500000000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.60830358489057, -1.2493640423872443, 0.8077919533426521, 0.4374721221680139, -0.2954978501079599, 0.0678426293974431, 0.2452533578531207]|44236.3906250000000000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[9.60830358489057, -1.2493640423872443, 0.8077919533426521, 0.4374721221680139, -0.2954978501079599, 0.0678426293974431, 0.2452533578531207]|44236.3906250000000000|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[9.633923931419687, -1.2703749869365495, 0.8024553640144245, 0.5683360825048962, -0.2373778919761936, 0.0762521847352157, 0.043264168543531]|8032.1542968750000000|      0.50000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[9.633923931419687, -1.2703749869365495, 0.8024553640144245, 0.5683360825048962, -0.2373778919761936, 0.0762521847352157, 0.043264168543531]|8032.1542968750000000|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
