k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[-4.001671021810078, -0.0521390449750683, 3.996268758600097, 0.0655899689881713, -2.0040090832336173, -0.0800314866547789]|  0.9680802250738679|      0.12500000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       6|[-4.001671021810078, -0.0521390449750683, 3.996268758600097, 0.0655899689881713, -2.0040090832336173, -0.0800314866547789]|  0.9680802250738679|      0.06250000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[-4.001671021810078, -0.0521390449750683, 3.996268758600097, 0.0655899689881713, -2.0040090832336173, -0.0800314866547789]|  0.9680802250738679|      0.03125000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[-4.001671021810078, -0.0521390449750683, 3.996268758600097, 0.0655899689881713, -2.0040090832336173, -0.0800314866547789]|  0.9680802250738679|      0.01562500|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[-4.002378300966125, -0.0546836483935522, 3.994884969488404, 0.0511377766692531, -1.9999092963243241, -0.0831260604231374]|  0.6481246361509185|      0.03125000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[-4.002378300966125, -0.0546836483935522, 3.994884969488404, 0.0511377766692531, -1.9999092963243241, -0.0831260604231374]|  0.6481246361509185|      0.01562500|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[-4.002378300966125, -0.0546836483935522, 3.994884969488404, 0.0511377766692531, -1.9999092963243241, -0.0831260604231374]|  0.6481246361509185|      0.00781250|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[-4.002378300966125, -0.0546836483935522, 3.994884969488404, 0.0511377766692531, -1.9999092963243241, -0.0831260604231374]|  0.6481246361509185|      0.00390625|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[-4.002705228558172, -0.0540971550346449, 3.995472387528866, 0.0474605594336477, -2.000358827447277, -0.082266486011339]|  0.6056325273494457|      0.00781250|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      14|[-4.00208268719799, -0.0574825930591464, 3.993059951532402, 0.0433387916806496, -2.0044831946747, -0.0853270719052154]|  0.5403800767293394|      0.01562500|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      15|[-4.00208268719799, -0.0574825930591464, 3.993059951532402, 0.0433387916806496, -2.0044831946747, -0.0853270719052154]|  0.5403800767293394|      0.00781250|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[-4.001863741597709, -0.0620742301646261, 3.990963487370987, 0.0374646588209815, -2.00501663547243, -0.0844791745954622]|  0.4706193120002378|      0.01562500|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      17|[-4.001863741597709, -0.0620742301646261, 3.990963487370987, 0.0374646588209815, -2.00501663547243, -0.0844791745954622]|  0.4706193120002378|      0.00781250|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[-4.001863741597709, -0.0620742301646261, 3.990963487370987, 0.0374646588209815, -2.00501663547243, -0.0844791745954622]|  0.4706193120002378|      0.00390625|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[-4.001540906574086, -0.0608268381539006, 3.990753287336204, 0.033999413763326, -2.0038138740890172, -0.0847951452775559]|  0.4660524954617503|      0.00781250|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      20|[-4.001540906574086, -0.0608268381539006, 3.990753287336204, 0.033999413763326, -2.0038138740890172, -0.0847951452775559]|  0.4660524954617503|      0.00390625|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
