k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0002257531577574, 400000.0211129563, 25000.002387137847]                     |1127632625605580.0000000000000000|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[-0.2671222960124509, 399998.70598613145, 25000.817414963713]                   |81479697522544.0312500000000000|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[-0.2671222960124509, 399998.70598613145, 25000.817414963713]                   |81479697522544.0312500000000000|      2.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.2671222960124509, 399998.70598613145, 25000.817414963713]                   |81479697522544.0312500000000000|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.2671222960124509, 399998.70598613145, 25000.817414963713]                   |81479697522544.0312500000000000|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.2671222960124509, 399998.70598613145, 25000.817414963713]                   |81479697522544.0312500000000000|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0250037337581851, 399998.6462244039, 25000.799889618094]                    |794292451990.4051513671875000|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[-0.0250037337581851, 399998.6462244039, 25000.799889618094]                    |794292451990.4051513671875000|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0250037337581851, 399998.6462244039, 25000.799889618094]                    |794292451990.4051513671875000|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0250037337581851, 399998.6462244039, 25000.799889618094]                    |794292451990.4051513671875000|      0.06250000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0001872751737033, 399998.68843742943, 25000.838728437087]                   |4562673146.9355926513671875|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[-0.0001872751737033, 399998.68843742943, 25000.838728437087]                   |4562673146.9355926513671875|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.0001872751737033, 399998.68843742943, 25000.838728437087]                   |4562673146.9355926513671875|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[-0.0001872751737033, 399998.68843742943, 25000.838728437087]                   |4562673146.9355926513671875|      0.01562500|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[-0.0001872751737033, 399998.68843742943, 25000.838728437087]                   |4562673146.9355926513671875|      0.00781250|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
