k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       4|[119.99254179569503, -0.0194940357848114, 0.8737444372358213, 110.00039870452842, 0.196441542122317, 0.8267317574569556, 99.9895796200237, 0.2738614949694129, 0.7179111438310875, 88.00245621749681, 0.3254902207469887, 0.6958767281792516, 86.01506228456341, 0.3620223238740603, 0.6471705252901129, 84.0032604872843, 0.4835900737801142, 0.5410129102455473, 79.99915173789327, 0.6554930675715976, 0.3351995572517771, 76.00236686182417, 0.8794227650381718, 0.1223710299002999, 886.3658991225248, 909.99699254367, 922.5144224141121, 926.4608243289133, 935.5625095116566, 952.8413280858806, 975.7323124668583]|2408.4091671528435654|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       5|[119.99254179569503, -0.0194940357848114, 0.8737444372358213, 110.00039870452842, 0.196441542122317, 0.8267317574569556, 99.9895796200237, 0.2738614949694129, 0.7179111438310875, 88.00245621749681, 0.3254902207469887, 0.6958767281792516, 86.01506228456341, 0.3620223238740603, 0.6471705252901129, 84.0032604872843, 0.4835900737801142, 0.5410129102455473, 79.99915173789327, 0.6554930675715976, 0.3351995572517771, 76.00236686182417, 0.8794227650381718, 0.1223710299002999, 886.3658991225248, 909.99699254367, 922.5144224141121, 926.4608243289133, 935.5625095116566, 952.8413280858806, 975.7323124668583]|2408.4091671528435654|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[119.99254179569503, -0.0194940357848114, 0.8737444372358213, 110.00039870452842, 0.196441542122317, 0.8267317574569556, 99.9895796200237, 0.2738614949694129, 0.7179111438310875, 88.00245621749681, 0.3254902207469887, 0.6958767281792516, 86.01506228456341, 0.3620223238740603, 0.6471705252901129, 84.0032604872843, 0.4835900737801142, 0.5410129102455473, 79.99915173789327, 0.6554930675715976, 0.3351995572517771, 76.00236686182417, 0.8794227650381718, 0.1223710299002999, 886.3658991225248, 909.99699254367, 922.5144224141121, 926.4608243289133, 935.5625095116566, 952.8413280858806, 975.7323124668583]|2408.4091671528435654|      0.06250000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       7|[119.99219889664526, 0.012133068084135, 0.8814668492848563, 109.99939137472553, 0.1493433702752422, 0.8075501796095768, 99.98960803818464, 0.2785043838962916, 0.7222609760255319, 87.99931965923489, 0.3348748286645931, 0.7001338170877228, 86.01432417253646, 0.3635906988126389, 0.6497188863632039, 84.00465390134116, 0.4816051359099838, 0.536022781147203, 80.00285789153317, 0.6574772796992624, 0.3333724995414031, 76.00235664232987, 0.8796954862324096, 0.1265872658229334, 886.3648773205505, 909.9970286626985, 922.5174317692979, 926.4643507738709, 935.5628984179725, 952.8416924761909, 975.7315624014744]|1294.9942583262738935|      0.12500000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       8|[119.99219889664526, 0.012133068084135, 0.8814668492848563, 109.99939137472553, 0.1493433702752422, 0.8075501796095768, 99.98960803818464, 0.2785043838962916, 0.7222609760255319, 87.99931965923489, 0.3348748286645931, 0.7001338170877228, 86.01432417253646, 0.3635906988126389, 0.6497188863632039, 84.00465390134116, 0.4816051359099838, 0.536022781147203, 80.00285789153317, 0.6574772796992624, 0.3333724995414031, 76.00235664232987, 0.8796954862324096, 0.1265872658229334, 886.3648773205505, 909.9970286626985, 922.5174317692979, 926.4643507738709, 935.5628984179725, 952.8416924761909, 975.7315624014744]|1294.9942583262738935|      0.06250000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[119.993018254024, -0.0303746363083851, 0.8608875655087417, 109.99845098494038, 0.1339844839477758, 0.807123968894507, 99.9900158543434, 0.2545251094236991, 0.7135440022513448, 88.0000967833377, 0.3594917832736041, 0.7070435960219371, 86.01185887263586, 0.3705177623905365, 0.6527598730802575, 84.00526318969163, 0.4760473358238546, 0.5343673756146329, 80.00256864529186, 0.656883755837962, 0.332523483824418, 76.00293093818625, 0.8799033170083597, 0.1265690750327724, 886.3693295007499, 909.9979455112293, 922.5149029101174, 926.4634922191315, 935.5612440317001, 952.8426222763309, 975.729991475907]|796.5204523886552579|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
      10|[119.993018254024, -0.0303746363083851, 0.8608875655087417, 109.99845098494038, 0.1339844839477758, 0.807123968894507, 99.9900158543434, 0.2545251094236991, 0.7135440022513448, 88.0000967833377, 0.3594917832736041, 0.7070435960219371, 86.01185887263586, 0.3705177623905365, 0.6527598730802575, 84.00526318969163, 0.4760473358238546, 0.5343673756146329, 80.00256864529186, 0.656883755837962, 0.332523483824418, 76.00293093818625, 0.8799033170083597, 0.1265690750327724, 886.3693295007499, 909.9979455112293, 922.5149029101174, 926.4634922191315, 935.5612440317001, 952.8426222763309, 975.729991475907]|796.5204523886552579|      0.06250000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      11|[119.993018254024, -0.0303746363083851, 0.8608875655087417, 109.99845098494038, 0.1339844839477758, 0.807123968894507, 99.9900158543434, 0.2545251094236991, 0.7135440022513448, 88.0000967833377, 0.3594917832736041, 0.7070435960219371, 86.01185887263586, 0.3705177623905365, 0.6527598730802575, 84.00526318969163, 0.4760473358238546, 0.5343673756146329, 80.00256864529186, 0.656883755837962, 0.332523483824418, 76.00293093818625, 0.8799033170083597, 0.1265690750327724, 886.3693295007499, 909.9979455112293, 922.5149029101174, 926.4634922191315, 935.5612440317001, 952.8426222763309, 975.729991475907]|796.5204523886552579|      0.03125000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
