k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[57, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[112, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.02466007224673, 0.1221216372253076, 0.1574311873493251, 0.9134582409545843, 99.98059091876459, -0.0213761166611616, 0.183740337493967, 0.8299540045239211, 100.00979484834511, -0.0329482842286143, 0.339912840907526, 0.7736797529011342, 99.90705600651316, 0.1245428228763702, 0.3086340987464506, 0.6473869321396177, 99.97432623435725, 0.2516968241487164, 0.5195091283650995, 0.3214832367562094, 100.06959170900024, 0.5584614653265404, 0.5747863102111506, -0.0013699393213402, 299.9947599966537, 300.0194028701943, 299.9252233639846, 299.93130405314946, 299.9797172066411]|481.4859619140625000|      0.50000000|[141, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[100.02466007224673, 0.1221216372253076, 0.1574311873493251, 0.9134582409545843, 99.98059091876459, -0.0213761166611616, 0.183740337493967, 0.8299540045239211, 100.00979484834511, -0.0329482842286143, 0.339912840907526, 0.7736797529011342, 99.90705600651316, 0.1245428228763702, 0.3086340987464506, 0.6473869321396177, 99.97432623435725, 0.2516968241487164, 0.5195091283650995, 0.3214832367562094, 100.06959170900024, 0.5584614653265404, 0.5747863102111506, -0.0013699393213402, 299.9947599966537, 300.0194028701943, 299.9252233639846, 299.93130405314946, 299.9797172066411]|481.4859619140625000|      0.25000000|[195, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[100.05771051833284, 0.1475612712109063, 0.1645930905482008, 1.0005802260577061, 99.99471588693149, 0.0222861585708043, 0.1658973171096039, 0.9044383356010971, 100.03091270710496, -0.0245790417006944, 0.3596349644520527, 0.7629853799648924, 99.91041660820562, 0.1467554951179136, 0.2529928151802275, 0.6394781353104595, 100.00802002900429, 0.1671381740174216, 0.5610330882329645, 0.2393770959522793, 100.11380711507533, 0.625425338464181, 0.6682796648051805, 0.0248338953048335, 299.97772166010895, 299.99886769235815, 299.9882476943912, 299.9438614002456, 300.0345311368592]|313.2503662109375000|      0.50000000|[251, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | iterate success | actual_k=1
       6|[100.05771051833284, 0.1475612712109063, 0.1645930905482008, 1.0005802260577061, 99.99471588693149, 0.0222861585708043, 0.1658973171096039, 0.9044383356010971, 100.03091270710496, -0.0245790417006944, 0.3596349644520527, 0.7629853799648924, 99.91041660820562, 0.1467554951179136, 0.2529928151802275, 0.6394781353104595, 100.00802002900429, 0.1671381740174216, 0.5610330882329645, 0.2393770959522793, 100.11380711507533, 0.625425338464181, 0.6682796648051805, 0.0248338953048335, 299.97772166010895, 299.99886769235815, 299.9882476943912, 299.9438614002456, 300.0345311368592]|313.2503662109375000|      0.25000000|[306, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[100.05771051833284, 0.1475612712109063, 0.1645930905482008, 1.0005802260577061, 99.99471588693149, 0.0222861585708043, 0.1658973171096039, 0.9044383356010971, 100.03091270710496, -0.0245790417006944, 0.3596349644520527, 0.7629853799648924, 99.91041660820562, 0.1467554951179136, 0.2529928151802275, 0.6394781353104595, 100.00802002900429, 0.1671381740174216, 0.5610330882329645, 0.2393770959522793, 100.11380711507533, 0.625425338464181, 0.6682796648051805, 0.0248338953048335, 299.97772166010895, 299.99886769235815, 299.9882476943912, 299.9438614002456, 300.0345311368592]|313.2503662109375000|      0.12500000|[360, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[100.09175878910365, 0.1868859208320068, 0.1733010929859156, 1.01503713185524, 99.98547866523982, 0.0861773006399319, 0.1492983008416249, 0.9283336206393156, 100.01140967048897, 0.004146849353248, 0.3373709484910807, 0.7519003061721856, 99.87934506601043, 0.124357267738691, 0.2275013999830505, 0.6227980324175857, 99.97904630855095, 0.1561027211779527, 0.5764569097400332, 0.2549089837538959, 100.12457817061123, 0.6371941017089615, 0.6682604375141878, 0.0342895434927987, 299.98000175840184, 299.98223848536804, 299.9641011800149, 299.96027374567115, 300.0565038551282]|210.1828460693359375|      0.25000000|[414, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | iterate success | actual_k=1
       9|[100.09175878910365, 0.1868859208320068, 0.1733010929859156, 1.01503713185524, 99.98547866523982, 0.0861773006399319, 0.1492983008416249, 0.9283336206393156, 100.01140967048897, 0.004146849353248, 0.3373709484910807, 0.7519003061721856, 99.87934506601043, 0.124357267738691, 0.2275013999830505, 0.6227980324175857, 99.97904630855095, 0.1561027211779527, 0.5764569097400332, 0.2549089837538959, 100.12457817061123, 0.6371941017089615, 0.6682604375141878, 0.0342895434927987, 299.98000175840184, 299.98223848536804, 299.9641011800149, 299.96027374567115, 300.0565038551282]|210.1828460693359375|      0.12500000|[469, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[100.09175878910365, 0.1868859208320068, 0.1733010929859156, 1.01503713185524, 99.98547866523982, 0.0861773006399319, 0.1492983008416249, 0.9283336206393156, 100.01140967048897, 0.004146849353248, 0.3373709484910807, 0.7519003061721856, 99.87934506601043, 0.124357267738691, 0.2275013999830505, 0.6227980324175857, 99.97904630855095, 0.1561027211779527, 0.5764569097400332, 0.2549089837538959, 100.12457817061123, 0.6371941017089615, 0.6682604375141878, 0.0342895434927987, 299.98000175840184, 299.98223848536804, 299.9641011800149, 299.96027374567115, 300.0565038551282]|210.1828460693359375|      0.06250000|[524, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
