k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[999.9872344362952, 999.9887995613261, 400.0050430073938, 39.99360783040549, 0.6844988365035503, 0.3575361129294405, 0.0290734794440305]|2465020.1372148538939655|      0.12500000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       6|[999.9872344362952, 999.9887995613261, 400.0050430073938, 39.99360783040549, 0.6844988365035503, 0.3575361129294405, 0.0290734794440305]|2465020.1372148538939655|      0.06250000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[999.9640166082638, 999.9872908862236, 400.01972539264335, 40.00228606644576, 0.639873997738001, 0.3787456764827995, 0.0039179567388001]|1904849.0919256431516260|      0.12500000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       8|[999.9640166082638, 999.9872908862236, 400.01972539264335, 40.00228606644576, 0.639873997738001, 0.3787456764827995, 0.0039179567388001]|1904849.0919256431516260|      0.06250000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[999.9488192479574, 999.9907275005945, 400.03418253563217, 40.02056510617545, 0.6523541345703384, 0.3643612535413716, -0.0485956815452999]|1651981.0521610567811877|      0.12500000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
      10|[999.9483465119049, 999.9782298196335, 400.0550273376754, 39.976748533306896, 0.6981953233151206, 0.2626868992977901, -0.0226130380179752]|1529050.1891297309193760|      0.25000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate success | actual_k=0
      11|[999.9483465119049, 999.9782298196335, 400.0550273376754, 39.976748533306896, 0.6981953233151206, 0.2626868992977901, -0.0226130380179752]|1529050.1891297309193760|      0.12500000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[999.9483465119049, 999.9782298196335, 400.0550273376754, 39.976748533306896, 0.6981953233151206, 0.2626868992977901, -0.0226130380179752]|1529050.1891297309193760|      0.06250000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[999.9483465119049, 999.9782298196335, 400.0550273376754, 39.976748533306896, 0.6981953233151206, 0.2626868992977901, -0.0226130380179752]|1529050.1891297309193760|      0.03125000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[999.9504937481199, 999.9765023145327, 400.0554075073031, 39.97960538633798, 0.6945828051284213, 0.2726189734167857, -0.0517500433655016]|1358295.6460362980142236|      0.06250000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      15|[999.9504937481199, 999.9765023145327, 400.0554075073031, 39.97960538633798, 0.6945828051284213, 0.2726189734167857, -0.0517500433655016]|1358295.6460362980142236|      0.03125000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[999.9600251824021, 999.983815362959, 400.0576436226903, 39.98408922349943, 0.7200991258862509, 0.2726743952228443, -0.0392583309556554]|1326455.6933624253142625|      0.06250000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[999.9600251824021, 999.983815362959, 400.0576436226903, 39.98408922349943, 0.7200991258862509, 0.2726743952228443, -0.0392583309556554]|1326455.6933624253142625|      0.03125000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[999.967602304878, 999.9809277852396, 400.0607846154297, 39.98780749050537, 0.7318108896638511, 0.2821233686359708, -0.0649618668143308]|1283716.6319474030751735|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[999.967602304878, 999.9809277852396, 400.0607846154297, 39.98780749050537, 0.7318108896638511, 0.2821233686359708, -0.0649618668143308]|1283716.6319474030751735|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[999.968118110784, 999.9832296271895, 400.062009411223, 39.994264993180416, 0.7540776730159306, 0.2852373704576779, -0.0444121258384053]|1258410.6589040802791715|      0.06250000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[999.9810292455057, 999.9783066611391, 400.055642086448, 39.99859324992784, 0.7979167661451249, 0.3005705110833785, -0.0831299393918961]|1179553.3317400754895061|      0.12500000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[999.9810292455057, 999.9783066611391, 400.055642086448, 39.99859324992784, 0.7979167661451249, 0.3005705110833785, -0.0831299393918961]|1179553.3317400754895061|      0.06250000|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[999.9810292455057, 999.9783066611391, 400.055642086448, 39.99859324992784, 0.7979167661451249, 0.3005705110833785, -0.0831299393918961]|1179553.3317400754895061|      0.03125000|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[999.9861425136057, 999.9726917616571, 400.0525364124694, 40.00532935747646, 0.815624676910778, 0.2934593971327553, -0.0607752644429382]|1138124.6070294175297022|      0.06250000|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
