k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3423982517031664, -0.0666031907920434, -0.2250904132678872, -0.1121460671552379, 0.7371576383334364, 0.313536914704249, -0.014308954840582, 0.164528912224909, 0.3822351735532823]|96398.6529442631872371|      2.00000000|[25, 8, 1, 3]                                                              |  | trying quadratic partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       2|[-0.3423982517031664, -0.0666031907920434, -0.2250904132678872, -0.1121460671552379, 0.7371576383334364, 0.313536914704249, -0.014308954840582, 0.164528912224909, 0.3822351735532823]|96398.6529442631872371|      1.00000000|[86, 28, 1, 8]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.3423982517031664, -0.0666031907920434, -0.2250904132678872, -0.1121460671552379, 0.7371576383334364, 0.313536914704249, -0.014308954840582, 0.164528912224909, 0.3822351735532823]|96398.6529442631872371|      0.50000000|[147, 48, 3, 15]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.271054814487552, -0.2038807803740723, -0.3076315067636787, 0.0508124352987435, 0.7096016699525599, 0.095796886889177, -0.1791778853861596, -0.078479306172917, 0.623671836371588]|18302.4648437500000000|      1.00000000|[172, 56, 3, 17]                                                           |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       5|[-0.271054814487552, -0.2038807803740723, -0.3076315067636787, 0.0508124352987435, 0.7096016699525599, 0.095796886889177, -0.1791778853861596, -0.078479306172917, 0.623671836371588]|18302.4648437500000000|      0.50000000|[232, 76, 3, 22]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.271054814487552, -0.2038807803740723, -0.3076315067636787, 0.0508124352987435, 0.7096016699525599, 0.095796886889177, -0.1791778853861596, -0.078479306172917, 0.623671836371588]|18302.4648437500000000|      0.25000000|[293, 96, 4, 28]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 50 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.271054814487552, -0.2038807803740723, -0.3076315067636787, 0.0508124352987435, 0.7096016699525599, 0.095796886889177, -0.1791778853861596, -0.078479306172917, 0.623671836371588]|18302.4648437500000000|      0.12500000|[353, 116, 4, 33]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-0.2806826669166411, -0.2110196791688481, -0.3256358213016965, -0.0598167948437285, 0.7414506038683327, 0.0783717495186199, -0.1468409958892556, -0.0948171136081084, 0.6067080425853119]|10844.7363281250000000|      0.25000000|[377, 124, 4, 35]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       9|[-0.2806826669166411, -0.2110196791688481, -0.3256358213016965, -0.0598167948437285, 0.7414506038683327, 0.0783717495186199, -0.1468409958892556, -0.0948171136081084, 0.6067080425853119]|10844.7363281250000000|      0.12500000|[439, 144, 7, 43]                                                          |  | trying quadratic partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.2642519018328852, -0.2227186390467734, -0.3184156957168315, 0.0330753774185855, 0.8120436475124371, 0.0534078700512342, -0.1747336648069341, -0.1057098328846605, 0.6008897082983441]|5153.5483398437500000|      0.25000000|[464, 152, 7, 45]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
