k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.25000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.069853360961831, -1.041131306942832, -1.0506509815938996, -1.0874147348767438, -1.1444650126251026, -1.084385036239928, -1.0697286523072704, -1.076137745952202, -1.0314225455446517, -1.0780030374264542]|  0.6756506562232971|      0.50000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[1.069853360961831, -1.041131306942832, -1.0506509815938996, -1.0874147348767438, -1.1444650126251026, -1.084385036239928, -1.0697286523072704, -1.076137745952202, -1.0314225455446517, -1.0780030374264542]|  0.6756506562232971|      0.25000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.069853360961831, -1.041131306942832, -1.0506509815938996, -1.0874147348767438, -1.1444650126251026, -1.084385036239928, -1.0697286523072704, -1.076137745952202, -1.0314225455446517, -1.0780030374264542]|  0.6756506562232971|      0.12500000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.024710322793772, -1.0515715279658762, -1.1077129567693138, -1.1372618261201901, -1.1280157782379556, -1.0699482710474646, -1.0970468432900486, -1.1339561168905543, -1.0821144385731596, -1.0535205278104172]|  0.3618584871292114|      0.25000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[1.024710322793772, -1.0515715279658762, -1.1077129567693138, -1.1372618261201901, -1.1280157782379556, -1.0699482710474646, -1.0970468432900486, -1.1339561168905543, -1.0821144385731596, -1.0535205278104172]|  0.3618584871292114|      0.12500000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0934998371001166, -1.12797596918304, -1.1598224896103204, -1.1529782202838723, -1.1397750249129455, -1.0502388282761486, -1.11565061674989, -1.1297746923407836, -1.0757914009051672, -1.0876181539021788]|  0.0602616816759109|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[1.0934998371001166, -1.12797596918304, -1.1598224896103204, -1.1529782202838723, -1.1397750249129455, -1.0502388282761486, -1.11565061674989, -1.1297746923407836, -1.0757914009051672, -1.0876181539021788]|  0.0602616816759109|      0.12500000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.0934998371001166, -1.12797596918304, -1.1598224896103204, -1.1529782202838723, -1.1397750249129455, -1.0502388282761486, -1.11565061674989, -1.1297746923407836, -1.0757914009051672, -1.0876181539021788]|  0.0602616816759109|      0.06250000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[1.0744955941464802, -1.1312800651437687, -1.1579360756027572, -1.1741930747672735, -1.1458538314404432, -1.0840656683997736, -1.1521813272824974, -1.1252375347479275, -1.0972929081648404, -1.096670372638835]|  0.0151860946789384|      0.12500000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[1.0744955941464802, -1.1312800651437687, -1.1579360756027572, -1.1741930747672735, -1.1458538314404432, -1.0840656683997736, -1.1521813272824974, -1.1252375347479275, -1.0972929081648404, -1.096670372638835]|  0.0151860946789384|      0.06250000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[1.0744955941464802, -1.1312800651437687, -1.1579360756027572, -1.1741930747672735, -1.1458538314404432, -1.0840656683997736, -1.1521813272824974, -1.1252375347479275, -1.0972929081648404, -1.096670372638835]|  0.0151860946789384|      0.03125000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[1.078799353200716, -1.1405989737565336, -1.1421352760350767, -1.1562196809984857, -1.1500984620730743, -1.0780481975087406, -1.1555812548364723, -1.1296790065883224, -1.1066178085129375, -1.1078963763181933]|  0.0050429943948984|      0.06250000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[1.078799353200716, -1.1405989737565336, -1.1421352760350767, -1.1562196809984857, -1.1500984620730743, -1.0780481975087406, -1.1555812548364723, -1.1296790065883224, -1.1066178085129375, -1.1078963763181933]|  0.0050429943948984|      0.03125000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[1.07345288548758, -1.1500249127200086, -1.1269319190327403, -1.1500053787253175, -1.1536567987352522, -1.0932780379553515, -1.1608708223179744, -1.1325267545817483, -1.1241770667245279, -1.1073104589015847]|  0.0017557564424351|      0.06250000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[1.07345288548758, -1.1500249127200086, -1.1269319190327403, -1.1500053787253175, -1.1536567987352522, -1.0932780379553515, -1.1608708223179744, -1.1325267545817483, -1.1241770667245279, -1.1073104589015847]|  0.0017557564424351|      0.03125000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[1.0909813944743538, -1.1644832642408534, -1.1268878649637826, -1.1481507087876148, -1.1504034315624583, -1.1112257865710966, -1.1646185881720674, -1.1254617552298787, -1.12755939839206, -1.1142905729463737]|  0.0003173303848598|      0.06250000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[1.0909813944743538, -1.1644832642408534, -1.1268878649637826, -1.1481507087876148, -1.1504034315624583, -1.1112257865710966, -1.1646185881720674, -1.1254617552298787, -1.12755939839206, -1.1142905729463737]|  0.0003173303848598|      0.03125000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
