k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1362331979734839, 0.0318365411316315, 1.1454261366762608, 0.3316668726629139, 0.9779470694180793, 0.2843725212467814]|489.2129516601562500|      2.00000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[-0.1362331979734839, 0.0318365411316315, 1.1454261366762608, 0.3316668726629139, 0.9779470694180793, 0.2843725212467814]|489.2129516601562500|      1.00000000|[46, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.6366036114113341, 0.2695671379393736, 1.0787729898089564, -0.0790457737406527, 0.562299838045272, 0.2665599259750843]|442.5501403808593750|      2.00000000|[68, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.6366036114113341, 0.2695671379393736, 1.0787729898089564, -0.0790457737406527, 0.562299838045272, 0.2665599259750843]|442.5501403808593750|      1.00000000|[90, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.6366036114113341, 0.2695671379393736, 1.0787729898089564, -0.0790457737406527, 0.562299838045272, 0.2665599259750843]|442.5501403808593750|      0.50000000|[113, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.6399975926074578, 0.4696177289598747, 1.1344353918307721, -0.1030419905455481, 1.0124611731135973, 0.2061538591133386]|389.9002380371093750|      1.00000000|[136, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[1.1521491358477485, 0.2941646543492695, 1.913642791490974, 0.1299264031651143, 1.174443540313792, 0.3448632096602848]|239.2446289062500000|      2.00000000|[158, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[1.1521491358477485, 0.2941646543492695, 1.913642791490974, 0.1299264031651143, 1.174443540313792, 0.3448632096602848]|239.2446289062500000|      1.00000000|[180, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.1521491358477485, 0.2941646543492695, 1.913642791490974, 0.1299264031651143, 1.174443540313792, 0.3448632096602848]|239.2446289062500000|      0.50000000|[202, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.998279283430771, 0.4780706366260428, 1.6493938840983022, 0.2032959557083203, 1.5002921590134908, 0.2394366494732047]|196.2945556640625000|      1.00000000|[225, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[0.998279283430771, 0.4780706366260428, 1.6493938840983022, 0.2032959557083203, 1.5002921590134908, 0.2394366494732047]|196.2945556640625000|      0.50000000|[249, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[0.998279283430771, 0.4780706366260428, 1.6493938840983022, 0.2032959557083203, 1.5002921590134908, 0.2394366494732047]|196.2945556640625000|      0.25000000|[272, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[1.0788825432548312, 0.4338913929287393, 1.8808036400974253, 0.2050178544529115, 1.4781322825631755, 0.2420459982263905]|151.3858489990234375|      0.50000000|[294, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[1.0788825432548312, 0.4338913929287393, 1.8808036400974253, 0.2050178544529115, 1.4781322825631755, 0.2420459982263905]|151.3858489990234375|      0.25000000|[317, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[1.0788825432548312, 0.4338913929287393, 1.8808036400974253, 0.2050178544529115, 1.4781322825631755, 0.2420459982263905]|151.3858489990234375|      0.12500000|[340, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[1.096558304886543, 0.4278549887191485, 1.9787352075922702, 0.2357898904519041, 1.5469291994322893, 0.2396788495743342]|146.7198128681889671|      0.25000000|[364, 128, 1, 33]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      17|[1.096558304886543, 0.4278549887191485, 1.9787352075922702, 0.2357898904519041, 1.5469291994322893, 0.2396788495743342]|146.7198128681889671|      0.12500000|[387, 136, 1, 35]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[1.0088743572029863, 0.4381023085900541, 1.9150963371625576, 0.2905607466421226, 1.5732618702661767, 0.2490786199686265]|144.9323425292968750|      0.25000000|[411, 144, 1, 37]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[1.0088743572029863, 0.4381023085900541, 1.9150963371625576, 0.2905607466421226, 1.5732618702661767, 0.2490786199686265]|144.9323425292968750|      0.12500000|[434, 152, 1, 39]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[1.0339546901596417, 0.409672964846596, 2.02016482353295, 0.3305996012984497, 1.5580717997292521, 0.2853348519822683]|139.0483093261718750|      0.25000000|[456, 160, 1, 41]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[1.0339546901596417, 0.409672964846596, 2.02016482353295, 0.3305996012984497, 1.5580717997292521, 0.2853348519822683]|139.0483093261718750|      0.12500000|[479, 168, 1, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[0.9825360454807723, 0.3762290199598668, 2.025525203401933, 0.4215032155867663, 1.6140481152823842, 0.3062412353107869]|132.3833770751953125|      0.25000000|[503, 176, 1, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[0.9825360454807723, 0.3762290199598668, 2.025525203401933, 0.4215032155867663, 1.6140481152823842, 0.3062412353107869]|132.3833770751953125|      0.12500000|[526, 184, 1, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[0.9331277715082876, 0.3516686876808989, 2.0907407946012655, 0.5047379268878494, 1.651312828991687, 0.3095371650304836]|126.4124145507812500|      0.25000000|[548, 192, 1, 49]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[0.9331277715082876, 0.3516686876808989, 2.0907407946012655, 0.5047379268878494, 1.651312828991687, 0.3095371650304836]|126.4124145507812500|      0.12500000|[571, 200, 1, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[0.9331277715082876, 0.3516686876808989, 2.0907407946012655, 0.5047379268878494, 1.651312828991687, 0.3095371650304836]|126.4124145507812500|      0.06250000|[593, 208, 1, 53]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      27|[0.9007056724841418, 0.3618216959060607, 2.1223345547590253, 0.5455727894297463, 1.643466155888414, 0.3145122992333939]|122.9223251342773438|      0.12500000|[615, 216, 1, 55]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      28|[0.8891990198379014, 0.3354724400453644, 2.0764786367840595, 0.6059757254414498, 1.6686976820594086, 0.4062205532533458]|120.2313385009765625|      0.25000000|[637, 224, 1, 57]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      29|[0.8891990198379014, 0.3354724400453644, 2.0764786367840595, 0.6059757254414498, 1.6686976820594086, 0.4062205532533458]|120.2313385009765625|      0.12500000|[659, 232, 1, 59]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[0.868596567328462, 0.3336301130922421, 2.165009787287555, 0.658132158063894, 1.7358107115929833, 0.4178364034352084]|115.9683685302734375|      0.25000000|[682, 240, 1, 61]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
