k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[1.0188869854563887, 0.0200965471291436, 0.0162805028302313, 0.0215098599193498, 0.4289876412856309, 0.02192674659212, 0.7961351322533281, 0.0213190555676176, 0.2243836175074242, 0.0205017479840888, 2.7002372842831277, 0.0216246076084053, 0.8075902298884621, 0.0233939729880449, 2.2689893166812594, 0.018172638557618, 14.353861635963106, 0.0332553530023289, 12.161771641316903, 0.0401256666938831, 0.2766963780251568, 0.0167348642859079, 0.2449860448481745, 0.017801788911297, 1.1637767454786652, 0.0200897123236245, 0.1751699271607872, 0.0249820216975558, 0.1163059607227798, 0.0189964120984828, 3.746221550039403, 0.0207954270073709, 0.8375416536780941, 0.0266524350482496, 0.1555254780251593, 0.0207858636033809, 0.3872747095063839, 0.0159177571647, 0.9236204543169506, 0.0210569492670889, 0.258064180242827, 0.0213704083273699, 2.068421623882124, 0.0193557348405601, 1.94580281800168, 0.017292064863418, 1.4815719532449119, 0.0181483313010707, 0.4787347690026116, 0.0197113333134942, 0.4932698450886287, 0.0199919043589388, 0.3283842556086808, 0.0195651161624196, 0.8429743267783332, 0.0213736287713746, 0.4585819216338426, 0.0211834859467276, 0.4909803157383689, 0.0166607153858504, 0.9868630153523634, 0.0203361719166874, -0.01762708183369, 0.0202693978212118, 0.2693021303955518, 0.0231432150255332]|2381209.7783768023364246|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[1.0188869854563887, 0.0200965471291436, 0.0162805028302313, 0.0215098599193498, 0.4289876412856309, 0.02192674659212, 0.7961351322533281, 0.0213190555676176, 0.2243836175074242, 0.0205017479840888, 2.7002372842831277, 0.0216246076084053, 0.8075902298884621, 0.0233939729880449, 2.2689893166812594, 0.018172638557618, 14.353861635963106, 0.0332553530023289, 12.161771641316903, 0.0401256666938831, 0.2766963780251568, 0.0167348642859079, 0.2449860448481745, 0.017801788911297, 1.1637767454786652, 0.0200897123236245, 0.1751699271607872, 0.0249820216975558, 0.1163059607227798, 0.0189964120984828, 3.746221550039403, 0.0207954270073709, 0.8375416536780941, 0.0266524350482496, 0.1555254780251593, 0.0207858636033809, 0.3872747095063839, 0.0159177571647, 0.9236204543169506, 0.0210569492670889, 0.258064180242827, 0.0213704083273699, 2.068421623882124, 0.0193557348405601, 1.94580281800168, 0.017292064863418, 1.4815719532449119, 0.0181483313010707, 0.4787347690026116, 0.0197113333134942, 0.4932698450886287, 0.0199919043589388, 0.3283842556086808, 0.0195651161624196, 0.8429743267783332, 0.0213736287713746, 0.4585819216338426, 0.0211834859467276, 0.4909803157383689, 0.0166607153858504, 0.9868630153523634, 0.0203361719166874, -0.01762708183369, 0.0202693978212118, 0.2693021303955518, 0.0231432150255332]|2381209.7783768023364246|      0.03125000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       8|[1.016409318573646, 0.018664980592187, 0.0171637625338492, 0.0228890832675331, 0.435535737115733, 0.021313933852075, 0.7922803714653214, 0.0194218751996371, 0.2192627064450602, 0.0206286256388377, 2.7025430755071707, 0.0252031266989798, 0.8091371746828908, 0.0242537069069662, 2.2693864114409563, 0.0148792646616702, 14.35190832283588, 0.0540069080415192, 12.159217961491457, 0.0496760734355123, 0.2796709878454554, 0.0152359131211797, 0.2463229654061516, 0.0225176470860728, 1.160578546632612, 0.0182739122707105, 0.1758841284376926, 0.0224838790407014, 0.1166345007918157, 0.014572509008708, 3.7458709755519988, 0.0260677818679409, 0.8388919453559729, 0.0260385320568831, 0.1505521964685095, 0.02520088404612, 0.3887291236618257, 0.0135185123947245, 0.922115295088283, 0.0176969182141614, 0.2548448726416632, 0.0260689642498513, 2.0641045855424185, 0.0209802352798248, 1.9480058907918159, 0.020890988208746, 1.4848084015201095, 0.0153207860652228, 0.4770472833311896, 0.0187606725967598, 0.4936552242817419, 0.0205051135314213, 0.3282943270887955, 0.0181426809461985, 0.8392612466211093, 0.021435496923438, 0.4580726329481244, 0.0206709049008795, 0.4894086957255678, 0.0170384050952065, 0.9827447761570307, 0.0193034925933521, -0.01630281680107, 0.0188152248469987, 0.2669516938790527, 0.0245310232433027]|1954731.4725381678435951|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       9|[1.016409318573646, 0.018664980592187, 0.0171637625338492, 0.0228890832675331, 0.435535737115733, 0.021313933852075, 0.7922803714653214, 0.0194218751996371, 0.2192627064450602, 0.0206286256388377, 2.7025430755071707, 0.0252031266989798, 0.8091371746828908, 0.0242537069069662, 2.2693864114409563, 0.0148792646616702, 14.35190832283588, 0.0540069080415192, 12.159217961491457, 0.0496760734355123, 0.2796709878454554, 0.0152359131211797, 0.2463229654061516, 0.0225176470860728, 1.160578546632612, 0.0182739122707105, 0.1758841284376926, 0.0224838790407014, 0.1166345007918157, 0.014572509008708, 3.7458709755519988, 0.0260677818679409, 0.8388919453559729, 0.0260385320568831, 0.1505521964685095, 0.02520088404612, 0.3887291236618257, 0.0135185123947245, 0.922115295088283, 0.0176969182141614, 0.2548448726416632, 0.0260689642498513, 2.0641045855424185, 0.0209802352798248, 1.9480058907918159, 0.020890988208746, 1.4848084015201095, 0.0153207860652228, 0.4770472833311896, 0.0187606725967598, 0.4936552242817419, 0.0205051135314213, 0.3282943270887955, 0.0181426809461985, 0.8392612466211093, 0.021435496923438, 0.4580726329481244, 0.0206709049008795, 0.4894086957255678, 0.0170384050952065, 0.9827447761570307, 0.0193034925933521, -0.01630281680107, 0.0188152248469987, 0.2669516938790527, 0.0245310232433027]|1954731.4725381678435951|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[1.019827484579177, 0.0218357052090103, 0.0193219875200313, 0.0274321339474184, 0.4336740843912497, 0.029267390569366, 0.7906681110519355, 0.0189467312136834, 0.2166535455192062, 0.0194209810073448, 2.7033126285968474, 0.0290265295821706, 0.8067100935195454, 0.0200333571084027, 2.268345578228647, 0.0253607826084148, 14.355392518502535, 0.0684515760918154, 12.155091908209569, 0.062090487432365, 0.2792452600789923, 0.016417884574605, 0.2451642763295895, 0.02021069166297, 1.1592451944653959, 0.0156586541160718, 0.1788310853101273, 0.020648929665965, 0.1148525181222989, 0.0100801253143143, 3.745490020342933, 0.0310971967907473, 0.8392656908818918, 0.0289214444068402, 0.1540379607540503, 0.030644273920679, 0.3864674141730619, 0.0100790460326119, 0.9224804998802252, 0.0154074934329169, 0.2496819771497399, 0.0276440194944192, 2.0622813317979043, 0.0252418395780286, 1.9469753160458174, 0.0224101363992039, 1.4830676357209867, 0.0160036650495321, 0.477115770457092, 0.0168526696363964, 0.4920303695619475, 0.0220677944078545, 0.3314461163718708, 0.0140351710882725, 0.8415321093734267, 0.0211177688689737, 0.4565718461525645, 0.0179679865178709, 0.4877035695342828, 0.0167447241391857, 0.9799264455018865, 0.0199392468041308, -0.015406516967242, 0.0195858121142426, 0.2705796422004794, 0.0296228931111948]|1746932.4229378267191350|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[1.019827484579177, 0.0218357052090103, 0.0193219875200313, 0.0274321339474184, 0.4336740843912497, 0.029267390569366, 0.7906681110519355, 0.0189467312136834, 0.2166535455192062, 0.0194209810073448, 2.7033126285968474, 0.0290265295821706, 0.8067100935195454, 0.0200333571084027, 2.268345578228647, 0.0253607826084148, 14.355392518502535, 0.0684515760918154, 12.155091908209569, 0.062090487432365, 0.2792452600789923, 0.016417884574605, 0.2451642763295895, 0.02021069166297, 1.1592451944653959, 0.0156586541160718, 0.1788310853101273, 0.020648929665965, 0.1148525181222989, 0.0100801253143143, 3.745490020342933, 0.0310971967907473, 0.8392656908818918, 0.0289214444068402, 0.1540379607540503, 0.030644273920679, 0.3864674141730619, 0.0100790460326119, 0.9224804998802252, 0.0154074934329169, 0.2496819771497399, 0.0276440194944192, 2.0622813317979043, 0.0252418395780286, 1.9469753160458174, 0.0224101363992039, 1.4830676357209867, 0.0160036650495321, 0.477115770457092, 0.0168526696363964, 0.4920303695619475, 0.0220677944078545, 0.3314461163718708, 0.0140351710882725, 0.8415321093734267, 0.0211177688689737, 0.4565718461525645, 0.0179679865178709, 0.4877035695342828, 0.0167447241391857, 0.9799264455018865, 0.0199392468041308, -0.015406516967242, 0.0195858121142426, 0.2705796422004794, 0.0296228931111948]|1746932.4229378267191350|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
