k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[112, 36, 4, 13]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.01911944920663, 0.1531250835658777, 0.3447287840552488, 0.231379010325221, 100.05057379379213, -0.0470516692617549, 0.3232299975463903, 0.8676635504409784, 100.08684254654437, -0.0384409315274541, 0.3740135365627276, 0.887701928547799, 100.0207843683474, -0.0038674258599418, 0.346307753718565, 0.7585459167628601, 99.96715120288088, 0.1368549352305378, 0.4069027097664709, 0.8317700093122846, 99.96073626158608, 0.0709302114745058, 0.4156462207143061, 0.7344631087890575, 100.009667162508, 0.0530426661529689, 0.4354605683747191, 0.791226342861728, 100.05857234216005, 0.0909234146604458, 0.409545127181901, 0.688722986933481, 100.03174124930536, 0.1385546580369966, 0.4979152868370632, 0.7381454289379146, 100.00588442495165, 0.279150465317143, 0.4953200523779941, 0.6400746462004995, 99.89321782743569, 0.2447301336968177, 0.5831104314471285, 0.4171124499890236, 100.05241930335448, 0.2576626868767283, 0.5950632383254707, 0.582076222015221, 100.02578025912763, 0.3771859518828746, 0.5440631668174015, 0.510847589234285, 100.01997559702306, 0.3770168722218571, 0.6191359037882249, 0.382797276228549, 100.0841385649603, 0.3849540702654516, 0.634915479115912, 0.4271635376651248, 100.02100504157278, 0.4091290741358599, 0.71043110030918, 0.2556949044340554, 100.00214835816568, 0.4105254608306598, 0.7296299685926909, 0.2642661993422796, 99.98531376272003, 0.4210719063203702, 0.7716195128114233, 0.2197824162418193, 99.91805209960219, 0.4870437033593076, 0.782899083489335, 0.1149757863108498, 99.9574894178162, 0.5196712136961991, 0.7944894127056286, 0.0240890422561068, 299.97097387296947, 299.8775843846376, 300.07258738807303, 300.0341177981541, 300.08953963914354, 299.9786900398543, 300.0393838723498, 300.01073918062366, 299.9899490266127, 300.0347967955242, 300.0012340942818, 300.0069022971272, 299.9866911492231, 299.9748780161792, 299.98246474443476, 299.9949198170652, 300.0416857399951, 299.93349547250943, 299.9631529922103]|921.9723510742187500|      1.00000000|[212, 68, 7, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | iterate success | actual_k=4
       3|[100.01911944920663, 0.1531250835658777, 0.3447287840552488, 0.231379010325221, 100.05057379379213, -0.0470516692617549, 0.3232299975463903, 0.8676635504409784, 100.08684254654437, -0.0384409315274541, 0.3740135365627276, 0.887701928547799, 100.0207843683474, -0.0038674258599418, 0.346307753718565, 0.7585459167628601, 99.96715120288088, 0.1368549352305378, 0.4069027097664709, 0.8317700093122846, 99.96073626158608, 0.0709302114745058, 0.4156462207143061, 0.7344631087890575, 100.009667162508, 0.0530426661529689, 0.4354605683747191, 0.791226342861728, 100.05857234216005, 0.0909234146604458, 0.409545127181901, 0.688722986933481, 100.03174124930536, 0.1385546580369966, 0.4979152868370632, 0.7381454289379146, 100.00588442495165, 0.279150465317143, 0.4953200523779941, 0.6400746462004995, 99.89321782743569, 0.2447301336968177, 0.5831104314471285, 0.4171124499890236, 100.05241930335448, 0.2576626868767283, 0.5950632383254707, 0.582076222015221, 100.02578025912763, 0.3771859518828746, 0.5440631668174015, 0.510847589234285, 100.01997559702306, 0.3770168722218571, 0.6191359037882249, 0.382797276228549, 100.0841385649603, 0.3849540702654516, 0.634915479115912, 0.4271635376651248, 100.02100504157278, 0.4091290741358599, 0.71043110030918, 0.2556949044340554, 100.00214835816568, 0.4105254608306598, 0.7296299685926909, 0.2642661993422796, 99.98531376272003, 0.4210719063203702, 0.7716195128114233, 0.2197824162418193, 99.91805209960219, 0.4870437033593076, 0.782899083489335, 0.1149757863108498, 99.9574894178162, 0.5196712136961991, 0.7944894127056286, 0.0240890422561068, 299.97097387296947, 299.8775843846376, 300.07258738807303, 300.0341177981541, 300.08953963914354, 299.9786900398543, 300.0393838723498, 300.01073918062366, 299.9899490266127, 300.0347967955242, 300.0012340942818, 300.0069022971272, 299.9866911492231, 299.9748780161792, 299.98246474443476, 299.9949198170652, 300.0416857399951, 299.93349547250943, 299.9631529922103]|921.9723510742187500|      0.50000000|[334, 108, 9, 36]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[100.01911944920663, 0.1531250835658777, 0.3447287840552488, 0.231379010325221, 100.05057379379213, -0.0470516692617549, 0.3232299975463903, 0.8676635504409784, 100.08684254654437, -0.0384409315274541, 0.3740135365627276, 0.887701928547799, 100.0207843683474, -0.0038674258599418, 0.346307753718565, 0.7585459167628601, 99.96715120288088, 0.1368549352305378, 0.4069027097664709, 0.8317700093122846, 99.96073626158608, 0.0709302114745058, 0.4156462207143061, 0.7344631087890575, 100.009667162508, 0.0530426661529689, 0.4354605683747191, 0.791226342861728, 100.05857234216005, 0.0909234146604458, 0.409545127181901, 0.688722986933481, 100.03174124930536, 0.1385546580369966, 0.4979152868370632, 0.7381454289379146, 100.00588442495165, 0.279150465317143, 0.4953200523779941, 0.6400746462004995, 99.89321782743569, 0.2447301336968177, 0.5831104314471285, 0.4171124499890236, 100.05241930335448, 0.2576626868767283, 0.5950632383254707, 0.582076222015221, 100.02578025912763, 0.3771859518828746, 0.5440631668174015, 0.510847589234285, 100.01997559702306, 0.3770168722218571, 0.6191359037882249, 0.382797276228549, 100.0841385649603, 0.3849540702654516, 0.634915479115912, 0.4271635376651248, 100.02100504157278, 0.4091290741358599, 0.71043110030918, 0.2556949044340554, 100.00214835816568, 0.4105254608306598, 0.7296299685926909, 0.2642661993422796, 99.98531376272003, 0.4210719063203702, 0.7716195128114233, 0.2197824162418193, 99.91805209960219, 0.4870437033593076, 0.782899083489335, 0.1149757863108498, 99.9574894178162, 0.5196712136961991, 0.7944894127056286, 0.0240890422561068, 299.97097387296947, 299.8775843846376, 300.07258738807303, 300.0341177981541, 300.08953963914354, 299.9786900398543, 300.0393838723498, 300.01073918062366, 299.9899490266127, 300.0347967955242, 300.0012340942818, 300.0069022971272, 299.9866911492231, 299.9748780161792, 299.98246474443476, 299.9949198170652, 300.0416857399951, 299.93349547250943, 299.9631529922103]|921.9723510742187500|      0.25000000|[456, 148, 11, 48]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[100.01877157108979, 0.1556016537515619, 0.3663576979446491, 0.2243003922669029, 100.02865551000721, -0.0234806273415148, 0.3644245870951307, 0.8529491978931704, 100.0726170208722, -0.0381992115024449, 0.3564116125753054, 0.8623782935736425, 100.04410567506699, 0.0323531999691848, 0.3351660035154161, 0.8087855914625766, 99.96672742264893, 0.1457746052706744, 0.3621236265361424, 0.8298922487271005, 99.95293856285834, 0.1148294772205825, 0.3889051614336716, 0.7861123834509703, 100.02539267165318, 0.0657117322767536, 0.4652551018967835, 0.7911574281532932, 100.06286045946702, 0.0807702969586277, 0.4331779909162946, 0.6631830563596509, 100.03006766431321, 0.1299314028160465, 0.4876165689721171, 0.7089378259911983, 100.0305718616606, 0.2521283208087576, 0.4874853845452613, 0.6497957881382902, 99.8628729804097, 0.2614877015016138, 0.6044378338692978, 0.4758959346479994, 100.04217067008513, 0.2255516873223095, 0.6111954624468905, 0.5948855866962954, 100.00587308871633, 0.3632729623244186, 0.4985892934985481, 0.4968860944934378, 99.97843486849764, 0.4147757765598105, 0.6279701347253701, 0.3765510372375941, 100.07510790559066, 0.4320653255972555, 0.6475405026312846, 0.4288721297112871, 100.04320117849925, 0.4091471867757913, 0.7044663130826662, 0.2612919294179948, 100.02110255494145, 0.4436474009504713, 0.707580121435329, 0.2687241296039344, 99.92653166661074, 0.3912047815888879, 0.7609410163846965, 0.2631847648104628, 99.88847314262206, 0.473833125145689, 0.7563673044003565, 0.0888009241576408, 99.96784601326445, 0.4827611886699733, 0.7995131754038813, -0.0061086481887297, 299.98207969869225, 299.86211376556577, 300.0694804986631, 300.0206333826854, 300.09872666536023, 299.9705078436763, 300.08832741296453, 299.9802230472613, 299.936814972568, 300.03080299352484, 300.02853470804877, 300.02400860661726, 299.987556350076, 299.9803246519546, 299.9479389585126, 300.0141399943167, 300.0452678461217, 299.9575562925585, 299.92206998869926]|669.4053874746578003|      0.50000000|[480, 156, 12, 51]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       6|[100.01877157108979, 0.1556016537515619, 0.3663576979446491, 0.2243003922669029, 100.02865551000721, -0.0234806273415148, 0.3644245870951307, 0.8529491978931704, 100.0726170208722, -0.0381992115024449, 0.3564116125753054, 0.8623782935736425, 100.04410567506699, 0.0323531999691848, 0.3351660035154161, 0.8087855914625766, 99.96672742264893, 0.1457746052706744, 0.3621236265361424, 0.8298922487271005, 99.95293856285834, 0.1148294772205825, 0.3889051614336716, 0.7861123834509703, 100.02539267165318, 0.0657117322767536, 0.4652551018967835, 0.7911574281532932, 100.06286045946702, 0.0807702969586277, 0.4331779909162946, 0.6631830563596509, 100.03006766431321, 0.1299314028160465, 0.4876165689721171, 0.7089378259911983, 100.0305718616606, 0.2521283208087576, 0.4874853845452613, 0.6497957881382902, 99.8628729804097, 0.2614877015016138, 0.6044378338692978, 0.4758959346479994, 100.04217067008513, 0.2255516873223095, 0.6111954624468905, 0.5948855866962954, 100.00587308871633, 0.3632729623244186, 0.4985892934985481, 0.4968860944934378, 99.97843486849764, 0.4147757765598105, 0.6279701347253701, 0.3765510372375941, 100.07510790559066, 0.4320653255972555, 0.6475405026312846, 0.4288721297112871, 100.04320117849925, 0.4091471867757913, 0.7044663130826662, 0.2612919294179948, 100.02110255494145, 0.4436474009504713, 0.707580121435329, 0.2687241296039344, 99.92653166661074, 0.3912047815888879, 0.7609410163846965, 0.2631847648104628, 99.88847314262206, 0.473833125145689, 0.7563673044003565, 0.0888009241576408, 99.96784601326445, 0.4827611886699733, 0.7995131754038813, -0.0061086481887297, 299.98207969869225, 299.86211376556577, 300.0694804986631, 300.0206333826854, 300.09872666536023, 299.9705078436763, 300.08832741296453, 299.9802230472613, 299.936814972568, 300.03080299352484, 300.02853470804877, 300.02400860661726, 299.987556350076, 299.9803246519546, 299.9479389585126, 300.0141399943167, 300.0452678461217, 299.9575562925585, 299.92206998869926]|669.4053874746578003|      0.25000000|[592, 192, 16, 64]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[100.02817209540515, 0.1903847536581909, 0.4203586442526946, 0.2339424700369655, 100.01497856013165, -0.0357208485347897, 0.3417455799829238, 0.8492479906022731, 100.09405298910072, -0.0626207647748882, 0.3696220228576491, 0.8615151497296314, 100.05781431499823, 0.0587228487759947, 0.3458618458354071, 0.8387837461735463, 99.98931269412611, 0.1015288395160146, 0.3242476915697886, 0.8123642250374741, 99.95373325389646, 0.0987097634755542, 0.4004438716944843, 0.8246460819827516, 100.00452057261742, 0.0407778198782423, 0.4321162553765843, 0.8022338448150236, 100.0563765482009, 0.1141442784021961, 0.4355685768950546, 0.7042218004666431, 100.06033191832441, 0.1640884137669793, 0.5084414941562816, 0.7220260446911564, 100.04549331297751, 0.2481892069596617, 0.5049571678302128, 0.6666741292412189, 99.88388636114541, 0.2427100540198601, 0.5981832638334345, 0.4933882360991411, 100.06450775872969, 0.2509470554746778, 0.6507547192678492, 0.5665874997485135, 100.0106856088574, 0.4109133420272912, 0.5249219020108743, 0.5349181272201171, 99.99647988540302, 0.4185947915077499, 0.6447257111576613, 0.4242557513885098, 100.05321858451802, 0.4213210090376338, 0.6644002013989314, 0.4485063828177098, 100.06383498056147, 0.4668149372438159, 0.7145918240469026, 0.2638465238753966, 100.00103822460005, 0.4166372418183277, 0.6949746169934607, 0.3043151621610329, 99.92421552266752, 0.3959247818639131, 0.7243427209295537, 0.2736776166851578, 99.83894799279607, 0.4684844045492946, 0.7777603754222554, 0.081953999588694, 99.96085620539553, 0.5105261956844745, 0.7761434811003158, -0.0338878100704118, 299.95466841786555, 299.8374850167799, 300.111713490112, 300.01692443904903, 300.12901454671777, 299.9918277083668, 300.01091187353035, 299.99061031383235, 299.92400164497656, 300.0186772390152, 300.0178290588372, 300.0414015863471, 299.95497748262443, 299.9673196379362, 299.92821125851964, 300.00046281758284, 300.05177031385915, 299.95565787209125, 299.9213349977088]|526.0205413360945386|      0.50000000|[642, 208, 18, 70]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       8|[100.02817209540515, 0.1903847536581909, 0.4203586442526946, 0.2339424700369655, 100.01497856013165, -0.0357208485347897, 0.3417455799829238, 0.8492479906022731, 100.09405298910072, -0.0626207647748882, 0.3696220228576491, 0.8615151497296314, 100.05781431499823, 0.0587228487759947, 0.3458618458354071, 0.8387837461735463, 99.98931269412611, 0.1015288395160146, 0.3242476915697886, 0.8123642250374741, 99.95373325389646, 0.0987097634755542, 0.4004438716944843, 0.8246460819827516, 100.00452057261742, 0.0407778198782423, 0.4321162553765843, 0.8022338448150236, 100.0563765482009, 0.1141442784021961, 0.4355685768950546, 0.7042218004666431, 100.06033191832441, 0.1640884137669793, 0.5084414941562816, 0.7220260446911564, 100.04549331297751, 0.2481892069596617, 0.5049571678302128, 0.6666741292412189, 99.88388636114541, 0.2427100540198601, 0.5981832638334345, 0.4933882360991411, 100.06450775872969, 0.2509470554746778, 0.6507547192678492, 0.5665874997485135, 100.0106856088574, 0.4109133420272912, 0.5249219020108743, 0.5349181272201171, 99.99647988540302, 0.4185947915077499, 0.6447257111576613, 0.4242557513885098, 100.05321858451802, 0.4213210090376338, 0.6644002013989314, 0.4485063828177098, 100.06383498056147, 0.4668149372438159, 0.7145918240469026, 0.2638465238753966, 100.00103822460005, 0.4166372418183277, 0.6949746169934607, 0.3043151621610329, 99.92421552266752, 0.3959247818639131, 0.7243427209295537, 0.2736776166851578, 99.83894799279607, 0.4684844045492946, 0.7777603754222554, 0.081953999588694, 99.96085620539553, 0.5105261956844745, 0.7761434811003158, -0.0338878100704118, 299.95466841786555, 299.8374850167799, 300.111713490112, 300.01692443904903, 300.12901454671777, 299.9918277083668, 300.01091187353035, 299.99061031383235, 299.92400164497656, 300.0186772390152, 300.0178290588372, 300.0414015863471, 299.95497748262443, 299.9673196379362, 299.92821125851964, 300.00046281758284, 300.05177031385915, 299.95565787209125, 299.9213349977088]|526.0205413360945386|      0.25000000|[764, 248, 19, 81]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[100.02817209540515, 0.1903847536581909, 0.4203586442526946, 0.2339424700369655, 100.01497856013165, -0.0357208485347897, 0.3417455799829238, 0.8492479906022731, 100.09405298910072, -0.0626207647748882, 0.3696220228576491, 0.8615151497296314, 100.05781431499823, 0.0587228487759947, 0.3458618458354071, 0.8387837461735463, 99.98931269412611, 0.1015288395160146, 0.3242476915697886, 0.8123642250374741, 99.95373325389646, 0.0987097634755542, 0.4004438716944843, 0.8246460819827516, 100.00452057261742, 0.0407778198782423, 0.4321162553765843, 0.8022338448150236, 100.0563765482009, 0.1141442784021961, 0.4355685768950546, 0.7042218004666431, 100.06033191832441, 0.1640884137669793, 0.5084414941562816, 0.7220260446911564, 100.04549331297751, 0.2481892069596617, 0.5049571678302128, 0.6666741292412189, 99.88388636114541, 0.2427100540198601, 0.5981832638334345, 0.4933882360991411, 100.06450775872969, 0.2509470554746778, 0.6507547192678492, 0.5665874997485135, 100.0106856088574, 0.4109133420272912, 0.5249219020108743, 0.5349181272201171, 99.99647988540302, 0.4185947915077499, 0.6447257111576613, 0.4242557513885098, 100.05321858451802, 0.4213210090376338, 0.6644002013989314, 0.4485063828177098, 100.06383498056147, 0.4668149372438159, 0.7145918240469026, 0.2638465238753966, 100.00103822460005, 0.4166372418183277, 0.6949746169934607, 0.3043151621610329, 99.92421552266752, 0.3959247818639131, 0.7243427209295537, 0.2736776166851578, 99.83894799279607, 0.4684844045492946, 0.7777603754222554, 0.081953999588694, 99.96085620539553, 0.5105261956844745, 0.7761434811003158, -0.0338878100704118, 299.95466841786555, 299.8374850167799, 300.111713490112, 300.01692443904903, 300.12901454671777, 299.9918277083668, 300.01091187353035, 299.99061031383235, 299.92400164497656, 300.0186772390152, 300.0178290588372, 300.0414015863471, 299.95497748262443, 299.9673196379362, 299.92821125851964, 300.00046281758284, 300.05177031385915, 299.95565787209125, 299.9213349977088]|526.0205413360945386|      0.12500000|[886, 288, 22, 94]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.03581895498733, 0.2028712144930489, 0.4341168353470444, 0.2375585421103794, 100.0060596882745, -0.0494286289853838, 0.348723486789736, 0.8580352519729266, 100.06561604622554, -0.0438905623583645, 0.3761148002329468, 0.8618839848834645, 100.06919237269233, 0.0533379255042893, 0.3495676613544374, 0.837892107457701, 99.9835393940089, 0.1190561104407706, 0.328968051155743, 0.8085152674845678, 99.96836733188525, 0.1101951718300099, 0.3980350285494259, 0.826801876711369, 100.01110640889677, 0.0666112778624492, 0.4257702649349204, 0.8135100116880616, 100.05068896221088, 0.1489565725352682, 0.421220106150499, 0.699685576656232, 100.06447103748908, 0.1790928305758437, 0.5309326280749544, 0.7149123555180329, 100.01833720922917, 0.2245090054374206, 0.4995481397707219, 0.6797317302685917, 99.90069250246724, 0.2608066031862584, 0.5947792573889845, 0.483695117733782, 100.06631775804732, 0.2412796113121387, 0.6701126107372363, 0.5513083209119707, 100.02108517449759, 0.4132826621117646, 0.5283070823101687, 0.5189052082351797, 99.99763306955478, 0.4187877342603691, 0.6413742992053594, 0.4267324424531767, 100.0721586252701, 0.4084632907640346, 0.6633807852382997, 0.4380770848044178, 100.07167350453206, 0.4563311864992484, 0.7424459012748269, 0.2602896190285286, 99.9974635511973, 0.4093447379199774, 0.7094685555089488, 0.3114551333661332, 99.93826939039867, 0.4131189832786069, 0.7359372855135508, 0.2565458077356324, 99.8292749925619, 0.4796225634243274, 0.7716580212395933, 0.078561445583609, 99.94969643750731, 0.5118434561071898, 0.7857771047194771, -0.0204781936598544, 299.9621925173452, 299.82734035511874, 300.1161109142909, 299.9882041882369, 300.13895331326233, 299.9922711058435, 300.01208108998213, 299.99451088501536, 299.9225383521401, 300.0269512705491, 299.9936981596001, 300.0386544874101, 299.9474911096116, 299.97674807984055, 299.92475628111515, 300.0097599657039, 300.050531864571, 299.9814886515366, 299.92772180332724]|463.0007019042968750|      0.25000000|[911, 296, 22, 96]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
