k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6948648484676907, 0.7819874815855374, 1.1802665242743238, 1.1577304049598214, 0.8250714447658536, 0.9662557660875148, 0.8314292805793121, 1.0159755948017544, 0.9917974918263974, 1.4883595456552703, 1.0315233232310255, 0.8477927835691558, 1.5122622991572439, 0.997848386155058, 1.1007059683813851, 1.0828168504878097, 0.8910912622690825, 1.0724071570425011, 0.7340696970172664, 0.92403311930725, 1.0257643318227134, 1.1393901387633418, 1.1553433575207985, 0.83190644649995, 0.8173438030447047]|  9.8997488021850586|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.6948648484676907, 0.7819874815855374, 1.1802665242743238, 1.1577304049598214, 0.8250714447658536, 0.9662557660875148, 0.8314292805793121, 1.0159755948017544, 0.9917974918263974, 1.4883595456552703, 1.0315233232310255, 0.8477927835691558, 1.5122622991572439, 0.997848386155058, 1.1007059683813851, 1.0828168504878097, 0.8910912622690825, 1.0724071570425011, 0.7340696970172664, 0.92403311930725, 1.0257643318227134, 1.1393901387633418, 1.1553433575207985, 0.83190644649995, 0.8173438030447047]|  9.8997488021850586|      1.00000000|[75, 0, 0, 5]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.765203911076112, 0.9649622701701841, 1.3738058645692381, 0.9125073151021509, 0.8178046283979057, 0.8844513355268582, 0.70307374218265, 1.0448998845032935, 0.9312288894252967, 1.3458617310091183, 1.0090335712694065, 1.1078049208551346, 2.112425970279211, 1.0743442577808335, 1.1148184033321848, 1.0785972801104458, 0.8485134442875646, 1.4679653159714778, 0.6805866927118908, 1.1309693637625635, 1.1626480254174032, 0.8072165651071881, 1.075228766252423, 0.6290178012669374, 0.7864856443649931]|  7.8274254798889160|      2.00000000|[105, 0, 0, 7]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[0.765203911076112, 0.9649622701701841, 1.3738058645692381, 0.9125073151021509, 0.8178046283979057, 0.8844513355268582, 0.70307374218265, 1.0448998845032935, 0.9312288894252967, 1.3458617310091183, 1.0090335712694065, 1.1078049208551346, 2.112425970279211, 1.0743442577808335, 1.1148184033321848, 1.0785972801104458, 0.8485134442875646, 1.4679653159714778, 0.6805866927118908, 1.1309693637625635, 1.1626480254174032, 0.8072165651071881, 1.075228766252423, 0.6290178012669374, 0.7864856443649931]|  7.8274254798889160|      1.00000000|[149, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.6844998910828252, 1.0847504282852296, 1.1852810376821166, 0.7389383150942692, 0.7873360044011314, 0.7695199055824072, 0.8020640360318008, 0.9135413950582664, 0.7219526616382079, 1.1538029811485355, 1.0171129688187808, 0.9263683850007727, 1.7617824943181852, 0.9077219995808163, 0.9782993092695264, 0.6022360969672647, 1.070756453040074, 1.267799953097361, 0.9374548629353011, 1.0878041923405979, 1.375285617723641, 0.6027697910380009, 1.0035700545755335, 0.9196921063176056, 0.6179717861135645]|  7.0717949867248535|      2.00000000|[179, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[0.6844998910828252, 1.0847504282852296, 1.1852810376821166, 0.7389383150942692, 0.7873360044011314, 0.7695199055824072, 0.8020640360318008, 0.9135413950582664, 0.7219526616382079, 1.1538029811485355, 1.0171129688187808, 0.9263683850007727, 1.7617824943181852, 0.9077219995808163, 0.9782993092695264, 0.6022360969672647, 1.070756453040074, 1.267799953097361, 0.9374548629353011, 1.0878041923405979, 1.375285617723641, 0.6027697910380009, 1.0035700545755335, 0.9196921063176056, 0.6179717861135645]|  7.0717949867248535|      1.00000000|[223, 0, 0, 15]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.6331450671554615, 1.078965475483057, 1.2087904265684244, 0.968822769138163, 0.7346605853599519, 0.7475870249517135, 0.948332312623311, 0.4819479779105035, 0.7403721288444237, 0.9733011911308209, 0.9494200943904527, 0.4953875838090017, 2.0392094426275524, 0.5645247480551012, 0.9373159627402754, 0.8063751009743437, 1.1480694753982592, 1.149511926182246, 1.1291181997516697, 1.1831268866021278, 1.1995786415355272, 0.9059043846308334, 0.9236542816101864, 0.9552838335998514, 0.3432905039762761]|  5.8186726570129395|      2.00000000|[267, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | iterate success | actual_k=0
       8|[0.6331450671554615, 1.078965475483057, 1.2087904265684244, 0.968822769138163, 0.7346605853599519, 0.7475870249517135, 0.948332312623311, 0.4819479779105035, 0.7403721288444237, 0.9733011911308209, 0.9494200943904527, 0.4953875838090017, 2.0392094426275524, 0.5645247480551012, 0.9373159627402754, 0.8063751009743437, 1.1480694753982592, 1.149511926182246, 1.1291181997516697, 1.1831268866021278, 1.1995786415355272, 0.9059043846308334, 0.9236542816101864, 0.9552838335998514, 0.3432905039762761]|  5.8186726570129395|      1.00000000|[311, 0, 0, 21]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.6331450671554615, 1.078965475483057, 1.2087904265684244, 0.968822769138163, 0.7346605853599519, 0.7475870249517135, 0.948332312623311, 0.4819479779105035, 0.7403721288444237, 0.9733011911308209, 0.9494200943904527, 0.4953875838090017, 2.0392094426275524, 0.5645247480551012, 0.9373159627402754, 0.8063751009743437, 1.1480694753982592, 1.149511926182246, 1.1291181997516697, 1.1831268866021278, 1.1995786415355272, 0.9059043846308334, 0.9236542816101864, 0.9552838335998514, 0.3432905039762761]|  5.8186726570129395|      0.50000000|[355, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
