k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891555786132812|      2.00000000|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891555786132812|      1.00000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891555786132812|      0.50000000|[81, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891555786132812|      0.25000000|[107, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.0159441028935772, 1.0395936761328008, 0.2598784743439585, 0.9938368640364369, 0.8914582466453229, 1.7940495920502129, 0.8815268170161218, 1.10537706289444]| 51.9323692321777344|      0.50000000|[134, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.0159441028935772, 1.0395936761328008, 0.2598784743439585, 0.9938368640364369, 0.8914582466453229, 1.7940495920502129, 0.8815268170161218, 1.10537706289444]| 51.9323692321777344|      0.25000000|[160, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.0159441028935772, 1.0395936761328008, 0.2598784743439585, 0.9938368640364369, 0.8914582466453229, 1.7940495920502129, 0.8815268170161218, 1.10537706289444]| 51.9323692321777344|      0.12500000|[186, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.0159441028935772, 1.0395936761328008, 0.2598784743439585, 0.9938368640364369, 0.8914582466453229, 1.7940495920502129, 0.8815268170161218, 1.10537706289444]| 51.9323692321777344|      0.06250000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.0005811112205849, 1.0124795698732116, 0.2568290975411561, 1.0097820964589863, 0.8977613860146556, 1.7932273335403213, 0.8828054949017101, 1.1562927059938726]| 49.4080276489257812|      0.12500000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[-0.0724234648862439, 0.9235360582038978, 0.2364405882359689, 0.9705898217759257, 0.8831174905169803, 1.8106949180249405, 0.8792566901409705, 1.1479952336748565]| 46.1371231079101562|      0.25000000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[-0.1135047313183164, 0.7848696609892873, 0.1788831817639502, 0.9192741170795876, 0.7722050726334806, 1.9583123289695659, 0.8894242135250254, 1.1100220818822253]| 41.7880554199218750|      0.50000000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[-0.1135047313183164, 0.7848696609892873, 0.1788831817639502, 0.9192741170795876, 0.7722050726334806, 1.9583123289695659, 0.8894242135250254, 1.1100220818822253]| 41.7880554199218750|      0.25000000|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.1135047313183164, 0.7848696609892873, 0.1788831817639502, 0.9192741170795876, 0.7722050726334806, 1.9583123289695659, 0.8894242135250254, 1.1100220818822253]| 41.7880554199218750|      0.12500000|[343, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[-0.0888412123403172, 0.7442727302648096, 0.1800527906896702, 0.9548586442466342, 0.7871016954746134, 2.0029159903094746, 0.860758624787021, 1.2052474016975967]| 39.7529716491699219|      0.25000000|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[-0.0888412123403172, 0.7442727302648096, 0.1800527906896702, 0.9548586442466342, 0.7871016954746134, 2.0029159903094746, 0.860758624787021, 1.2052474016975967]| 39.7529716491699219|      0.12500000|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[-0.0888412123403172, 0.7442727302648096, 0.1800527906896702, 0.9548586442466342, 0.7871016954746134, 2.0029159903094746, 0.860758624787021, 1.2052474016975967]| 39.7529716491699219|      0.06250000|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[-0.106692903882579, 0.7164518690317359, 0.1712028403654975, 0.9161138151038353, 0.7835546253087922, 1.9844163040117806, 0.8608815360177408, 1.1755952824438232]| 37.2998809814453125|      0.12500000|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
