k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[19.953805336062327, 1.9898630035812386, 2.013492269752184, 2.0005467818138674, 0.6975750737465392]|5003.0034932730832224|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[19.953805336062327, 1.9898630035812386, 2.013492269752184, 2.0005467818138674, 0.6975750737465392]|5003.0034932730832224|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[19.953805336062327, 1.9898630035812386, 2.013492269752184, 2.0005467818138674, 0.6975750737465392]|5003.0034932730832224|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[19.953805336062327, 1.9898630035812386, 2.013492269752184, 2.0005467818138674, 0.6975750737465392]|5003.0034932730832224|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[19.96654746436432, 1.9944046757268734, 2.001319340420103, 1.9933700872623783, 0.5741152575015446]|4173.7298806593234985|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[19.96654746436432, 1.9944046757268734, 2.001319340420103, 1.9933700872623783, 0.5741152575015446]|4173.7298806593234985|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[19.919618406590377, 2.101806852198849, 2.0306134724608342, 2.02040893456804, 0.5568470615942236]|3873.0425203936224534|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[19.996542972824408, 2.3216823026249287, 2.0781507191469397, 2.094552300886373, 0.5349297438266493]|3334.7750247932526690|      0.50000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[19.996542972824408, 2.3216823026249287, 2.0781507191469397, 2.094552300886373, 0.5349297438266493]|3334.7750247932526690|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[19.996542972824408, 2.3216823026249287, 2.0781507191469397, 2.094552300886373, 0.5349297438266493]|3334.7750247932526690|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[19.996542972824408, 2.3216823026249287, 2.0781507191469397, 2.094552300886373, 0.5349297438266493]|3334.7750247932526690|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[19.996542972824408, 2.3216823026249287, 2.0781507191469397, 2.094552300886373, 0.5349297438266493]|3334.7750247932526690|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[20.00651777716079, 2.3470623278665435, 2.090285816418584, 2.098986855327815, 0.526806060037908]|3276.1681076115082760|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[19.99610700963946, 2.3970992823395747, 2.1008872316091933, 2.0990189626076767, 0.4924290608704491]|3233.5835787699111279|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[19.99610700963946, 2.3970992823395747, 2.1008872316091933, 2.0990189626076767, 0.4924290608704491]|3233.5835787699111279|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
