k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-0.0001371302820138, 0.0013475228698363, 0.0013786952484684, 0.0061953153585085, 0.0007637152752057, 0.0004876286419072, 0.002657815906793, 0.0010696931656597, 0.0001438176607832, 1.003141312715235]|2710.5632431254448420|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[-0.0001371302820138, 0.0013475228698363, 0.0013786952484684, 0.0061953153585085, 0.0007637152752057, 0.0004876286419072, 0.002657815906793, 0.0010696931656597, 0.0001438176607832, 1.003141312715235]|2710.5632431254448420|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[-0.0001371302820138, 0.0013475228698363, 0.0013786952484684, 0.0061953153585085, 0.0007637152752057, 0.0004876286419072, 0.002657815906793, 0.0010696931656597, 0.0001438176607832, 1.003141312715235]|2710.5632431254448420|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[-0.0001371302820138, 0.0013475228698363, 0.0013786952484684, 0.0061953153585085, 0.0007637152752057, 0.0004876286419072, 0.002657815906793, 0.0010696931656597, 0.0001438176607832, 1.003141312715235]|2710.5632431254448420|      0.00195312|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[-2.9085085875e-06, 0.0017365406032403, 0.0009341883151508, 0.0044690826783822, 0.0005972164632168, 0.0008573403703555, 0.0029612978111508, 0.0010523641737629, -0.0003154024213718, 1.0031550256260895]|2700.3162166012925809|      0.00390625|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[-2.9085085875e-06, 0.0017365406032403, 0.0009341883151508, 0.0044690826783822, 0.0005972164632168, 0.0008573403703555, 0.0029612978111508, 0.0010523641737629, -0.0003154024213718, 1.0031550256260895]|2700.3162166012925809|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[-2.9085085875e-06, 0.0017365406032403, 0.0009341883151508, 0.0044690826783822, 0.0005972164632168, 0.0008573403703555, 0.0029612978111508, 0.0010523641737629, -0.0003154024213718, 1.0031550256260895]|2700.3162166012925809|      0.00097656|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-2.9085085875e-06, 0.0017365406032403, 0.0009341883151508, 0.0044690826783822, 0.0005972164632168, 0.0008573403703555, 0.0029612978111508, 0.0010523641737629, -0.0003154024213718, 1.0031550256260895]|2700.3162166012925809|      0.00048828|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[9.18122210981e-05, 0.0019084042599054, 0.0009452479949785, 0.0049043936670161, 0.0006447758972199, 0.0008488289304858, 0.0029811907991447, 0.0010196102999827, -0.0003352629154708, 1.0030769606414442]|2699.9577011048872919|      0.00097656|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[9.18122210981e-05, 0.0019084042599054, 0.0009452479949785, 0.0049043936670161, 0.0006447758972199, 0.0008488289304858, 0.0029811907991447, 0.0010196102999827, -0.0003352629154708, 1.0030769606414442]|2699.9577011048872919|      0.00048828|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[0.0001846274871983, 0.0018944583848815, 0.0012420898149238, 0.0047321231314383, 0.0004221902085455, 0.0010369229088084, 0.0029512742658863, 0.0010148353017, -0.0002942364544251, 1.002921100091616]|2699.7763910662952185|      0.00097656|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.0001846274871983, 0.0018944583848815, 0.0012420898149238, 0.0047321231314383, 0.0004221902085455, 0.0010369229088084, 0.0029512742658863, 0.0010148353017, -0.0002942364544251, 1.002921100091616]|2699.7763910662952185|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.0001846274871983, 0.0018944583848815, 0.0012420898149238, 0.0047321231314383, 0.0004221902085455, 0.0010369229088084, 0.0029512742658863, 0.0010148353017, -0.0002942364544251, 1.002921100091616]|2699.7763910662952185|      0.00024414|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[0.0001846274871983, 0.0018944583848815, 0.0012420898149238, 0.0047321231314383, 0.0004221902085455, 0.0010369229088084, 0.0029512742658863, 0.0010148353017, -0.0002942364544251, 1.002921100091616]|2699.7763910662952185|      0.00012207|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[0.0001846274871983, 0.0018944583848815, 0.0012420898149238, 0.0047321231314383, 0.0004221902085455, 0.0010369229088084, 0.0029512742658863, 0.0010148353017, -0.0002942364544251, 1.002921100091616]|2699.7763910662952185|      0.00006104|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[0.0001767169190953, 0.001896908838585, 0.0012626163538796, 0.0047315604172431, 0.0004309048774136, 0.0010575856808889, 0.002981713721903, 0.0010138637617955, -0.0003155870507625, 1.0028843740096205]|2699.7523744373752379|      0.00012207|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[0.0001755093696064, 0.0018698114738468, 0.0012547662628411, 0.0047680616050271, 0.0003974377239292, 0.0010501522988147, 0.003034870646853, 0.0010281783581717, -0.0003373726225888, 1.0027944240669155]|2699.7252223171917649|      0.00024414|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[0.0001470749138359, 0.001816104965177, 0.0012635906752994, 0.0047687055453822, 0.0003390640435708, 0.0010318542646333, 0.0031455802615671, 0.0009785385958827, -0.0004458140428535, 1.002634390065904]|2699.6570392039016042|      0.00048828|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      26|[0.0001470749138359, 0.001816104965177, 0.0012635906752994, 0.0047687055453822, 0.0003390640435708, 0.0010318542646333, 0.0031455802615671, 0.0009785385958827, -0.0004458140428535, 1.002634390065904]|2699.6570392039016042|      0.00024414|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[0.0001470749138359, 0.001816104965177, 0.0012635906752994, 0.0047687055453822, 0.0003390640435708, 0.0010318542646333, 0.0031455802615671, 0.0009785385958827, -0.0004458140428535, 1.002634390065904]|2699.6570392039016042|      0.00012207|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[0.0001112130035053, 0.0018728624644959, 0.0013135235341852, 0.0047910937147197, 0.0003295988843871, 0.0010883221222256, 0.0032036313733235, 0.000965602315548, -0.0004521225527168, 1.0026110691326384]|2699.6308056247339664|      0.00024414|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[0.0001112130035053, 0.0018728624644959, 0.0013135235341852, 0.0047910937147197, 0.0003295988843871, 0.0010883221222256, 0.0032036313733235, 0.000965602315548, -0.0004521225527168, 1.0026110691326384]|2699.6308056247339664|      0.00012207|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
