k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[1.4409614818739833, 0.7674459412057554, 0.9616388055214173]                    |  3.2087683760925607|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[1.4409614818739833, 0.7674459412057554, 0.9616388055214173]                    |  3.2087683760925607|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.772492561078418, 0.43223689459508, 1.1281381706610627]                       |  0.9683977638472452|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[1.772492561078418, 0.43223689459508, 1.1281381706610627]                       |  0.9683977638472452|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.0900593410202353, 0.0919955851603766, 0.9454165473332699]                    |  0.4633813875293570|      1.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[2.0900593410202353, 0.0919955851603766, 0.9454165473332699]                    |  0.4633813875293570|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[2.0900593410202353, 0.0919955851603766, 0.9454165473332699]                    |  0.4633813875293570|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[2.0900593410202353, 0.0919955851603766, 0.9454165473332699]                    |  0.4633813875293570|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[2.0789489289251897, 0.1956361742557102, 0.8764224386351318]                    |  0.4408226922897711|      0.25000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[2.0789489289251897, 0.1956361742557102, 0.8764224386351318]                    |  0.4408226922897711|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[2.0789489289251897, 0.1956361742557102, 0.8764224386351318]                    |  0.4408226922897711|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.0789489289251897, 0.1956361742557102, 0.8764224386351318]                    |  0.4408226922897711|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[2.1068755179326653, 0.1838470745923825, 0.8840175196442905]                    |  0.4240756605922258|      0.06250000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[2.1068755179326653, 0.1838470745923825, 0.8840175196442905]                    |  0.4240756605922258|      0.03125000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
