k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00390625|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00195312|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00097656|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00048828|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00024414|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00012207|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00006104|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00003052|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00001526|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-2.463300754e-07, 1.5255012945e-05, 1.000000083713393, 0.0500001209949597, 15.159500001341252, 7.99999998641784, 13072.900000180862]| 27.8991343677504950|      0.00003052|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-2.463300754e-07, 1.5255012945e-05, 1.000000083713393, 0.0500001209949597, 15.159500001341252, 7.99999998641784, 13072.900000180862]| 27.8991343677504950|      0.00001526|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-2.463300754e-07, 1.5255012945e-05, 1.000000083713393, 0.0500001209949597, 15.159500001341252, 7.99999998641784, 13072.900000180862]| 27.8991343677504950|      0.00000763|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-2.463300754e-07, 1.5255012945e-05, 1.000000083713393, 0.0500001209949597, 15.159500001341252, 7.99999998641784, 13072.900000180862]| 27.8991343677504950|      0.00000381|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-2.463300754e-07, 1.5255012945e-05, 1.000000083713393, 0.0500001209949597, 15.159500001341252, 7.99999998641784, 13072.900000180862]| 27.8991343677504950|      0.00000191|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-1.717392565e-07, 1.71517700223e-05, 1.0000000183500903, 0.0500001806329106, 15.159499881599414, 7.999999999026102, 13072.900000292224]| 27.8918482026342609|      0.00000381|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-1.717392565e-07, 1.71517700223e-05, 1.0000000183500903, 0.0500001806329106, 15.159499881599414, 7.999999999026102, 13072.900000292224]| 27.8918482026342609|      0.00000191|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-1.717392565e-07, 1.71517700223e-05, 1.0000000183500903, 0.0500001806329106, 15.159499881599414, 7.999999999026102, 13072.900000292224]| 27.8918482026342609|      0.00000095|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-1.713548898e-07, 1.6198265618e-05, 1.0000000261092696, 0.0500001761256191, 15.159499867077859, 7.999999994537435, 13072.90000029574]| 27.8859887857783164|      0.00000191|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
