k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.5007969714014888, 0.1282194301514758]                                        |  0.1977555168442728|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.5007969714014888, 0.1282194301514758]                                        |  0.1977555168442728|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0022427914713715, 0.1662158730666775]                                        |  0.0022901503962665|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.0022427914713715, 0.1662158730666775]                                        |  0.0022901503962665|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0022427914713715, 0.1662158730666775]                                        |  0.0022901503962665|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0022427914713715, 0.1662158730666775]                                        |  0.0022901503962665|      0.12500000|[28, 7, 6, 13]                                                             |  | used linear model with 5 points | actual_k=1
       8|[0.0022427914713715, 0.1662158730666775]                                        |  0.0022901503962665|      0.06250000|[31, 8, 6, 14]                                                             |  | used linear model with 5 points | actual_k=1
       9|[0.0063989474738545, 0.1038542152368617]                                        |  0.0003498821840388|      0.12500000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[0.0063989474738545, 0.1038542152368617]                                        |  0.0003498821840388|      0.06250000|[38, 10, 7, 17]                                                            |  | used linear model with 5 points | actual_k=1
      11|[0.0063989474738545, 0.1038542152368617]                                        |  0.0003498821840388|      0.03125000|[41, 11, 7, 18]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.0063989474738545, 0.1038542152368617]                                        |  0.0003498821840388|      0.01562500|[44, 12, 7, 19]                                                            |  | used linear model with 5 points | actual_k=1
      13|[0.0061615171490926, 0.0882310192821]                                           |  0.0001824006827186|      0.03125000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
