k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[62, 4, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[93, 6, 3, 9]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[124, 8, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=1
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[155, 10, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[186, 12, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[217, 14, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[248, 16, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[279, 18, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
      10|[107.46993929884613, 0.0928102457015566, 0.9086519235895761, 102.3999655421474, 0.1818254696895603, 0.8181958135576433, 97.44051399420168, 0.2839025432231602, 0.7160124823301803, 96.30020067608724, 0.3047385549057783, 0.6956865086190459, 93.98961265252532, 0.3561328695867506, 0.6433732231126019, 89.71942022061477, 0.4684460622863685, 0.5318573790328702, 83.7099417667035, 0.6576686769453367, 0.3426722497777044, 78.30974827968048, 0.8763237281313991, 0.1237329667587548, 886.3697416844863, 910.0097679196782, 922.5198897394499, 926.4602673742438, 935.5600729921746, 952.8300633066964, 975.730332525076]|  0.6593428406931714|      0.00390625|[310, 20, 10, 30]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      11|[107.46993929884613, 0.0928102457015566, 0.9086519235895761, 102.3999655421474, 0.1818254696895603, 0.8181958135576433, 97.44051399420168, 0.2839025432231602, 0.7160124823301803, 96.30020067608724, 0.3047385549057783, 0.6956865086190459, 93.98961265252532, 0.3561328695867506, 0.6433732231126019, 89.71942022061477, 0.4684460622863685, 0.5318573790328702, 83.7099417667035, 0.6576686769453367, 0.3426722497777044, 78.30974827968048, 0.8763237281313991, 0.1237329667587548, 886.3697416844863, 910.0097679196782, 922.5198897394499, 926.4602673742438, 935.5600729921746, 952.8300633066964, 975.730332525076]|  0.6593428406931714|      0.00195312|[341, 22, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      12|[107.46993929884613, 0.0928102457015566, 0.9086519235895761, 102.3999655421474, 0.1818254696895603, 0.8181958135576433, 97.44051399420168, 0.2839025432231602, 0.7160124823301803, 96.30020067608724, 0.3047385549057783, 0.6956865086190459, 93.98961265252532, 0.3561328695867506, 0.6433732231126019, 89.71942022061477, 0.4684460622863685, 0.5318573790328702, 83.7099417667035, 0.6576686769453367, 0.3426722497777044, 78.30974827968048, 0.8763237281313991, 0.1237329667587548, 886.3697416844863, 910.0097679196782, 922.5198897394499, 926.4602673742438, 935.5600729921746, 952.8300633066964, 975.730332525076]|  0.6593428406931714|      0.00097656|[372, 24, 12, 36]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      13|[107.47013889234597, 0.0933064727332994, 0.9086050203926387, 102.4000471279899, 0.1819991943623007, 0.8182980568024989, 97.44059707110569, 0.2838391329686918, 0.7161874336417686, 96.30010513983612, 0.3045922827456293, 0.6954159315809344, 93.98942173176823, 0.3563565594762609, 0.6435183442087947, 89.7195489892597, 0.4684285952607082, 0.5319812686688592, 83.70977216718912, 0.6578425773352325, 0.3426044339439596, 78.30977903290118, 0.8764595530976891, 0.1239636077202261, 886.3696140001914, 910.0099186500355, 922.5199972132748, 926.4605641001009, 935.5598799288758, 952.830095439401, 975.7301913248348]|  0.5225778732217389|      0.00195312|[403, 26, 13, 39]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      14|[107.47013889234597, 0.0933064727332994, 0.9086050203926387, 102.4000471279899, 0.1819991943623007, 0.8182980568024989, 97.44059707110569, 0.2838391329686918, 0.7161874336417686, 96.30010513983612, 0.3045922827456293, 0.6954159315809344, 93.98942173176823, 0.3563565594762609, 0.6435183442087947, 89.7195489892597, 0.4684285952607082, 0.5319812686688592, 83.70977216718912, 0.6578425773352325, 0.3426044339439596, 78.30977903290118, 0.8764595530976891, 0.1239636077202261, 886.3696140001914, 910.0099186500355, 922.5199972132748, 926.4605641001009, 935.5598799288758, 952.830095439401, 975.7301913248348]|  0.5225778732217389|      0.00097656|[434, 28, 14, 42]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
